	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
ARHGEF10L_+_17866076.23-P1P2	2867	3408	5283	5481	2685	2740	4486	6033	3832	2247
ARHGEF10L_-_17865937.23-P1P2	3042	3338	3397	340	265	305	1809	65	94	34
ARHGEF10L_-_17866046.23-P1P2	3708	4190	1193	7985	1216	2999	477	14404	304	1525
ARHGEF10L_-_17866084.23-P1P2	5160	5550	1287	7866	568	4671	894	8162	322	4212
ARHGEF2_+_155948495.23-P1P2	4046	4712	4857	661	397	5404	5506	388	152	4976
ARHGEF2_-_155948451.23-P1P2	3880	4207	1116	10982	545	1585	331	5350	405	434
ARHGEF2_-_155948460.23-P1P2	6714	6435	5321	4573	9936	1260	4021	3273	11075	888
ARHGEF2_-_155948470.23-P1P2	5753	6376	2885	7650	4433	20355	1223	5232	2275	33108
ARHGEF2_-_155948492.23-P1P2	4393	4217	5129	3928	4746	8502	2832	3826	4747	11264
ARID1A_+_27022167.23-P1P2	1690	1879	2381	2292	767	6743	647	3975	814	12015
ARID1A_-_27022212.23-P1P2	4308	4531	6613	1606	4384	595	6070	1180	4589	167
ARID1A_-_27022241.23-P1P2	5752	6579	3864	10976	971	6139	3809	15479	364	2826
ARID1A_-_27022347.23-P1P2	4051	5175	4423	1549	1887	1799	3998	545	609	778
ARID1A_-_27022386.23-P1P2	5513	5860	2750	4749	4617	4478	1714	4625	2263	4450
ARID1B_+_157098642.23-P1	86	262	4	0	11	0	0	0	0	0
ARID1B_+_157099775.23-P2	1384	1776	1697	1548	676	3527	2629	1209	290	2318
ARID1B_+_157099919.23-P2	3042	3410	4207	2265	531	2075	5925	612	454	2684
ARID1B_+_157099950.23-P2	3881	3962	2691	2347	1843	7442	1271	905	438	3713
ARID1B_-_157098532.23-P1	7283	7734	6345	2177	11169	1022	4225	1156	10671	313
ARID1B_-_157098655.23-P1	2092	2518	5082	662	727	2087	4677	103	637	952
ARID1B_-_157098738.23-P1	5333	5459	6491	3756	11990	2656	5285	3912	12959	1300
ARID1B_-_157098762.23-P1	4436	4833	3380	3716	11060	1154	2481	1713	11260	641
ARID1B_-_157099854.23-P2	3970	4464	2353	7701	2821	4387	3192	7015	2446	3184
ARID1B_-_157099960.23-P2	5530	6622	3392	6466	1535	1775	1262	5030	813	1084
ARID2_+_46123100.23-P1P2	3860	3878	3802	7106	2097	2268	3331	4710	832	912
ARID2_+_46123117.23-P1P2	5006	5817	7814	6508	8202	2822	9627	4331	7403	1194
ARID2_+_46123173.23-P1P2	2765	2828	1134	7419	2771	8616	215	10674	1642	2698
ARID2_+_46123303.23-P1P2	3639	4125	6494	2597	3141	5956	7466	331	1657	5282
ARID2_-_46123252.23-P1P2	2600	2770	4934	647	5102	3436	6946	205	14917	745
ARID3A_+_925674.23-P1P2	4384	5660	5066	8861	1103	2841	2695	5398	223	1232
ARID3A_+_925678.23-P1P2	4562	5381	3757	13080	6492	17290	1474	15185	8272	14220
ARID3A_+_925869.23-P1P2	3642	4108	7021	2754	4485	1265	12408	1723	7645	99
ARID3A_-_925866.23-P1P2	4710	5171	7076	12783	4091	16850	8737	9161	2271	9239
ARID3A_-_925915.23-P1P2	5914	6375	14386	17851	8274	16727	17858	25915	7402	28127
ARID3B_+_74833318.23-P1P2	5152	5095	6111	5827	4035	2064	5768	7498	4645	857
ARID3B_+_74833437.23-P1P2	5261	5553	3811	4837	14666	754	1930	12088	14233	406
ARID3B_+_74833441.23-P1P2	2222	2748	2236	392	55	911	1301	24	6	364
ARID3B_+_74833462.23-P1P2	2080	2064	860	421	2164	5	89	330	2440	2
ARID3B_+_74833514.23-P1P2	3405	3801	7616	2772	1593	28	7118	4663	1353	16
ARID5A_+_97202343.23-P1P2	5481	4722	3042	2181	4687	3868	2855	963	2800	2371
ARID5A_-_97202290.23-P1P2	5850	6674	7800	5351	4598	2519	6196	5552	3094	1825
ARID5A_-_97202318.23-P1P2	1224	1297	1989	1906	718	204	800	1699	935	52
ARID5A_-_97202357.23-P1P2	5235	5625	5727	2585	4972	18211	3273	925	1776	12739
ARID5A_-_97202360.23-P1P2	4353	4701	4878	6711	6885	13297	897	6909	3052	12665
ARID5B_+_63660398.23-ENST00000279873.7	1235	1348	4333	491	2462	8	5276	63	1397	8
ARID5B_+_63660579.23-ENST00000279873.7	1200	1733	1063	2231	882	31	157	732	754	13
ARID5B_+_63660954.23-ENST00000279873.7	9071	9722	13489	50275	12430	13835	13449	111854	8291	21981
ARID5B_-_63660959.23-ENST00000279873.7	4844	5453	7454	9599	12839	3115	4145	3871	12509	2104
ARID5B_-_63660971.23-ENST00000279873.7	3984	5213	23186	2573	5587	216	26673	1477	3733	37
ARL6IP4_+_123464748.23-P1P2	7369	7683	10933	5089	2944	1278	11845	3066	1396	394
ARL6IP4_+_123465040.23-P1P2	6203	6265	14300	16325	13245	4117	12995	22938	10605	2940
ARL6IP4_+_123465136.23-P1P2	7334	7801	5768	14048	5130	11762	3636	11533	6968	12246
ARL6IP4_-_123465098.23-P1P2	4701	4440	6420	7067	6111	19033	6232	7616	2722	13477
ARL6IP4_-_123465153.23-P1P2	3729	4114	11436	9302	2865	7886	18408	8103	866	8435
ARNT2_+_80696469.23-P1P2	2340	2321	7659	397	419	25	11609	11	178	10
ARNT2_+_80696524.23-P1P2	539	377	494	918	565	10	603	365	73	3
ARNT2_+_80696559.23-P1P2	4540	4871	2414	5015	1198	1585	2057	3737	755	1020
ARNT2_-_80696629.23-P1P2	3277	3968	2728	4064	764	2633	1506	1213	436	1856
ARNT2_-_80696642.23-P1P2	2179	2118	1522	2597	1555	4016	612	1212	599	1489
ARNTL2_+_27485492.23-P1P2	5533	5807	6515	7722	3682	14831	2653	3164	2020	15454
ARNTL2_+_27485497.23-P1P2	4999	5948	4275	3042	1954	773	6281	2334	1323	190
ARNTL2_+_27485547.23-P1P2	4701	5294	4484	4407	2770	7642	3304	3986	1617	4759
ARNTL2_+_27485723.23-P1P2	3452	3596	70958	1995	17378	781	203256	417	20519	595
ARNTL2_-_27485588.23-P1P2	3160	3557	4465	4853	7623	1393	2449	3334	4593	635
ARNTL_+_13299112.23-P1P2	5555	5422	6050	3612	6296	2289	4617	2214	4821	1180
ARNTL_+_13299165.23-P1P2	2172	2389	4704	491	14001	525	5739	40	21698	124
ARNTL_-_13299099.23-P1P2	5184	5693	4998	9016	6725	514	5683	9614	9304	80
ARNTL_-_13299200.23-P1P2	3507	4133	3514	4306	4032	1806	2238	3089	3450	386
ARNTL_-_13299253.23-P1P2	1602	1841	876	908	486	1037	85	659	206	411
ARNT_+_150849215.23-P1P2	2444	2306	3001	1533	1335	3978	1253	877	790	1815
ARNT_-_150849120.23-P1P2	3289	3200	9571	378	17643	393	20207	79	140169	159
ARNT_-_150849190.23-P1P2	3860	4312	2865	3386	8084	6738	1565	2613	7680	5240
ARNT_-_150849249.23-P1P2	6133	6839	12008	3900	2563	131	15269	2449	725	19
ARNT_-_150849252.23-P1P2	4405	4841	4078	5064	1048	5006	1901	4314	431	3243
ASAP1_+_131456027.23-P1P2	3728	4145	12187	2885	6868	6014	18996	1848	2851	1894
ASAP1_+_131456127.23-P1P2	2615	3015	7297	6893	1190	6179	12841	6844	1146	4957
ASAP1_+_131456154.23-P1P2	4638	4551	7284	5899	3546	25702	4074	7224	2377	22504
ASAP1_-_131455978.23-P1P2	2496	2710	1479	1243	5257	1809	217	209	4001	198
ASAP1_-_131456112.23-P1P2	6377	6942	6502	9219	7348	5703	3599	6816	4848	5136
ASAP3_+_23810756.23-P1P2	4618	5396	7772	15568	6336	2945	5354	15436	3428	1275
ASAP3_+_23810824.23-P1P2	4907	5959	6127	15162	744	23328	5619	23159	661	39701
ASAP3_+_23810827.23-P1P2	6662	7144	5184	2462	4092	2990	4055	1435	4081	3706
ASAP3_+_23810890.23-P1P2	1339	1629	2374	284	42	8	2967	26	3	3
ASAP3_+_23810922.23-P1P2	4517	4776	4267	7261	5216	2001	3616	5763	5345	659
ASCC1_+_73975746.23-P1P2	5583	6166	4061	2897	3115	4749	2392	516	2494	3087
ASCC1_+_73976248.23-P1P2	5827	5321	5785	3731	10880	7183	5074	2683	8818	9098
ASCC1_-_73975918.23-P1P2	4381	4213	3772	18069	269	515	2002	18887	240	61
ASCC1_-_73976265.23-P1P2	2999	3872	3256	2637	785	1410	4627	1725	339	681
ASCC1_-_73976276.23-P1P2	6454	7194	10724	3588	3854	19033	7312	2849	4103	19970
ASCL2_+_2292344.23-P1P2	4305	4727	3257	3107	2932	3201	4032	2952	1915	5256
ASCL2_+_2292367.23-P1P2	9338	9667	9773	12969	8574	12527	8311	6653	5009	8686
ASCL2_+_2292398.23-P1P2	6094	6730	7514	2817	8534	10434	9120	1120	7097	9430
ASCL2_+_2292490.23-P1P2	3908	4066	5615	1130	2010	2760	5391	114	457	2800
ASCL2_-_2292385.23-P1P2	3098	3746	1176	5534	419	16590	863	6593	159	13454
ASCL5_-_201096488.23-P1P2	3687	3583	2410	7226	8901	10796	1421	4069	10236	8277
ASCL5_-_201096538.23-P1P2	2327	2746	408	27440	303	16653	86	38023	177	22106
ASCL5_-_201096560.23-P1P2	3973	3600	2840	514	3478	20	978	22	2722	12
ASCL5_-_201096601.23-P1P2	5986	5438	11853	7616	39383	10099	14768	6476	97816	7252
ASCL5_-_201096870.23-P1P2	3745	3693	3283	6216	3055	12714	5051	6779	1249	13784
ASF1B_+_14247493.23-P1P2	4060	4596	6438	313	5512	3243	6786	42	4093	2169
ASF1B_+_14247557.23-P1P2	5994	5932	15755	12814	6998	4629	21719	9601	3863	5304
ASF1B_-_14247534.23-P1P2	2576	3103	3198	5306	1575	2575	3982	5926	1341	541
ASF1B_-_14247571.23-P1P2	5756	6310	2576	11307	2200	12033	990	29297	1049	13849
ASF1B_-_14247575.23-P1P2	5989	5843	5468	7901	3336	4490	6394	13192	1703	3094
ASH1L_+_155532693.23-P1P2	3977	4103	1785	2179	4279	2986	892	1788	3108	1772
ASH1L_+_155532701.23-P1P2	4206	4613	2932	3170	2261	3009	2387	1104	958	4696
ASH1L_+_155532709.23-P1P2	3012	3051	2130	6789	397	8096	4485	5937	583	5638
ASH1L_+_155532738.23-P1P2	2762	3167	5993	3000	8096	3406	6893	1489	7779	2120
ASH1L_-_155532744.23-P1P2	4835	5756	3428	3870	836	1675	3458	2438	288	1607
ASH2L_+_37962778.23-P1P2	6004	6274	9879	4400	7450	960	9217	1973	4876	266
ASH2L_+_37962831.23-P1P2	5269	5834	4529	6621	1022	3853	3485	3914	340	1758
ASH2L_-_37963058.23-P1P2	4760	5686	3233	4082	4980	7783	1718	5608	9080	6464
ASH2L_-_37963062.23-P1P2	1684	1649	11086	311	8978	5150	15205	94	9131	2282
ASH2L_-_37963157.23-P1P2	2016	2412	1085	284	3810	28	88	16	2507	5
ASXL1_+_30945889.23-P1P2	4440	5019	5679	4623	2822	20663	2977	6813	1243	37509
ASXL1_+_30946014.23-P1P2	4119	5014	4374	3001	2453	491	2012	1118	5928	277
ASXL1_+_30946024.23-P1P2	1429	1282	1846	633	3349	237	1039	201	2035	124
ASXL1_-_30945956.23-P1P2	4281	5003	2382	19131	1749	1345	1377	28938	979	413
ASXL1_-_30946027.23-P1P2	3353	3860	5170	7872	2367	7445	6307	6222	716	9858
ATF1_+_51157671.23-P1P2	3755	4243	3414	2370	1248	5489	2105	986	372	2969
ATF1_+_51157695.23-P1P2	7416	7439	11839	9296	7521	5112	11932	7758	8859	10152
ATF1_+_51157701.23-P1P2	5795	6997	3939	5071	9448	4726	1817	3770	10618	2241
ATF1_-_51157631.23-P1P2	2633	2840	2046	1878	149	73	319	359	16	6
ATF1_-_51157712.23-P1P2	3920	4904	3166	7434	3934	5671	2083	2309	1576	9988
ATF7IP2_+_10479728.23-P1P2	5956	6188	8808	12081	7062	2300	7912	11021	4768	2215
ATF7IP2_+_10479751.23-P1P2	3329	3400	2403	3795	2285	3371	1253	4909	1464	1839
ATF7IP2_+_10479771.23-P1P2	3588	3227	9888	4886	7222	740	16505	5421	7464	544
ATF7IP2_+_10479793.23-P1P2	3638	4303	11112	12853	8726	6873	21718	17692	6477	3261
ATF7IP2_-_10479820.23-P1P2	7216	8144	3227	6504	4929	1336	891	6535	2316	241
ATF7IP_+_14518403.23-P1	3647	3507	1617	4600	2117	3076	1417	4508	1007	1547
ATF7IP_+_14518413.23-P1	2005	2279	1215	1605	433	83	789	5081	181	8
ATF7IP_+_14518543.23-P1	2943	2959	14756	4586	1838	707	22693	4686	711	491
ATF7IP_+_14538203.23-P2	3147	3247	2619	1801	2140	1800	2414	748	469	534
ATF7IP_-_14518508.23-P1	4983	6670	7008	6381	2710	16355	5006	4750	1903	8441
ATF7IP_-_14518596.23-P1	4206	4920	3360	956	243	105	2519	664	29	29
ATF7IP_-_14537944.23-P2	188	235	556	342	1	2	459	430	3	0
ATF7IP_-_14537949.23-P2	4469	5670	3330	29615	2260	31623	2858	42788	839	37572
ATF7IP_-_14538011.23-P2	3528	4208	21010	7617	2726	3005	23487	12936	1963	893
ATF7IP_-_14538145.23-P2	2770	2865	3371	686	2485	157	4504	186	2183	36
ATMIN_+_81069323.23-P1P2	4188	5366	10091	6580	3136	50757	11249	6177	3760	69003
ATMIN_+_81069441.23-P1P2	2729	3090	1227	2223	1322	255	761	1402	744	89
ATMIN_-_81069257.23-P1P2	4259	4749	596	8273	757	20176	72	12640	208	24755
ATMIN_-_81069355.23-P1P2	7741	8237	3869	8884	8621	2207	1745	10274	6469	2488
ATMIN_-_81069453.23-P1P2	2676	2759	3445	697	2083	370	1960	109	911	19
ATN1_+_7036681.23-P1P2	4359	5076	6222	5718	3199	1964	7614	3464	3426	987
ATN1_+_7036732.23-P1P2	2934	3160	3275	1069	2120	364	2169	480	4426	329
ATN1_+_7036774.23-P1P2	5887	6027	8746	7570	5950	8214	18857	8257	4932	12323
ATN1_+_7036825.23-P1P2	4884	5421	6055	13086	3169	10992	6218	14167	4095	9315
ATN1_-_7036737.23-P1P2	5796	6217	4138	5209	2007	553	1764	4772	1687	171
ATOH8_-_85980757.23-P1P2	4071	4451	5996	2274	2485	4224	6349	1604	1442	4186
ATOH8_-_85980801.23-P1P2	3879	4435	25574	5905	17449	6606	55301	5405	14689	3680
ATOH8_-_85980804.23-P1P2	2298	2494	1099	995	876	507	688	574	89	71
ATOH8_-_85980848.23-P1P2	3209	3270	7845	2930	10546	1010	12337	3786	11204	535
ATOH8_-_85980882.23-P1P2	3057	3539	8516	5260	19103	5919	10079	5366	15956	1887
ATXN1_+_16761861.23-P1P2	6159	5125	5235	11640	4690	2067	3458	5235	2119	946
ATXN1_+_16761883.23-P1P2	5770	6666	10465	2124	2017	624	8449	477	486	73
ATXN1_+_16761889.23-P1P2	6739	6974	7842	11539	11196	17226	8997	18130	13978	13712
ATXN1_-_16761879.23-P1P2	4406	5573	3162	3032	2981	372	2091	2118	1583	313
ATXN1_-_16761916.23-P1P2	2944	3357	3001	3592	1734	7165	1772	2219	2401	3399
BACH1_+_30670991.23-P1P2	2709	3048	1981	2351	2277	7932	1329	1145	1180	4187
BACH1_+_30671221.23-P1P2	3635	4569	10434	3191	2217	975	11453	1897	1320	171
BACH1_-_30671061.23-P1P2	6892	6788	14102	6609	9975	10982	15933	8990	5568	5191
BACH1_-_30671070.23-P1P2	4526	4826	3948	5095	17811	3530	3485	1763	11977	2224
BACH1_-_30671073.23-P1P2	3458	4117	369	3549	430	3525	56	2076	77	1005
BAHCC1_+_79373213.23-P1P2	3507	3753	8364	6636	1399	1708	6308	4486	714	753
BAHCC1_-_79373047.23-P1P2	4718	5908	8787	10620	2112	18790	4017	8646	961	23166
BAHCC1_-_79373059.23-P1P2	3028	3443	4406	11253	6469	9135	9984	14394	6321	6007
BAHCC1_-_79373063.23-P1P2	2895	3606	6863	8862	2620	2333	6749	8068	2245	1578
BAHCC1_-_79373092.23-P1P2	5671	5855	9667	5123	7653	5372	7522	2087	5330	13355
BATF2_+_64764577.23-P1P2	5238	6377	7504	13491	2564	2763	8004	14197	1912	855
BATF2_-_64764501.23-P1P2	4395	5891	3866	8000	1047	14558	3199	4998	338	15791
BATF2_-_64764623.23-P1P2	4050	4233	4356	2776	11300	588	2597	1298	11353	112
BATF2_-_64764673.23-P1P2	4132	4464	2739	3250	14474	508	2338	2779	8889	36
BATF2_-_64764683.23-P1P2	5533	5594	5994	12216	10698	5594	3431	25520	16171	6952
BATF_+_75988514.23-P1P2	4436	4366	2690	2880	3282	7560	1487	1526	1618	3952
BATF_+_75988745.23-P1P2	3869	4271	4614	15123	11673	3451	4819	18409	15803	1638
BATF_+_75988748.23-P1P2	6226	6906	12401	6922	9327	4667	15852	12372	11806	3215
BATF_-_75988398.23-P1P2	5711	5365	9960	7983	5895	37826	13483	5643	7318	44956
BATF_-_75988656.23-P1P2	2362	2145	2330	2152	2125	954	2892	1804	1611	910
BAZ2A_+_57024197.23-P1	4942	6533	3434	3753	2835	37808	2190	1983	3283	43086
BAZ2A_+_57024206.23-P1	3720	3474	16008	3016	4723	5853	28769	2349	2884	3215
BAZ2A_+_57024211.23-P1	2640	3262	2431	2336	4447	759	1553	868	1374	86
BAZ2A_+_57024286.23-P1	4761	5814	4456	814	1372	1976	4052	189	959	10363
BAZ2A_+_57030550.23-P2	3563	4171	3501	5839	1757	2360	2124	8234	846	3146
BAZ2A_-_57024253.23-P1	3682	5193	2888	3312	869	2736	3041	1874	387	1225
BAZ2A_-_57030253.23-P2	2995	3644	1516	906	1697	485	680	149	638	85
BAZ2A_-_57030311.23-P2	3771	4082	7009	3388	2667	4441	8423	2469	1729	10173
BAZ2A_-_57030387.23-P2	5879	6715	11406	9233	1267	1266	15637	5857	827	827
BAZ2A_-_57030688.23-P2	2378	2447	782	3963	354	1287	481	4576	266	1155
BAZ2B_+_160472167.23-P1P2	4940	5682	3821	4728	10102	599	2481	2779	10859	75
BAZ2B_-_160472110.23-P1P2	5044	5114	5266	9848	3606	3169	3661	12542	3834	2193
BAZ2B_-_160472214.23-P1P2	4474	5412	11085	9976	20427	2798	13373	10516	18910	1894
BAZ2B_-_160472345.23-P1P2	3285	3028	4098	1071	6618	453	5693	357	12716	72
BAZ2B_-_160472348.23-P1P2	2581	2856	4342	566	5352	3228	3140	139	3342	3583
BBX_+_107241617.23-P1P2	3190	3565	2873	775	1695	12257	3293	222	695	20665
BBX_+_107241740.23-P1P2	4301	4590	2546	4677	6489	4193	1857	5685	5537	4328
BBX_-_107241455.23-P1P2	3014	3819	3116	1061	4159	1483	3348	773	6674	902
BBX_-_107241759.23-P1P2	4642	5229	2014	9957	4934	2237	1059	13064	2281	666
BBX_-_107241827.23-P1P2	3938	3934	3317	283	1241	202	2897	52	470	20
BCCIP_+_127511842.23-P1P2	5636	6598	6205	5278	3658	5728	3069	3490	2351	3919
BCCIP_+_127512052.23-P1P2	3901	4182	1588	4341	2483	261	220	4184	589	126
BCCIP_-_127511895.23-P1P2	4411	4965	3648	3063	8498	5509	1919	1080	7525	2631
BCCIP_-_127512011.23-P1P2	4342	4997	2540	4778	3621	5028	2080	2134	4043	2043
BCCIP_-_127512094.23-P1P2	3886	4319	7018	1673	1951	2112	9501	1515	508	503
BCL9L_-_118796789.23-P1P2	2832	2811	8250	354	5771	348	6494	55	2056	51
BCL9L_-_118796800.23-P1P2	3119	3834	2695	1482	5774	118	3681	1263	2980	15
BCL9L_-_118796808.23-P1P2	3861	4599	2244	1655	634	3577	591	724	121	4006
BCL9L_-_118796816.23-P1P2	4450	4760	4054	10648	2583	327	2124	10415	1873	108
BCL9L_-_118796888.23-P1P2	5297	5827	6199	6758	8105	5031	5767	4561	15184	4073
BCL9_+_147012850.23-P1P2	3473	4168	1778	2847	4470	2547	1017	587	4431	782
BCL9_+_147013213.23-P1P2	5506	6649	7882	13422	6770	3974	6232	11036	6415	2585
BCL9_+_147013219.23-P1P2	5388	6352	8728	10116	2858	16335	6903	8939	1652	22127
BCL9_-_147013009.23-P1P2	8844	9929	18505	12342	3954	2040	23612	8531	2182	1951
BCL9_-_147013037.23-P1P2	6308	7012	4994	2629	5161	3953	5851	1932	6552	2145
BCLAF1_+_136611129.23-P1P2	2552	3159	414	5328	112	1378	156	4266	9	545
BCLAF1_-_136611044.23-P1P2	1044	1343	523	1349	1824	1169	43	1554	556	588
BCLAF1_-_136611049.23-P1P2	4630	4530	3973	12939	1969	6686	2165	12365	749	10019
BCLAF1_-_136611114.23-P1P2	6746	6567	12199	2976	7183	3604	10820	1155	19142	1583
BCLAF1_-_136611126.23-P1P2	4751	5378	4743	3177	3040	4761	6209	4478	3691	2336
BCORL1_+_129116278.23-P1P2	3755	4028	1739	8488	992	2557	1140	9897	385	1774
BCORL1_+_129116328.23-P1P2	4221	4774	8860	10684	7052	10836	10758	16376	10684	4309
BCORL1_+_129116342.23-P1P2	2407	2750	1815	5986	1824	2628	485	6135	1671	1796
BCORL1_+_129116436.23-P1P2	1556	1593	1328	2573	1215	317	1528	2593	981	199
BCORL1_+_129116444.23-P1P2	5590	5625	9020	6105	2291	5133	4973	6839	680	1576
BCOR_+_39957316.23-P1P2	2253	2725	2820	1340	2130	737	4747	903	2282	512
BCOR_+_39957410.23-P1P2	3820	3881	3206	1090	6137	560	1296	218	10471	122
BCOR_+_39957413.23-P1P2	3492	3805	3845	669	6440	564	2673	266	5353	361
BCOR_-_39957251.23-P1P2	6517	7871	8737	16602	14458	16549	13023	19850	11186	18037
BCOR_-_39957360.23-P1P2	2563	3091	353	3224	28	5926	72	2489	22	14810
BDP1_+_70751346.23-P1P2	5475	6080	3457	10361	8028	1725	1130	8950	16828	587
BDP1_+_70751390.23-P1P2	3462	5028	4322	8411	2283	485	1387	4792	1528	85
BDP1_-_70751420.23-P1P2	5199	5976	7113	13678	3004	8233	7786	16727	1367	6427
BDP1_-_70751426.23-P1P2	5311	5096	7421	3121	1980	2419	8743	2169	1986	2275
BDP1_-_70751477.23-P1P2	4830	5860	4878	4024	2513	6326	6516	1783	1018	6173
BHLHE40_+_5020499.23-P1P2	3696	4286	1322	6192	886	5216	234	3427	448	1456
BHLHE40_+_5020986.23-P1P2	3419	3825	3816	2457	13879	267	2510	1307	23839	74
BHLHE40_+_5020989.23-P1P2	3531	3920	4043	6676	888	365	3174	5288	389	34
BHLHE40_+_5021020.23-P1P2	4139	4159	4000	749	2177	176	3283	165	3170	98
BHLHE40_-_5020486.23-P1P2	3232	3711	9104	1963	2924	873	10976	941	1880	25
BHLHE41_-_26278020.23-P1P2	3472	3911	3311	3278	2652	383	3210	1478	714	64
BHLHE41_-_26278099.23-P1P2	2430	2850	1198	2494	256	861	405	1123	95	189
BHLHE41_-_26278125.23-P1P2	4920	5236	6471	5399	8018	3540	6493	4598	19977	1747
BHLHE41_-_26278144.23-P1P2	2844	2610	3120	4267	2896	2226	2804	6358	3158	3392
BHLHE41_-_26278152.23-P1P2	6307	6871	2233	3744	4831	8764	701	3764	1966	6387
BICC1_+_60272667.23-P1P2	4209	4636	4242	4522	3949	5300	3914	2481	8800	3654
BICC1_-_60272457.23-P1P2	6129	6196	28942	19313	3665	25400	45543	28199	1830	36789
BICC1_-_60272471.23-P1P2	6278	7051	13622	20926	5632	13604	19456	25201	2882	8421
BICC1_-_60272569.23-P1P2	4602	5217	12989	10390	2560	15546	19021	14764	2503	18671
BICC1_-_60272684.23-P1P2	5472	5527	9258	5272	6438	111	7835	3566	5274	44
BICD1_+_32259571.23-P1P2	4250	4147	3944	10838	3547	7961	1431	9351	2469	3076
BICD1_+_32259578.23-P1P2	5517	6685	16436	16107	11169	21741	16336	18909	11253	16188
BICD1_+_32259584.23-P1P2	2712	3877	2333	1241	126	3397	2185	752	57	1875
BICD1_+_32259662.23-P1P2	4907	5604	8327	4099	20182	19569	4591	2234	31021	25465
BICD1_-_32259667.23-P1P2	4324	4755	6471	2356	1428	2066	9206	718	1984	739
BOD1L1_+_13616179.23-P2	3251	3714	2260	1545	2916	1332	976	393	1778	741
BOD1L1_+_13629424.23-P1	5053	5730	11837	10253	26162	8923	11229	11133	52106	11162
BOD1L1_+_13629453.23-P1	4310	4621	3307	4150	4416	1141	2430	3357	2811	505
BOD1L1_-_13616268.23-P2	4857	5256	8039	15667	3006	11888	6904	19788	1118	17234
BOD1L1_-_13616373.23-P2	2996	3850	860	187	1175	7	527	8	1053	4
BOD1L1_-_13616400.23-P2	6211	7088	7522	7624	3070	2353	4919	12156	3320	1018
BOD1L1_-_13616655.23-P2	4216	4689	3887	4945	942	5318	2514	1564	626	3395
BOD1L1_-_13629413.23-P1	2592	3338	6219	2931	4959	6981	6504	1305	3607	4363
BOD1L1_-_13629463.23-P1	1910	3120	175	2829	877	8589	19	1396	598	13822
BOD1L1_-_13629555.23-P1	5196	6480	7237	13276	7368	16955	4620	14290	6298	19602
BOP1_+_145513073.23-P2	4000	4165	2657	2330	1243	40719	1321	1963	469	68697
BOP1_+_145513146.23-P2	5143	5227	3488	3676	10056	1019	2868	2996	14138	1442
BOP1_+_145513309.23-P2	4721	5691	4337	5845	3389	3076	3670	7108	3310	1744
BOP1_-_145513001.23-P2	1821	1840	398	13321	206	4082	45	15200	134	638
BOP1_-_145513031.23-P2	8059	7983	17459	15126	6166	5195	26769	18487	4745	6171
BOP1_-_145515153.23-P1	6496	6613	10659	12680	3495	9557	7092	10436	2076	11297
BOP1_-_145515187.23-P1	676	789	36	1454	20	332	33	911	2	352
BOP1_-_145515243.23-P1	6687	7482	3247	12107	2040	22467	3240	12510	1479	30985
BOP1_-_145515297.23-P1	2701	3141	13154	1088	1690	1332	32273	481	2221	1729
BOP1_-_145515300.23-P1	2489	2251	1484	732	409	9	1436	957	25	4
BPNT1_+_220263235.23-P1P2	2248	3105	2921	13803	3871	15922	2507	22004	3979	19110
BPNT1_+_220263256.23-P1P2	5313	6282	5811	2067	8423	5875	4015	447	7025	7214
BPNT1_+_220263276.23-P1P2	4898	6410	10523	2666	24959	3697	11933	3065	24187	1491
BPNT1_+_220263433.23-P1P2	3232	3365	4337	17618	518	1005	4487	25868	259	674
BPNT1_-_220263282.23-P1P2	588	627	758	63	3	2186	240	9	0	1069
BPTF_+_65821104.23-P1P2	3540	3286	3954	2579	2603	9183	3339	1151	1852	7305
BPTF_+_65821494.23-P1P2	4276	4737	9031	3139	2770	199	11358	374	1147	35
BPTF_+_65821529.23-P1P2	3292	3786	1443	2281	2381	654	215	695	699	146
BPTF_+_65821582.23-P1P2	3338	4316	2199	6319	7234	5245	591	5259	14375	6556
BPTF_-_65821567.23-P1P2	3920	4339	2224	3979	4245	10940	524	4026	3353	9476
BRAT1_-_2595229.23-P1P2	4616	5077	5935	3213	1737	4780	7019	2863	1552	5636
BRAT1_-_2595308.23-P1P2	2886	3513	2040	9797	897	3110	1622	18047	390	2836
BRAT1_-_2595414.23-P1P2	3047	3342	3599	4807	580	12755	2959	2626	177	11168
BRAT1_-_2595429.23-P1P2	5074	4766	4226	1006	3074	91	3084	451	2269	25
BRAT1_-_2595450.23-P1P2	3313	4002	2221	1814	795	177	1487	1402	702	103
BRCA1_+_41277638.23-P1P2	3576	4190	2199	5883	7213	7694	3864	5196	5776	3828
BRCA1_-_41277517.23-P1P2	4226	4051	5794	6407	13792	3172	7389	1168	23568	879
BRCA1_-_41277543.23-P1P2	2587	2815	3288	2627	858	3263	3779	1648	130	4281
BRCA1_-_41277555.23-P1P2	3896	5001	2474	5369	4130	3102	1794	3715	3365	816
BRCA1_-_41277587.23-P1P2	5767	6358	6848	12644	5260	7286	5257	14048	2944	7232
BRCA2_+_32889545.23-P1P2	7765	8188	9358	7035	14037	7313	10807	5440	18166	5839
