	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
KLF5_-_73632719.23-P1P2	5441	5683	5730	7305	11093	8142	5739	5999	11428	6581
KLF5_-_73632967.23-P1P2	2041	2308	1378	4174	951	1957	311	6907	399	2278
KLF5_-_73632977.23-P1P2	2696	2672	3182	290	2194	1250	1508	217	1774	984
KLF9_+_73029031.23-P1P2	5505	5585	10509	3961	5636	14520	18930	4034	3804	11267
KLF9_+_73029042.23-P1P2	3398	3610	5632	3243	7562	428	3625	1193	10865	178
KLF9_+_73029204.23-P1P2	4796	5786	5542	2151	2951	1729	3721	875	1128	792
KLF9_-_73028987.23-P1P2	5060	5524	9285	13477	16549	45283	6073	10635	18048	40938
KLF9_-_73028992.23-P1P2	5291	5876	4028	6420	3206	643	1259	3430	2268	317
KRBA1_+_149411876.23-P1P2	3438	3873	10789	650	36197	1490	11213	276	72745	648
KRBA1_+_149411937.23-P1P2	5875	6505	16894	4984	6472	23097	19077	3423	13953	30763
KRBA1_-_149411767.23-P1P2	2487	2405	4165	7159	2050	111	1329	9207	1166	15
KRBA1_-_149411913.23-P1P2	1652	1558	477	1548	811	827	516	1439	702	632
KRBA1_-_149411947.23-P1P2	6842	8315	6820	3983	1556	10369	4114	1044	677	7385
KRI1_+_10676835.23-P1P2	3585	3876	1988	1586	3190	8346	1043	404	2986	8648
KRI1_+_10676883.23-P1P2	3167	4278	530	5417	2135	2266	226	7120	913	819
KRI1_+_10676924.23-P1P2	3113	3219	2180	1165	244	1256	2993	429	41	1035
KRI1_-_10676841.23-P1P2	10073	11823	9779	10255	7568	5338	15223	7740	6816	3274
KRI1_-_10677004.23-P1P2	3202	4510	1241	803	5395	3882	644	120	3244	3086
KRR1_+_75905530.23-P1P2	4072	4473	1887	2920	756	1090	1472	2138	336	485
KRR1_+_75905541.23-P1P2	1539	1595	968	542	9652	466	322	494	13510	163
KRR1_+_75905550.23-P1P2	1598	1518	14189	128	3526	47	16641	69	11005	31
KRR1_+_75905561.23-P1P2	4746	5912	2741	3930	1272	11454	2448	2196	332	10984
KRR1_+_75905591.23-P1P2	4721	5094	12170	3012	5322	2105	31696	1411	4282	571
L3MBTL2_+_41601106.23-P1P2	1244	1106	289	108	275	23	50	2	56	1
L3MBTL2_+_41601172.23-P1P2	3836	4037	5998	13948	11082	28305	4379	12222	11737	43193
L3MBTL2_+_41601283.23-P1P2	5630	7018	3138	9075	8317	1229	1236	7299	6429	1086
L3MBTL2_-_41601204.23-P1P2	4761	5749	3582	10890	3601	22062	2667	7767	2544	21964
L3MBTL2_-_41601326.23-P1P2	5700	5750	4063	4176	16470	4354	3911	2330	13146	2129
LARP1B_+_128982241.23-P1P2	3216	3474	3669	3936	7090	4510	2743	3791	5296	2618
LARP1B_+_128982262.23-P1P2	2053	2401	2487	4358	6298	2043	4776	3135	3299	1115
LARP1B_+_128982307.23-P1P2	4595	5238	2523	13511	2445	9508	3259	21971	2096	6811
LARP1B_-_128982194.23-P1P2	4752	4893	3260	2310	4816	3403	1289	1490	6380	1616
LARP1B_-_128982300.23-P1P2	4242	4914	9579	6658	7344	7616	7081	3228	3553	3292
LARP1_+_154092011.23-ENST00000336314.4	3395	3476	1511	4279	1052	4096	907	2180	372	2478
LARP1_+_154092238.23-ENST00000336314.4	713	554	79	597	0	58	6	1260	1	46
LARP1_+_154092267.23-ENST00000336314.4	4699	5802	3777	7598	3001	3106	3118	9789	2183	2903
LARP1_-_154092167.23-ENST00000336314.4	6696	6815	12590	7338	4782	10119	11624	7345	2029	8139
LARP1_-_154092204.23-ENST00000336314.4	3951	4040	3141	2267	1754	414	1737	957	1138	292
LARP4B_+_931782.23-ENST00000316157.3	2707	2624	2348	7331	1602	4684	1995	6867	823	2490
LARP4B_+_931832.23-ENST00000316157.3	3683	4606	7551	6990	1654	7725	13204	8203	1136	6130
LARP4B_+_931901.23-ENST00000316157.3	2751	2654	8660	3029	3944	102	8672	1471	1144	75
LARP4B_+_931962.23-ENST00000316157.3	4819	6030	1822	6192	2651	5787	1262	8732	1492	2217
LARP4B_-_931936.23-ENST00000316157.3	2868	2585	1714	3144	5006	3611	532	1316	2908	897
LARP4_+_50794489.23-P1P2	3551	3365	3422	4642	1210	6144	4083	3728	1107	3754
LARP4_+_50794572.23-P1P2	2477	2338	1175	1905	138	5126	679	891	8	3574
LARP4_+_50794587.23-P1P2	6242	6789	6908	12839	13144	734	5640	15656	26488	150
LARP4_-_50794526.23-P1P2	3550	4245	836	4332	2332	20322	432	3070	1296	21172
LARP4_-_50794559.23-P1P2	2740	3639	835	1210	764	169	174	176	319	44
LARP6_+_71146610.23-P1P2	2916	3342	3983	3095	1099	4241	3424	1467	689	9749
LARP6_+_71146614.23-P1P2	4201	4701	3902	1782	2610	189	2015	2177	1160	16
LARP6_+_71146714.23-P1P2	4366	5169	5768	2026	7539	3818	6658	1711	5420	1473
LARP6_+_71146864.23-P1P2	3861	3814	2646	3885	8873	7703	2002	1935	8719	7111
LARP6_-_71146658.23-P1P2	3674	3440	3663	1994	7674	2134	4213	1089	8386	1228
LARP7_+_113558209.23-P1P2	4953	5651	5410	7764	2163	21168	8216	8506	1108	38999
LARP7_+_113558224.23-P1P2	3567	3739	2978	928	6719	616	1051	661	5621	114
LARP7_-_113558165.23-P1P2	4557	5470	4872	2096	5475	245	5289	1280	3851	175
LARP7_-_113558236.23-P1P2	6513	6345	8217	3045	24685	1803	13032	745	34848	164
LARP7_-_113558356.23-P1P2	4060	4687	6726	3014	2069	380	7045	4711	1448	103
LBX2_+_74730490.23-P1P2	2489	2706	2407	2579	1086	7218	3068	1522	222	4401
LBX2_+_74730554.23-P1P2	3947	3913	2397	4372	8413	1822	842	3798	15370	1886
LBX2_-_74730548.23-P1P2	4601	4400	3267	448	6411	2863	2189	39	2645	2172
LBX2_-_74730574.23-P1P2	8821	9794	8924	8181	3762	3688	8242	4965	2568	3732
LBX2_-_74730581.23-P1P2	1809	1898	1875	582	2095	2973	364	839	718	1411
LCORL_+_18023439.23-P1P2	1855	2464	1614	3250	608	10445	1294	2464	203	11785
LCORL_+_18023524.23-P1P2	2626	3384	2450	4123	5026	17621	974	3316	4947	16779
LCORL_+_18023713.23-P1P2	6740	6522	17590	2660	15369	1723	20848	2423	10236	1469
LCORL_+_18023824.23-P1P2	2362	2926	5146	2800	12205	5186	4635	2718	9939	2423
LCORL_-_18023690.23-P1P2	1570	1478	2025	2554	5325	1084	1104	2645	10240	1093
LCOR_+_98591893.23-P1P2	3281	3314	1597	4524	529	7615	1916	3885	242	4832
LCOR_+_98592653.23-P1P2	3324	4197	1390	1729	1882	1015	498	571	650	329
LCOR_-_98591781.23-P1P2	5082	5202	3092	2287	4150	5035	1325	2031	2298	2924
LCOR_-_98591839.23-P1P2	3864	4633	3263	2222	2522	344	2105	1013	2622	74
LCOR_-_98591911.23-P1P2	4737	5618	10743	3039	6584	1907	10355	2179	6569	1298
LDB1_+_103880204.23-P1	1890	1632	909	117	226	1	953	22	31	4
LDB1_+_103880252.23-P1	5322	5671	3925	4524	4519	6647	1951	3746	4885	4116
LDB1_+_103880309.23-P1	689	966	794	30	1266	1	452	1	290	1
LDB1_-_103874827.23-P2	3362	4320	1660	4776	417	1105	1016	4162	191	339
LDB1_-_103874924.23-P2	5671	5839	6155	2368	4060	2800	2847	462	1953	1167
LDB1_-_103874939.23-P2	5163	6042	2708	850	1020	1446	2483	140	284	443
LDB1_-_103874946.23-P2	3575	4293	2581	2093	840	571	1091	831	209	581
LDB1_-_103875023.23-P2	5408	6567	3955	1523	5878	4585	1345	377	4962	1214
LDB1_-_103880260.23-P1	3793	3669	2779	3271	2165	396	1256	1510	1089	73
LDB1_-_103880327.23-P1	5378	6254	6226	8415	3118	1507	4761	6155	1127	735
LDB2_-_16900291.23-P1P2	3474	3730	7046	3388	2299	427	8161	1371	1725	43
LDB2_-_16900296.23-P1P2	6062	5825	12054	3688	8201	3851	14851	790	4468	2012
LDB2_-_16900403.23-P1P2	4553	4515	1207	951	5812	2432	999	94	5555	648
LDB2_-_16900406.23-P1P2	4314	4411	4425	2901	4078	598	2445	3595	3543	330
LDB2_-_16900652.23-P1P2	2683	3706	2270	8828	4308	24757	1198	9676	2653	17947
LEF1_+_109087628.23-P1	2647	3124	4379	974	840	763	5853	81	351	394
LEF1_+_109087704.23-P1	6519	7328	10001	6253	4735	6421	9024	3367	2776	2103
LEF1_+_109087739.23-P1	3473	3947	2944	2729	1923	254	3115	2646	1577	31
LEF1_+_109090121.23-P2	3878	4337	1300	696	417	4959	547	114	278	3129
LEF1_+_109090153.23-P2	3259	3565	1353	518	7022	952	2310	191	4553	116
LEF1_-_109087695.23-P1	4859	4516	2835	1359	2907	1018	1336	390	2675	622
LEF1_-_109087722.23-P1	2318	2329	939	208	325	33	291	86	141	1
LEF1_-_109090190.23-P2	6647	6940	10660	3545	13230	6366	13770	3020	10540	6602
LEF1_-_109090194.23-P2	2531	2486	1359	802	897	164	130	344	1645	13
LEF1_-_109090347.23-P2	5120	5808	2325	1812	1477	1556	1968	1519	706	624
LENG9_+_54975008.23-P1P2	5774	5939	6004	1725	5429	3039	4313	157	2925	1407
LENG9_+_54975065.23-P1P2	3417	3126	1473	3737	973	1329	964	4605	597	1739
LENG9_+_54975070.23-P1P2	4882	5094	2728	6811	3129	5116	1002	5036	1758	7469
LENG9_+_54975092.23-P1P2	4255	4007	4983	1779	8834	2979	8600	564	20324	1293
LENG9_-_54975105.23-P1P2	8948	10022	11204	6122	12091	7490	10944	6017	17000	3465
LEO1_+_52264038.23-P1P2	5219	5463	5286	3700	672	1203	3024	3061	158	959
LEO1_+_52264080.23-P1P2	3316	3557	1192	371	795	65	554	35	355	4
LEO1_+_52264151.23-P1P2	2811	3072	2909	4137	2390	499	1494	5573	905	349
LEO1_+_52264180.23-P1P2	3603	3886	6286	12483	8693	19856	5773	17192	11821	15796
LEO1_-_52264197.23-P1P2	4686	5566	3382	8070	4271	9272	1984	10433	3165	7191
LGR4_+_27494395.23-P1P2	2155	1973	731	335	3362	863	274	67	3912	174
LGR4_+_27494419.23-P1P2	3205	2878	5078	677	6039	903	5652	115	7102	306
LGR4_-_27494468.23-P1P2	6686	7751	12465	25913	3591	26262	21731	35538	2696	27066
LGR4_-_27494476.23-P1P2	5677	5887	13721	4574	10410	871	9934	6710	10858	365
LGR4_-_27494502.23-P1P2	2673	2724	2922	8024	832	28093	1879	18630	315	50151
LIMD1_+_45635286.23-P1P2	3696	3772	4628	1418	957	884	4721	399	511	170
LIMD1_+_45635465.23-P1P2	3895	4028	3278	2830	3689	2310	2827	720	3572	1801
LIMD1_+_45635503.23-P1P2	5174	4929	6123	1573	2003	14940	4978	756	2291	13361
LIMD1_-_45635300.23-P1P2	5307	5223	5019	2997	3695	2219	2312	1425	1220	1915
LIMD1_-_45635462.23-P1P2	4625	4963	3528	3804	984	217	2392	4909	626	29
LIN54_+_83932031.23-P2	4221	4639	4830	2160	3848	544	2903	1010	2222	1131
LIN54_+_83932123.23-P2	5572	5204	11192	4008	7808	2345	11209	1336	7089	603
LIN54_+_83932126.23-P2	5361	4888	3769	7875	10475	7004	1442	12561	13761	5917
LIN54_+_83934081.23-P1	2149	2356	849	2601	1952	27	283	1372	1097	8
LIN54_+_83934145.23-P1	3724	3810	968	1525	311	1141	233	1114	82	1372
LIN54_+_83934163.23-P1	1797	1861	761	285	383	41	336	32	183	5
LIN54_+_83934174.23-P1	3629	4037	4275	3641	3143	633	1862	2503	2583	125
LIN54_+_83934215.23-P1	3243	3353	1054	2171	5230	262	282	1035	3460	48
LIN54_-_83932043.23-P2	4293	4661	10642	2776	1698	1938	11165	2311	995	1050
LIN54_-_83932152.23-P2	6095	5921	10437	5756	5880	4924	7852	2134	5460	2870
LMCD1_+_8543352.23-P1P2	6775	7219	9776	3607	7029	4386	5034	2126	9006	1639
LMCD1_+_8543362.23-P1P2	3887	5636	3239	2105	1282	665	5245	767	1186	1868
LMCD1_-_8543232.23-P1P2	6695	7010	5702	6815	2407	3914	5074	3806	1814	6186
LMCD1_-_8543295.23-P1P2	3187	3796	2222	8368	385	10432	2439	6129	129	12760
LMCD1_-_8543464.23-P1P2	3858	4274	2703	5160	1661	6273	2115	3390	699	988
LMO4_+_87793945.23-P1P2	4108	4411	1844	721	1866	587	771	907	1147	359
LMO4_+_87794036.23-P1P2	3971	4432	1915	9631	967	5349	873	8474	191	1954
LMO4_+_87794299.23-P1P2	4428	4661	3268	4140	3466	1063	3833	1710	1531	385
LMO4_-_87794100.23-P1P2	5293	6562	4100	5509	1230	588	2277	2643	550	83
LMO4_-_87794123.23-P1P2	5614	5580	7183	10399	17975	12912	3437	11669	12446	9462
LRCH4_+_100180237.23-P2	6287	6084	12205	4839	3732	5343	19834	5062	2365	2316
LRCH4_-_100180080.23-P2	3824	3764	1623	721	2574	2782	1650	20	2238	842
LRCH4_-_100180119.23-P2	3527	4283	2782	5201	3419	4669	1103	7660	1773	5207
LRCH4_-_100180345.23-P2	2472	2539	1542	12596	3436	4375	464	19167	1863	5421
LRCH4_-_100180491.23-P2	3700	3556	1607	3763	258	3793	725	2144	98	913
LRCH4_-_100183854.23-P1	5035	6236	9154	4968	8949	14326	7350	4704	9223	10964
LRCH4_-_100183897.23-P1	5266	5324	3222	2770	994	1412	1688	2112	368	553
LRCH4_-_100183900.23-P1	5823	5868	6867	10823	7761	10072	6190	11559	2579	8267
LRCH4_-_100183903.23-P1	3925	4121	1801	372	1593	90	2451	45	660	6
LRCH4_-_100183935.23-P1	4799	5352	7918	3659	7171	8280	3281	1977	5564	7311
LRFN1_+_39806090.23-P1P2	5041	5084	6916	7322	4688	2941	7571	4543	2206	1038
LRFN1_+_39806095.23-P1P2	5113	5903	1690	2514	855	4336	1755	975	668	3866
LRFN1_-_39806040.23-P1P2	3635	3942	1305	5080	2423	1081	540	1241	1860	506
LRFN1_-_39806082.23-P1P2	4783	5497	1660	3022	572	1651	1197	1683	208	1062
LRFN1_-_39806123.23-P1P2	8495	9403	5145	5029	1846	3931	1768	2245	562	1739
LRRC47_+_3700714.23-P2	4456	4956	3391	4353	7380	2886	3349	1241	5149	683
LRRC47_+_3700763.23-P2	3205	3703	2456	1322	1290	1222	676	488	1488	622
LRRC47_+_3700773.23-P2	3857	4208	3882	1917	1580	2871	3521	1068	665	1800
LRRC47_+_3700778.23-P2	6029	6677	10444	5184	9100	7579	10033	2956	7804	4817
LRRC47_+_3700810.23-P2	5546	6419	17519	10347	4527	9487	16859	6711	3163	4891
LRRC47_+_3713153.23-P1	2465	3643	5951	4710	12238	2093	3371	2033	11628	851
LRRC47_+_3713165.23-P1	5172	5561	5889	4449	23774	36235	6001	2431	28087	44058
LRRC47_-_3713207.23-P1	3501	3692	1039	1287	117	854	512	537	47	154
LRRC47_-_3713234.23-P1	5294	5908	8603	17073	843	11288	8161	23315	273	5494
LRRC47_-_3713247.23-P1	6898	7981	13703	13142	9653	25931	9904	14286	7970	65239
LRRFIP1_+_238600774.23-P1P2	8383	9101	26957	17158	10517	22781	38195	18607	8770	12548
LRRFIP1_-_238600711.23-P1P2	3544	3868	3587	8770	1439	10771	2459	16019	725	13834
LRRFIP1_-_238600718.23-P1P2	3185	3599	4312	1563	2874	21749	7791	225	1498	27891
LRRFIP1_-_238600737.23-P1P2	3430	4193	4843	9218	476	7172	10740	10836	161	5442
LRRFIP1_-_238600768.23-P1P2	4396	4440	2286	4705	5635	1767	1067	3323	9330	788
LSG1_+_194393197.23-P1P2	3170	2844	2330	1483	1049	54	1324	1888	326	6
LSG1_+_194393254.23-P1P2	4637	4773	1242	2257	13723	632	813	841	4953	85
LSG1_+_194393270.23-P1P2	9762	10736	9167	22776	9575	33463	7469	22977	7228	31938
LSG1_-_194393297.23-P1P2	3885	4642	2779	1551	6569	1554	4973	745	5678	1067
LSG1_-_194393313.23-P1P2	4132	5141	2798	6268	528	12294	1602	7249	342	8874
LSM10_+_36863551.23-P1P2	4027	4332	2316	3084	3486	13324	1044	3270	2323	9883
LSM10_+_36863597.23-P1P2	3009	2927	2571	35244	6504	29919	1022	80825	5667	54946
LSM10_-_36863609.23-P1P2	9930	10317	17687	9013	12057	3497	20195	5197	16653	2424
LSM10_-_36863661.23-P1P2	3841	4267	9141	9838	1241	6485	8612	13964	1536	10566
LSM10_-_36863675.23-P1P2	7166	6806	5056	2942	12452	6032	6373	1317	8168	3915
LSM11_+_157170599.23-P1P2	3322	3621	1999	2286	1116	2748	1545	1595	420	2148
LSM11_-_157170214.23-P1P2	4826	5906	5894	34590	1281	47739	6616	71222	705	65426
LSM11_-_157170566.23-P1P2	4707	5097	4963	5883	3760	3863	6442	4597	1558	3880
LSM11_-_157170588.23-P1P2	3580	4195	2335	3844	1332	4156	1786	2698	417	1592
LSM11_-_157170634.23-P1P2	3161	3393	2843	1710	3445	770	3086	1454	1234	154
LSM1_+_38034213.23-P1P2	2930	3870	3874	3688	2724	253	4327	2411	2871	35
LSM1_+_38034263.23-P1P2	7722	9080	17451	6137	13738	15776	20649	7740	11811	12264
LSM1_+_38034289.23-P1P2	2560	3113	295	1221	408	1191	131	284	152	710
LSM1_-_38034077.23-P1P2	3967	4735	5071	3932	1039	727	8906	2262	556	292
LSM1_-_38034252.23-P1P2	3968	3802	3022	3272	4636	113	2897	640	3248	13
LSM2_+_31774889.23-P1P2	5670	6232	9119	6420	25551	3864	9166	4583	28796	3731
LSM2_-_31774727.23-P1P2	1148	1224	60	6056	61	5019	10	6450	25	8579
LSM2_-_31774739.23-P1P2	4040	3749	3994	3043	636	426	3138	2176	222	152
LSM2_-_31774834.23-P1P2	7732	7655	10232	7654	4813	28896	5615	7847	3798	92489
LSM2_-_31774875.23-P1P2	6317	7704	17715	6539	7806	5256	23953	7107	7223	2184
LSM4_+_18433982.23-P1P2	3260	3336	3798	1750	4688	798	2387	979	2969	396
LSM4_+_18434152.23-P1P2	3664	4115	4391	5425	4180	3640	2982	3901	3333	2866
LSM4_-_18434021.23-P1P2	3692	4225	7730	16453	2809	3376	4645	18786	1441	2537
LSM4_-_18434052.23-P1P2	4298	4998	2693	4425	2412	6591	1135	1582	1534	5572
LSM4_-_18434075.23-P1P2	4419	4051	3898	2193	7108	2045	3876	1979	6397	2025
LSM5_+_32530128.23-P1	8446	9718	18450	3634	27441	4002	27645	1169	26574	2168
LSM5_+_32534968.23-P2	3742	4304	928	4881	1038	3091	1037	5974	898	3307
LSM5_+_32534971.23-P2	4059	4590	1506	11131	1638	789	1377	10178	1289	111
LSM5_+_32534990.23-P2	3856	4224	5877	10893	890	6699	6636	7002	538	5116
LSM5_+_32535095.23-P2	4013	4468	2488	2134	5458	20491	1078	1240	5276	24572
LSM5_-_32530076.23-P1	870	1019	1133	870	417	3	545	220	321	4
LSM5_-_32530106.23-P1	3153	2921	8144	6451	8546	10887	19109	11434	4997	5557
LSM5_-_32530146.23-P1	3126	3289	1610	1739	424	3275	1063	836	114	803
LSM5_-_32530185.23-P1	7483	8599	8265	8434	14750	10390	6065	5572	6536	2812
LSM5_-_32535140.23-P2	6362	6257	5797	1799	7334	1954	4713	243	6535	1692
LSM7_+_2328558.23-P1P2	4268	4072	1724	3032	721	41	1431	4419	243	2
LSM7_+_2328751.23-P1P2	1889	2554	1202	3442	103	23	245	1618	30	2
LSM7_-_2328714.23-P1P2	4055	4487	3539	2222	1274	2542	932	588	956	2146
LSM7_-_2328720.23-P1P2	3230	3613	6545	4778	24503	11132	4441	2905	19038	8320
LSM7_-_2328874.23-P1P2	8497	8132	9574	9277	7846	10372	4811	8262	5914	7341
LYAR_-_4291942.23-P1P2	4458	4459	4248	4484	5018	556	1586	5150	10132	274
LYAR_-_4291962.23-P1P2	4323	5585	4145	2354	4947	1280	1957	753	4655	385
LYAR_-_4292027.23-P1P2	6597	7300	12331	13043	3763	17618	11012	13415	2695	21920
LYAR_-_4292051.23-P1P2	7302	8106	8113	8058	3883	5431	5982	16197	4548	3348
LYAR_-_4292054.23-P1P2	5005	5333	3226	5713	2217	12907	2586	3865	1396	10427
LYL1_+_13213801.23-P1P2	4664	5240	4169	11266	1168	246	3373	12748	896	33
LYL1_+_13213823.23-P1P2	3095	3436	1023	16442	1172	7458	220	30321	720	5668
LYL1_+_13213830.23-P1P2	3798	4243	5691	7943	3499	5289	4475	8321	2046	2131
LYL1_-_13213808.23-P1P2	4630	5136	14410	6093	4091	1780	12610	5923	4912	1502
LYL1_-_13213857.23-P1P2	4066	3531	2236	1797	3009	9722	952	399	1179	5025
LZTR1_+_21336416.23-P1P2	3834	3694	1613	5796	1350	8802	325	3362	518	3957
LZTR1_+_21336427.23-P1P2	6340	7485	7728	4210	7662	1107	5601	2862	8427	758
LZTR1_+_21336463.23-P1P2	3885	4539	5601	4141	2253	5964	5744	1486	2622	2119
LZTR1_+_21336553.23-P1P2	6288	7276	12308	4649	6716	2631	16259	3039	10169	2046
LZTR1_-_21336367.23-P1P2	3616	3896	2563	2070	4218	1406	1472	1622	1078	139
MACC1_+_20257139.23-P1P2	5947	5315	6061	12557	2214	1283	5018	27405	764	1350
MACC1_+_20257166.23-P1P2	1451	1339	3237	1186	921	3585	818	637	443	7131
MACC1_+_20257319.23-P1P2	4194	4425	2575	4202	1366	1464	1189	3689	787	484
MACC1_-_20257176.23-P1P2	1141	1206	1877	1046	394	3153	3085	1653	251	4397
MACC1_-_20257183.23-P1P2	2270	3509	2774	2828	1203	38	2528	1213	843	14
MAFF_-_38597658.23-P1P2	1406	1560	1473	284	2068	1669	1933	148	5236	1969
MAFF_-_38597739.23-P1P2	4162	4265	10073	3701	3229	6185	14978	2145	1929	4072
MAFF_-_38597862.23-P1P2	4856	5108	7643	11926	7817	2718	7322	9354	4661	1289
MAFF_-_38597894.23-P1P2	2701	3547	4357	2311	4687	56	3145	877	4690	115
MAFF_-_38597897.23-P1P2	2012	2158	1524	1048	1649	670	426	894	838	203
MAFG_+_79885727.23-P1P2	3577	4049	1733	3932	2430	1157	1312	1164	1185	292
MAFG_+_79885948.23-P1P2	4044	4456	3916	4947	2439	4158	4152	5985	3005	2535
MAFG_-_79885741.23-P1P2	4525	4807	4071	1443	10659	12443	3262	470	14128	12609
MAFG_-_79885771.23-P1P2	4776	5548	4576	381	1955	66	4558	78	1125	8
MAFG_-_79885774.23-P1P2	3116	3898	2468	2683	811	4879	3171	1767	283	2588
MAFK_+_1570157.23-P1P2	3901	4663	3782	2873	839	1693	2448	4941	372	487
MAFK_+_1570160.23-P1P2	1512	1620	8713	432	21883	105	15951	43	28773	52
MAFK_+_1570317.23-P1P2	6844	7553	1996	6542	3582	2996	1050	2902	3060	3068
MAFK_-_1570215.23-P1P2	3658	4341	5394	1635	4272	111	7223	654	4446	42
MAFK_-_1570244.23-P1P2	3163	3675	1279	478	4814	481	161	41	10103	104
MAGED1_+_51636598.23-P1	2627	3079	2458	5363	1164	2373	1243	5828	845	1969
MAGED1_-_51545877.23-P2	4419	5167	7081	1826	925	1282	5666	581	510	311
MAGED1_-_51546040.23-P2	3406	3885	3169	2444	213	14961	1059	1980	138	13249
MAGED1_-_51546053.23-P2	3443	4223	6584	881	3900	903	5956	230	1741	160
MAGED1_-_51546056.23-P2	2662	3186	8009	19786	676	5022	7885	23384	723	1660
MAGED1_-_51546127.23-P2	3091	3105	3070	1263	3569	4583	5121	384	3601	3115
MAGED1_-_51636377.23-P1	4944	5551	15918	1140	31360	5153	11610	276	28297	3484
MAGED1_-_51636389.23-P1	3735	4346	2494	1607	1268	4498	1022	325	959	1371
MAGED1_-_51636481.23-P1	4624	5373	6234	7632	5131	31766	4949	4817	4280	44211
MAGED1_-_51636602.23-P1	4610	4625	8808	982	3994	415	5571	1456	2125	42
MAGOHB_+_10766290.23-P1P2	5220	5702	4759	7512	1531	5507	2942	8320	1580	2740
MAGOHB_-_10766293.23-P1P2	3415	3835	3924	11532	4860	19154	1699	11289	2387	17065
MAGOHB_-_10766296.23-P1P2	4649	4840	3662	1673	3202	467	1947	221	2874	195
MAGOHB_-_10766306.23-P1P2	4768	5420	6283	5937	4225	3778	5358	3984	2188	1705
MAGOHB_-_10766310.23-P1P2	3648	4316	1922	6679	503	16372	964	9558	337	10838
MAGOH_+_53704361.23-P1P2	3076	4009	1426	6365	1880	1046	516	8306	222	476
MAGOH_+_53704532.23-P1P2	4403	4840	4479	4986	1530	716	1584	5641	551	89
MAGOH_-_53704223.23-P1P2	4505	3776	8089	5591	6005	25638	8961	7291	3535	20466
MAGOH_-_53704246.23-P1P2	6178	6772	3521	7200	2466	2209	2118	5799	1304	1433
MAGOH_-_53704280.23-P1P2	3355	3330	4520	3242	2696	438	2534	1242	1312	392
MAK16_+_33342469.23-P1P2	5064	6088	1702	8986	12281	2158	1339	8774	5853	807
MAK16_+_33342510.23-P1P2	4526	4453	5642	3616	3087	2261	5189	2412	1775	775
MAK16_-_33342428.23-P1P2	4593	4722	3816	3013	2380	1361	1680	2551	1409	495
MAK16_-_33342561.23-P1P2	4863	5635	4219	9568	5111	8617	3032	9896	4964	8121
MAK16_-_33342590.23-P1P2	5917	7413	3849	7939	9554	10869	2652	6339	10116	8044
MAML1_+_179159617.23-P1P2	3097	3453	4565	3920	9332	558	5730	1328	4873	49
MAML1_+_179159682.23-P1P2	3321	4475	800	3887	675	53	238	1866	3968	11
MAML1_+_179159694.23-P1P2	4191	4324	7364	5380	4370	5328	5736	5993	5981	3461
MAML1_+_179159726.23-P1P2	4423	4981	2448	2942	4945	5210	1688	3122	10023	1615
MAML1_-_179159631.23-P1P2	4432	5242	2303	7721	2082	13970	704	8519	2012	23084
MAML2_+_96076551.23-P1P2	3751	4583	3704	5059	5033	6361	3252	3692	4321	21060
MAML2_-_96076442.23-P1P2	3260	3698	13299	7629	6474	2250	15222	2699	4850	1551
MAML2_-_96076499.23-P1P2	4319	5495	11640	5157	2120	235	15627	4883	972	79
MAML2_-_96076530.23-P1P2	5193	6041	8922	6652	10796	4116	4853	3136	5527	3571
MAML2_-_96076610.23-P1P2	4059	5550	8200	8983	2347	1867	4575	11948	1317	1331
MAML3_+_141075477.23-P1P2	3617	3768	4855	3123	9951	6658	4541	3006	8202	2434
MAML3_+_141075517.23-P1P2	4132	5567	6661	3865	8919	2197	5702	2533	4430	1372
MAML3_+_141075531.23-P1P2	4035	3835	3438	488	3482	37	1904	109	2398	13
MAML3_+_141075706.23-P1P2	9381	9873	8334	3897	5746	7057	6201	1935	4368	4167
MAML3_-_141075588.23-P1P2	3812	4369	7845	2618	1711	5849	6613	1922	1021	6735
MAP1S_+_17830138.23-P1P2	2606	3229	5321	10493	5457	18342	4563	12335	7089	15585
MAP1S_+_17830239.23-P1P2	3225	3992	728	7513	2763	9712	82	7037	1562	5982
MAP1S_-_17830117.23-P1P2	2894	2908	4334	3111	1520	1422	4576	1311	576	471
MAP1S_-_17830191.23-P1P2	4035	4305	1151	9221	597	1565	309	12880	350	860
MAP1S_-_17830335.23-P1P2	3752	3155	5012	2889	7818	1306	5491	5295	4640	4037
MAP6_+_75379389.23-P1P2	4356	4102	2611	4725	4070	19555	1464	4361	2618	18498
MAP6_+_75379539.23-P1P2	1431	1650	868	1424	156	7910	138	169	48	4183
MAP6_+_75379560.23-P1P2	4357	4555	4110	1986	1898	2288	3129	1574	813	282
MAP6_+_75379948.23-P1P2	5390	5404	6765	1730	1932	7748	3981	541	2727	5448
MAP6_-_75379895.23-P1P2	4255	5065	8357	3926	1608	3260	7688	1092	743	3316
MAX_+_65569330.23-P1P2	5271	5618	3279	9395	2138	5196	1357	9156	1989	3486
MAX_-_65569291.23-P1P2	6122	6842	6190	7506	2163	3695	4684	2571	2584	1787
