	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3
PLXND1	P1P2	0.4478334392102805	-0.12504671127543895	5	5	P1P2	0.08468899188351449	-0.2215068528290138	5	5	P1P2	0.09720353853668201	-0.16125983189482554	5	5	P1P2	0.4458756362830525	-0.1409906472792461	5	5	P1P2	0.03755696345263525	-0.34046017511691834	5	5	P1P2	0.049894575249440326	-0.239461607317355	5	5	P1P2	0.5982469035106956	0.3839698534572878	5	5	P1P2	0.7582463741626186	-0.645455881863431	5	5	P1P2	0.9386832152679256	-0.1416859154795668	5	5	P1P2	0.8711620029416666	0.5623341301041637	5	5	P1P2	0.8022615559534505	-0.8032080126842428	5	5	P1P2	0.969907809372919	-0.10359664279769559	5	5	P1P2	0.8540755417420096	-0.09479377163154806	5	5	P1P2	0.23054063212832454	-0.43132084662372616	5	5	P1P2	0.5135312131011192	-0.2851344357516339	5	5	P1P2	0.9005749271690558	-0.08004499289650137	5	5	P1P2	0.10140426764964464	-0.5846985861647069	5	5	P1P2	0.21743561543002476	-0.33679469271372864	5	5
PNMA1	P1P2	0.9415494324445076	-0.1797766591438035	5	5	P1P2	0.6680137680498126	-0.1824603866276481	5	5	P1P2	0.4849222549033345	-0.10768162143190341	5	5	P1P2	0.7471697344770148	-0.16216824306335295	5	5	P1P2	0.8106173960078177	-0.2114809058695515	5	5	P1P2	0.46417050767958	-0.23561541283342088	5	5	P1P2	0.3799806184011201	-0.40126875210614915	5	5	P1P2	0.5631463268569195	0.20300856957034275	5	5	P1P2	0.9236415183054585	-0.14291032992436958	5	5	P1P2	0.8252613775407914	-0.106575752468829	5	5	P1P2	0.20931910665074593	1.1964582280413973	5	5	P1P2	0.43020029808143323	0.6200536553300919	5	5	P1P2	0.2653797028064294	-0.5265098873063295	5	5	P1P2	0.7508960650683497	-0.004850072650042336	5	5	P1P2	0.605480821034199	-0.3182858411610525	5	5	P1P2	0.48748689362388853	-0.1887459805022432	5	5	P1P2	0.5489869324242009	0.1451899018284257	5	5	P1P2	0.9683056260950231	-0.07548277053682774	5	5
PNRC1	P1P2	0.43134840302162414	0.13685365356017698	5	5	P1P2	0.2930276373305598	0.3206895399457769	5	5	P1P2	0.09108611418060868	0.17231234465276082	5	5	P1P2	0.42609129175636806	0.1230850973933054	5	5	P1P2	0.16732812613188386	0.27692528192939053	5	5	P1P2	0.07002269803024422	0.18118320829141857	5	5	P1P2	0.6416345241898924	-0.6292185625876708	5	5	P1P2	0.04541349223188259	-1.9705805025657988	5	5	P1P2	0.069977444777804	-1.3380245296564492	5	5	P1P2	0.6230727346317402	-0.9001409512310302	5	5	P1P2	0.006685165073897029	-2.2355471655837738	5	5	P1P2	0.008952884394799273	-1.5885438902191205	5	5	P1P2	0.931775440859413	-0.4931079983080302	5	5	P1P2	0.2859408262666091	-0.49118846982247627	5	5	P1P2	0.5220157985651213	-0.39813620103912606	5	5	P1P2	0.670400360644021	-0.33760691665808257	5	5	P1P2	0.16758021952273994	-0.3591985202604911	5	5	P1P2	0.3265691786813526	-0.35899055153299336	5	5
PNRC2	P1P2	0.3106697735047177	0.18685125722717666	5	5	P1P2	0.7490321672978288	-0.12207223857507783	5	5	P1P2	0.7821673452209439	0.013172735576214312	5	5	P1P2	0.11375107316136188	0.17492144571621196	5	5	P1P2	0.9715716248278353	-0.013098691390622022	5	5	P1P2	0.2926517333669626	0.03987255480550804	5	5	P1P2	0.2895190890253355	-0.2905036133752322	5	5	P1P2	0.8176798589992079	-0.47266490384728926	5	5	P1P2	0.494433130166097	-0.46947620168414567	5	5	P1P2	0.08356576039247764	-0.7423823448024661	5	5	P1P2	0.6440154251394028	-0.759133451335404	5	5	P1P2	0.15852903708949717	-0.5820611399487713	5	5	P1P2	0.654356543491837	-0.23462781575487812	5	5	P1P2	0.9122597512481493	-0.32735103041982844	5	5	P1P2	0.5621729551065364	-0.2581788613177018	5	5	P1P2	0.5435381560145871	-0.16072579440062532	5	5	P1P2	0.9148590477541314	-0.23086755646263415	5	5	P1P2	0.4646706955838301	-0.17375783258746236	5	5
POGZ	P1P2	0.3009964926575869	0.12868220150995915	5	5	P1P2	0.9161590392887743	-0.0027457647993616393	5	5	P1P2	0.4591851467497329	0.03271233647999718	5	5	P1P2	0.09124303627282898	0.17095831611357512	5	5	P1P2	0.8112526218754372	0.011283857638968478	5	5	P1P2	0.17062762725856584	0.057530150165389184	5	5	P1P2	0.629935981291432	0.14398954494960312	5	5	P1P2	0.4279651923070823	-0.7555419856500545	5	5	P1P2	0.6441090596263237	-0.3404482751873687	5	5	P1P2	0.4857939763907688	-0.29532517294325344	5	5	P1P2	0.19004671262014616	-1.7584224975650746	5	5	P1P2	0.1076786016831711	-0.9480117247908505	5	5	P1P2	0.2529312358479343	0.4533471151337052	5	5	P1P2	0.39762410010432103	-0.3895399286833983	5	5	P1P2	0.8354796089268721	0.028773089111801885	5	5	P1P2	0.6531743250002549	0.08181216303669697	5	5	P1P2	0.2334204181128754	-0.48312941646342517	5	5	P1P2	0.4900588370922587	-0.13327373656652122	5	5
POLDIP3	P1P2	0.3396627165477134	0.027139413572166576	5	5	P1P2	0.7317077763743074	0.09171499899467368	5	5	P1P2	0.3651067882418385	0.033277027196752317	5	5	P1P2	0.3396627165477134	0.09797022908226788	5	5	P1P2	0.640227903580052	0.06150966917685121	5	5	P1P2	0.17658422663557727	0.08224680720128683	5	5	P1P2	0.9277924784706579	0.22421738789272525	5	5	P1P2	0.25074515580761336	-1.0321198301107275	5	5	P1P2	0.30317758342087586	-0.7040167797293337	5	5	P1P2	0.6771226927190614	-0.07311547411694175	5	5	P1P2	0.10195538624578711	-1.5736574466411817	5	5	P1P2	0.12939263642653998	-0.8233864603790616	5	5	P1P2	0.6268091744171576	0.24207387881855125	5	5	P1P2	0.4035927862716656	-0.3577242137765619	5	5	P1P2	0.8265344018046764	-0.109236592569659	5	5	P1P2	0.5732768977106166	0.1657072483614321	5	5	P1P2	0.26997700021780535	-0.502566809476478	5	5	P1P2	0.7310915104639603	-0.143058555000493	5	5
POLR1A	P1P2	0.25497723233171576	0.1222358998374329	5	5	P1P2	0.34549554801964555	0.11079506296818142	5	5	P1P2	0.16909877383306282	0.13320189401580781	5	5	P1P2	0.3273777888625462	0.09595653340057224	5	5	P1P2	0.2815251070558308	0.11351203773094039	5	5	P1P2	0.168338211340611	0.11985956673534554	5	5	P1P2	0.23941370656464078	0.23108422878274915	5	5	P1P2	0.512720863247722	-0.27838561469919804	5	5	P1P2	0.6096996573591453	0.206465341523017	5	5	P1P2	0.4108103801660501	0.30608756329606	5	5	P1P2	0.8437594695390483	-0.31902444672160485	5	5	P1P2	0.9765927699864463	-0.18041793041655563	5	5	P1P2	0.15318929690298216	0.4759405699014016	5	5	P1P2	0.3831603789638325	0.07500696486486132	5	5	P1P2	0.22800210238364582	0.4147112158885107	5	5	P1P2	0.2757098055727618	0.36840072232475324	5	5	P1P2	0.4517636633986267	-0.006833654212884149	5	5	P1P2	0.5198879150949658	0.29844441280778283	5	5
POLR1B	P1P2	0.15627655585237835	-0.17175429482279694	5	5	P1P2	0.30368456223199514	0.21476926497961044	5	5	P1P2	0.7608611758138438	-0.06797395256693727	5	5	P1P2	0.19089801316603705	-0.1636724051442027	5	5	P1P2	0.3853988465956334	0.15349516393528398	5	5	P1P2	0.6698033995106516	-0.0847941658567023	5	5	P1P2	0.11411841662208275	0.3845910473382877	5	5	P1P2	0.7865441043849299	-0.13537144969600054	5	5	P1P2	0.42269894648450546	0.157327618905692	5	5	P1P2	0.1720791945785518	0.586112479222073	5	5	P1P2	0.41912994232861667	-0.5891019717737555	5	5	P1P2	0.8412022499852143	-0.07531993031482147	5	5	P1P2	0.6244878725883591	0.10315448683159249	5	5	P1P2	0.6043372476694486	0.1202889549581575	5	5	P1P2	0.5435381561928263	0.16101398293705485	5	5	P1P2	0.701114069234875	0.0496563188120433	5	5	P1P2	0.9689587850705927	-0.128417555164435	5	5	P1P2	0.7935147422112696	-0.02032743349385278	5	5
POLR1C	P2	0.6020530147069965	0.07028936532990063	5	5	P2	0.7286281853414762	0.055534625951050826	5	5	P2	0.39534269424756086	0.027604343823360772	5	5	P1	0.5743929878980298	0.05118008127006197	5	5	P1	0.5225484682591948	-0.09379460932094615	5	5	P2	0.6561314969206904	0.00015351916348820918	5	5	P1	0.7388502284834	-0.3548363261105718	5	5	P1	0.28256529192460644	-1.0609065899770533	5	5	P1	0.25674025792410915	-0.7048601187528823	5	5	P2	0.653733512625894	-0.3251056761656412	5	5	P1	0.6097529619610329	-0.7614325091228817	5	5	P1	0.5477949037172722	-0.4577166690837795	5	5	P2	0.7484111930865807	-0.41906246741714787	5	5	P1	0.33759495496181835	-0.3386925318050817	5	5	P1	0.5198879150949658	-0.25385988814226507	5	5	P1	0.6355468669707645	-0.09343881405804955	5	5	P1	0.2731915636784228	-0.42770099962211394	5	5	P1	0.6871985879483352	-0.20021490050039348	5	5
POLR1D	P2	0.3599249750801	-0.08802284851131631	5	5	P1	0.5273550299145566	-0.015373911983192795	5	5	P2	0.6698033995106516	0.005462174546491311	5	5	P2	0.12562574394583584	-0.1662604925177153	5	5	P1	0.3217447937807204	-0.037078163298652066	5	5	P1	0.5544625254388074	-0.008560926729259446	5	5	P1	0.517852102785042	0.5534797352791526	5	5	P1	0.1563988327478621	1.8942801521332715	5	5	P1	0.03616434392732145	1.0154110763731827	5	5	P2	0.29511548606821136	-0.3182654711139452	5	5	P1	0.149506529592805	2.0687703110317153	5	5	P1	0.08373183283885849	1.1697858927355813	5	5	P2	0.30445550275236477	-0.31421667237820394	5	5	P1	0.05134584187431438	0.7551214917194252	5	5	P1	0.06522476826979319	0.5132424232983022	5	5	P2	0.06691492974811215	-0.5873121312732954	5	5	P1	0.01635918061955676	0.5296451957414114	5	5	P2	0.1305543252273216	-0.28222514797689496	5	5
POLR1E	P1P2	0.8934446297786639	-0.10297497754714374	5	5	P1P2	0.9807187830878628	0.00549154700219108	5	5	P1P2	0.996404859065801	-0.00821542358905448	5	5	P1P2	0.5974962663557242	0.057570588295271986	5	5	P1P2	0.9617752778905281	-0.03003419606352928	5	5	P1P2	0.44343525266455897	-0.024322691091152426	5	5	P1P2	0.4021731353031498	-0.14936568400704622	5	5	P1P2	0.31030650746452915	0.5084005705750997	5	5	P1P2	0.5282887612087964	0.12203151216415413	5	5	P1P2	0.11597545201868073	-0.9342300753087515	5	5	P1P2	0.10195538624578711	1.0512076711204286	5	5	P1P2	0.7197474564418749	0.288025792349915	5	5	P1P2	0.3642399320332168	-0.23885627947231836	5	5	P1P2	0.2286348599896887	0.13738116682420284	5	5	P1P2	0.9012235429381071	0.004706847888098202	5	5	P1P2	0.1878591118430748	-0.28973073141289524	5	5	P1P2	0.09903439577026289	0.28653280393296127	5	5	P1P2	0.7465492508257672	-0.017741429062020624	5	5
POLR2A	P1P2	0.11967031571069664	-0.2543113066037202	5	5	P1P2	0.3359465820337204	-0.1949973076397097	5	5	P1P2	0.13822679621381134	-0.27595168937651954	5	5	P1P2	0.28079367672777245	-0.17344965302553383	5	5	P1P2	0.3118442033184059	-0.18577858637891356	5	5	P1P2	0.2671414720159342	-0.15197147481943835	5	5	P1P2	0.12725861610035702	0.69785709472539	5	5	P1P2	0.053388090180816264	1.163594278911092	5	5	P1P2	0.03219587630326705	0.8975729290721572	5	5	P1P2	0.3791746686580503	0.22437597278553034	5	5	P1P2	0.08702912447851444	1.1739518453795552	5	5	P1P2	0.09444018504461175	0.8383449541598457	5	5	P1P2	0.42181795729384186	-0.002389735310341775	5	5	P1P2	0.32495585464091636	0.17002748003821078	5	5	P1P2	0.1757986050784458	0.050102443069935276	5	5	P1P2	0.6043372475095738	-0.18532688625010274	5	5	P1P2	0.3795954373021766	-0.0008393926104871366	5	5	P1P2	0.27824383841626255	-0.09453394068846466	5	5
POLR2B	P1P2	0.26502831150817474	0.16040496012582228	5	5	P1P2	0.4895438651623708	-0.1397961729229313	5	5	P1P2	0.9872540902526998	0.011005825119531985	5	5	P1P2	0.5856100568052507	0.036483081704754776	5	5	P1P2	0.46567197036478947	-0.12621946474236814	5	5	P1P2	0.6291341778269182	-0.048724457472276744	5	5	P1P2	0.2652256374881914	0.3338437403741064	5	5	P1P2	0.7414192377952091	-0.9144443796424119	5	5	P1P2	0.945885145184695	-0.38384006517731367	5	5	P1P2	0.12044477481510749	0.49311050512902294	5	5	P1P2	0.9167049033057164	-0.8818143250382381	5	5	P1P2	0.7538798275300223	-0.2976199864998313	5	5	P1P2	0.08602829411718456	0.5622419443672927	5	5	P1P2	0.23085935546241132	-0.3325511759167612	5	5	P1P2	0.6020530147069965	0.06859900946232171	5	5	P1P2	0.043825473827471394	0.3505257199686677	5	5	P1P2	0.32254561044715024	-0.3147773159258398	5	5	P1P2	0.5693787035886968	0.07854733614537919	5	5
POLR2C	P1P2	0.2177412808386061	0.14972577596097886	5	5	P1P2	0.7884659002588504	0.08956279683586833	5	5	P1P2	0.3876452872454973	0.11712357031120801	5	5	P1P2	0.21409364645178852	0.11897563996865633	5	5	P1P2	0.8753349138030966	0.05588530213156672	5	5	P1P2	0.3450768119119565	0.12053885141642823	5	5	P1P2	0.44149153891436876	0.4466572319660515	5	5	P1P2	0.03740225296319081	1.282112800491879	5	5	P1P2	0.037652267926498	0.878192077048677	5	5	P1P2	0.8143530225373594	-0.07321265192953297	5	5	P1P2	0.20392787344121832	1.111883900593259	5	5	P1P2	0.2916115254806221	0.6339859593147139	5	5	P1P2	0.05980628370616893	0.8010270288452387	5	5	P1P2	0.027569125652040477	0.605148614272252	5	5	P1P2	0.00989727209091812	0.6884015832858431	5	5	P1P2	0.2840952874863101	0.37596291225667305	5	5	P1P2	0.07117009584276807	0.4018243031286522	5	5	P1P2	0.05936290259645735	0.40603921610369037	5	5
POLR2D	P1	0.44930499162120163	0.12365903946486245	5	5	P1	0.4661730569279495	0.0015026923132731667	5	5	P2	0.3795954373021766	-0.06765372359760975	5	5	P2	0.5867373346078676	-0.09017495440054325	5	5	P1	0.45472408688696775	-0.03477832316765059	5	5	P2	0.43809335758773205	-0.0641549031469411	5	5	P1	0.6010976711104712	-0.4778173768699674	5	5	P1	0.7960417542283262	-0.5135966505054642	5	5	P1	0.34807979773389486	-0.6920963579257596	5	5	P1	0.6454181779863499	-0.7272410365915875	5	5	P1	0.6404340693952402	-1.1385021145134602	5	5	P1	0.35427365110991893	-0.8659074086459347	5	5	P2	0.6561314969206904	-0.05418123491682617	5	5	P1	0.6349627551260242	-0.23512785638383885	5	5	P1	0.5348764718188509	-0.135579072181128	5	5	P2	0.5145878464712869	-0.12783155575401087	5	5	P1	0.5429947624877025	-0.3267750346902181	5	5	P1	0.4419746930583536	-0.27633339844836	5	5
POLR2E	P2	0.09819880434370391	-0.6354390098698777	5	5	P1	0.11967031571069664	-0.1634474284229149	5	5	P2	0.21896703160474462	-0.19002683650703667	5	5	P2	0.16457387623021436	-0.6356499620694586	5	5	P1	0.03885395651958391	-0.4461480184076578	5	5	P1	0.10486789645677376	-0.17216405354376849	5	5	P2	0.08002633793502288	0.6241053578376531	5	5	P1	0.3965812914467003	-1.136679824921509	5	5	P2	0.5582986886924954	-0.08683619320619972	5	5	P2	0.27384816794085975	0.5878636492543639	4	4	P1	0.7923352232497571	-0.05667404995396241	4	4	P1	0.7149914468761795	0.12182284408665915	4	4	P1	0.21927424210899493	0.28045575367795866	5	5	P1	0.18296361504305658	-1.1344934390139303	5	5	P1	0.6585011231562091	-0.23898865076305734	5	5	P1	0.41709940751630814	0.27465295144371654	5	5	P1	0.134561460392044	-0.7871161997849224	5	5	P1	0.4502875483752836	-0.11683733444384685	5	5
POLR2F	P1P2	0.7047609772021829	-0.19580257951112143	5	5	P1P2	0.15484585253524802	0.1325067942356957	5	5	P1P2	0.9122597512481493	0.11080580563619842	5	5	P1P2	0.9441573788593287	-0.20206251044124376	5	5	P1P2	0.106456865347406	0.21395671471472788	5	5	P1P2	0.4208717514665409	0.02803123045098721	5	5	P1P2	0.1921002094486477	-0.5749090174066761	5	5	P1P2	0.16224427940381925	-1.5967849994512129	5	5	P1P2	0.12202832774228009	-1.3160324172123437	5	5	P1P2	0.30337615036712384	-0.4908619472573645	5	5	P1P2	0.12223859334634864	-2.011907865285282	5	5	P1P2	0.1341180470417423	-1.251384906271323	5	5	P1P2	0.11967031571069664	-0.8726502205314488	5	5	P1P2	0.7255529678835032	-0.6673377773571286	5	5	P1P2	0.1158244859830695	-0.6737914730175785	5	5	P1P2	0.037707613053362087	-0.45824034443052314	5	5	P1P2	0.5405528441948779	-0.5071391104811233	5	5	P1P2	0.10469251273871653	-0.5413936049016997	5	5
POLR2G	P1P2	0.532184043444745	-0.12586032675746084	5	5	P1P2	0.5856100568052507	-0.002570471304227828	5	5	P1P2	0.38226722641096955	-0.03740807917814111	5	5	P1P2	0.40175057788809165	-0.10438462344755196	5	5	P1P2	0.7145190964649165	-0.02027527169441305	5	5	P1P2	0.43326936402174543	-0.03028004056910417	5	5	P1P2	0.062132468939314345	0.7060720015891423	5	5	P1P2	0.18265105532407055	-0.8136100728798734	5	5	P1P2	0.9832619740671588	-0.09067577880452	5	5	P1P2	0.016518659752833398	0.7744251469891833	5	5	P1P2	0.1729008198449773	-0.8476794815962699	5	5	P1P2	0.9338574160003466	-0.03514870397408127	5	5	P1P2	0.12103974393081114	0.5400119464654731	5	5	P1P2	0.23406381935813192	-0.5858536494101326	5	5	P1P2	0.7627341156534673	0.06315453174641254	5	5	P1P2	0.05343684034845338	0.3920652403359792	5	5	P1P2	0.19341117820682108	-0.33120075794407855	5	5	P1P2	0.5660474979195804	0.074889110067111	5	5
POLR2H	P1P2	0.03710808382666304	-0.2822509255312624	5	5	P1P2	0.587301350307962	-0.05383631889064152	5	5	P1P2	0.1347749672990873	-0.1498398511250945	5	5	P1P2	0.0567595452224851	-0.27493739831600705	5	5	P1P2	0.8624386908608586	-0.17078704732505054	5	5	P1P2	0.21958176194915735	-0.2397398588778161	5	5	P1P2	0.9506276513769109	-0.1675974493930771	5	5	P1P2	0.017482896333261257	-1.541144208794858	5	5	P1P2	0.05742151284096499	-0.9573341602393194	5	5	P1P2	0.9214319097873234	-0.11814008961586586	5	5	P1P2	0.01900361234014815	-1.7967306472279139	5	5	P1P2	0.08005111194279652	-1.1507452099366264	5	5	P1P2	0.247196458754394	-0.715300899605935	5	5	P1P2	0.02153924459598412	-0.7976964243410576	5	5	P1P2	0.02850569486141721	-0.7587544848674413	5	5	P1P2	0.28152510684303833	-0.5472602127171756	5	5	P1P2	0.008932534561056199	-0.546327459910113	5	5	P1P2	0.012081258858538287	-0.48114237907176244	5	5
POLR2I	P1P2	0.21019200567964935	0.14461881416124303	5	5	P1P2	0.4478334392102805	0.20475780772517607	5	5	P1P2	0.2934038652524511	0.1746883109432095	5	5	P1P2	0.3253586985867182	-0.005285770787023321	5	5	P1P2	0.5688228532868874	0.06647746211437285	5	5	P1P2	0.2889105053214739	0.030595845663674754	5	5	P1P2	0.702028852533582	-0.22513311023673233	5	5	P1P2	0.6292097841445228	-0.9648328541452296	5	5	P1P2	0.4861542161279321	-0.46816268546824497	5	5	P1P2	0.7347535465990234	0.019321062855420956	5	5	P1P2	0.7842728541426875	-0.8772598225746805	5	5	P1P2	0.6471559045676056	-0.32568735658546866	5	5	P1P2	0.6326285815849798	0.34876446007473955	5	5	P1P2	0.7677353903731511	-0.1359350565883316	5	5	P1P2	0.8182482210002906	0.13634014211800768	5	5	P1P2	0.5986339830310821	0.19553667837010202	5	5	P1P2	0.9448094600974503	-0.17972443931558088	5	5	P1P2	0.9343808942026339	0.04414372267107264	5	5
POLR2K	P1P2	0.9977121784353697	-0.06520920191537997	5	5	P1P2	0.1476119228839803	-0.328818872649779	5	5	P1P2	0.5087903757320102	-0.19291635915815783	5	5	P1P2	0.42609129175636806	-0.06495025353637396	5	5	P1P2	0.11060433114539088	-0.2623201606691841	5	5	P1P2	0.164822842884786	-0.16036831615384234	5	5	P1P2	0.48394774170714194	-0.1728195933700735	5	5	P1P2	0.5844171938467853	-0.451573529010265	5	5	P1P2	0.8806480773021869	0.07318517802663682	5	5	P1P2	0.5498591267279839	-0.08394258610408185	5	5	P1P2	0.6291485569172838	0.4242266803312669	5	5	P1P2	0.7291761117528481	0.09053656722148773	5	5	P1P2	0.8695273038482523	-0.39536303146130547	5	5	P1P2	0.754628214971578	-0.46934048356360397	5	5	P1P2	0.5555608412553793	-0.28214738618882773	5	5	P1P2	0.7415913263706633	-0.29494490082343394	5	5	P1P2	0.6026237080266139	-0.2262608098404472	5	5	P1P2	0.478797055302028	-0.22222538849116505	5	5
POLR2L	P1P2	0.193691911798616	0.18569887183856357	5	5	P1P2	0.42656766078822705	0.09896935452145657	5	5	P1P2	0.14152438433847733	0.22551879563592303	5	5	P1P2	0.22267399674383725	0.17401090816924966	5	5	P1P2	0.40175057788809165	0.10684823248111062	5	5	P1P2	0.1050435133394011	0.09372790405707687	5	5	P1P2	0.323639126026002	-0.8118989024815318	5	5	P1P2	0.4429620411527214	-1.610312779315233	5	5	P1P2	0.4034478044668691	-1.3388246111031596	5	5	P1P2	0.37029273772179805	-0.9087625162544709	5	5	P1P2	0.27005448490877226	-1.762101555102056	5	5	P1P2	0.17551072017654157	-1.19721027224375	5	5	P1P2	0.5935220196452973	-0.5897614586333002	5	5	P1P2	0.3446583995787682	-0.392282975723015	5	5	P1P2	0.5332601906631668	-0.6597083484264928	5	5	P1P2	0.6478651464796183	-0.37702585495478663	5	5	P1P2	0.3330744170381189	-0.2599778847946362	5	5	P1P2	0.460677597264449	-0.39297633418982736	5	5
POLR3A	P1P2	0.01824249489091271	-0.33239352005068734	5	5	P1P2	0.4596823290575105	-0.10805570152127965	5	5	P1P2	0.06630720774566608	-0.2735223036405831	5	5	P1P2	0.060701287756675965	-0.27822384949917933	5	5	P1P2	0.5305718873568246	-0.08297042185076449	5	5	P1P2	0.08220524141443167	-0.17886968592734662	5	5	P1P2	0.6892997342932264	0.4087990415492124	5	5	P1P2	0.6257124020678588	0.35487896679516107	5	5	P1P2	0.425082906508491	0.14127269095740133	5	5	P1P2	0.5782942439195329	0.626777126433585	5	5	P1P2	0.45550806234317964	0.3181495783466015	5	5	P1P2	0.3971666628107794	0.4951700556788963	5	5	P1P2	0.22143338289536962	-0.30455158648002434	5	5	P1P2	0.9025209718267074	-0.060546995068117386	5	5	P1P2	0.32859313909900445	-0.13311158582757274	5	5	P1P2	0.6117877213930933	-0.09285701580055306	5	5	P1P2	0.8112526218754372	0.02470216121962324	5	5	P1P2	0.7372619161902516	-0.026921275095047898	5	5
POLR3B	P1P2	0.6944459787452204	-0.6837976044274869	5	5	P1P2	0.3142018316771983	0.007601123234759384	5	5	P1P2	0.8630826615871316	-0.36575354252122666	5	5	P1P2	0.8692048620687027	-0.35392154575756685	5	5	P1P2	0.6158162808832149	-0.02371782416757918	5	5	P1P2	0.7378798968523247	-0.23881398757745917	5	5	P1P2	0.791317621742319	-0.033184632271171355	4	4	P1P2	0.9577242584036064	-0.3979593423553376	5	5	P1P2	0.5156682114153635	0.5046840707308774	4	4	P1P2	0.9642933418429661	0.02778815015414775	4	4	P1P2	0.991688698882063	0.06008016397268323	5	5	P1P2	0.5792106936918546	0.29880925315654994	4	4	P1P2	0.30619486572774335	-1.2307234616463247	5	5	P1P2	0.3944323515097896	-0.3270341439289208	5	5	P1P2	0.905765675754179	-0.7580768631002112	5	5	P1P2	0.6626562210538114	-0.3514305269513211	5	5	P1P2	0.5974962663557242	-0.12061303358334667	5	5	P1P2	0.7341745675882331	-0.28765471086247363	5	5
POLR3C	P1P2	0.25361195998103536	-0.2952979913522686	5	5	P1P2	0.04700409100736961	0.2579437148269928	5	5	P1P2	0.9611223768491128	-0.03669467078160064	5	5	P1P2	0.3201470578108795	-0.2969472279771246	5	5	P1P2	0.032798032958507084	0.20043974606671122	5	5	P1P2	0.7571195077623054	-0.0832419749002964	5	5	P1P2	0.26947019403101247	0.502447652599999	5	5	P1P2	0.5703810647292884	-0.4791047188046999	5	5	P1P2	0.7504970280386982	0.04446440601130374	5	5	P1P2	0.09820820400162747	0.9279460893022965	5	5	P1P2	0.8274908966026848	-0.19803815267296254	5	5	P1P2	0.290079972767444	0.3962370622349434	5	5	P1P2	0.9207107529989144	-0.030556298986745157	5	5	P1P2	0.4742310297576897	0.1844428683147424	5	5	P1P2	0.6049089131786058	0.11052031274915612	5	5	P1P2	0.5533652726406391	0.07216730064301626	5	5	P1P2	0.19006565614174142	0.2643628746076445	5	5	P1P2	0.16014077250193715	0.19835687295541615	5	5
POLR3D	P1P2	0.4390618495121017	-0.08203687283088328	5	5	P1P2	0.6390562919897904	-0.0030578296002843064	5	5	P1P2	0.8118879720337103	-0.06633131668511116	5	5	P1P2	0.647276335513822	-0.052094443682515874	5	5	P1P2	0.8843822208258958	-0.025571517050360537	5	5	P1P2	0.7960424265871893	-0.050995377781250795	5	5	P1P2	0.6742601665444596	-0.1422130765416242	5	5	P1P2	0.31582557444870873	-0.8678395380005774	5	5	P1P2	0.6177906257849715	-0.37100665007835065	5	5	P1P2	0.9950609837567349	-0.4050283432166548	5	5	P1P2	0.2923702491497554	-0.9652282386077836	5	5	P1P2	0.48550667772377587	-0.6957455205902162	5	5	P1P2	0.9722248835418766	-0.10228334177644893	5	5	P1P2	0.6478651466248202	-0.3257569751803709	5	5	P1P2	0.9474181505216736	-0.23936272655880964	5	5	P1P2	0.8598637261451174	-0.2525990860546176	5	5	P1P2	0.5440818203953428	-0.33473751222092574	5	5	P1P2	0.9337294638686665	-0.29366829913777165	5	5
POLR3E	P1P2	0.49937796255648226	0.11552594792339481	5	5	P1P2	0.7796518917034495	0.11754662455936422	5	5	P1P2	0.7212550972861632	0.1198814414563265	5	5	P1P2	0.34591460787111894	0.07520156006353088	5	5	P1P2	0.7200287423752573	-0.10878648056698721	5	5	P1P2	0.8367592633731964	0.1205038496493603	5	5	P1P2	0.8959270530741545	-0.03601125627363785	5	5	P1P2	0.818957200021756	-0.6017975208194152	5	5	P1P2	0.6241805720390745	-0.16083821233953544	5	5	P1P2	0.5953374910480708	-0.1618692216809913	5	5	P1P2	0.3310001376581879	-1.0233579476006283	5	5	P1P2	0.2739578331151237	-0.31422795190382535	5	5	P1P2	0.588430133971388	0.2934693398771661	5	5	P1P2	0.7809093318760112	-0.0309884384302684	5	5	P1P2	0.8201586512130183	0.19514770021639516	5	5	P1P2	0.7758830412319841	0.144897323703298	5	5	P1P2	0.8863229340058425	-0.3154854353032824	5	5	P1P2	0.8798566067469592	-0.14196915043269295	5	5
