	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
non-targeting_00713	6371	7275	6217	9781	1757	14802	3780	13053	571	2980
non-targeting_00714	4631	4807	9754	5588	4387	1347	7369	5090	1056	594
non-targeting_00716	5138	5283	2692	2668	3432	4190	1695	2801	1413	1738
non-targeting_00717	3184	4400	1663	1464	1322	2165	1439	1037	886	1045
non-targeting_00718	2019	2110	564	5194	162	2033	750	6199	19	1245
non-targeting_00719	6166	9236	16397	6021	5851	20808	13717	2313	3123	21962
non-targeting_00720	1245	1736	1087	790	1063	1841	549	91	583	741
non-targeting_00721	3870	5444	1311	2741	2256	3927	545	1920	649	1408
non-targeting_00722	4082	5184	1854	2415	3890	4074	980	3867	3659	2463
non-targeting_00723	5477	6640	8209	6333	2684	3566	8502	3610	1220	1702
non-targeting_00724	3871	4467	3794	2309	2810	3938	4873	986	1296	3022
non-targeting_00725	5622	6401	5938	2476	8307	4377	3289	3130	12643	2163
non-targeting_00726	5964	8436	7366	5882	9623	6013	6912	3407	8447	5644
non-targeting_00727	3967	4706	6717	5820	61142	1961	14523	6569	225686	1532
non-targeting_00728	6788	8651	4665	6020	10159	14610	4976	2933	6692	3665
non-targeting_00729	5247	7373	4045	3433	1714	6328	3453	941	855	4188
non-targeting_00730	5173	7057	7371	2147	12545	3398	5244	2341	29498	2636
non-targeting_00731	4505	6431	14333	5272	5485	5041	21141	4835	7693	10248
non-targeting_00732	3198	3445	2979	1665	5427	6709	1984	833	4521	5552
non-targeting_00733	5788	7785	8917	7118	4665	5519	6749	10684	3199	3537
non-targeting_00734	3876	3814	6764	1099	6331	2315	3445	469	10634	1102
non-targeting_00735	591	1008	44	625	6	1082	11	429	2	316
non-targeting_00736	7379	8580	6124	5595	8140	7512	5661	4451	15225	2983
non-targeting_00737	7313	9104	14364	5536	22627	11839	13725	7774	45743	6963
non-targeting_00738	3306	3432	2781	4032	510	3136	2119	5363	110	4580
non-targeting_00739	3236	3818	4390	966	3118	594	5051	399	1357	196
non-targeting_00740	5475	7155	5480	5371	3998	6026	5184	4096	3702	2842
non-targeting_00741	4834	5577	6352	1726	1955	5328	7339	768	2044	1744
non-targeting_00742	3739	5316	2677	3714	5908	4546	960	1091	3394	3605
non-targeting_00743	3253	4115	3710	2525	2287	2216	3012	1215	910	792
non-targeting_00744	5455	5348	15168	7692	4141	6236	15881	7541	3976	2363
non-targeting_00745	5461	6966	9989	9556	10766	14885	7135	8181	18256	12786
non-targeting_00746	5186	6557	6190	6215	22341	3507	8013	5295	36826	797
non-targeting_00747	6747	8901	6695	3435	3534	6786	9318	1108	1851	3050
non-targeting_00748	2538	3943	2602	1957	1160	3407	1137	2311	1917	643
non-targeting_00749	4698	6002	9233	8261	4517	2799	9046	8708	1903	4703
non-targeting_00750	3776	4666	3618	4118	2170	7436	1960	2900	892	3167
non-targeting_00751	5510	7160	4697	3828	9380	3537	4494	5871	9599	2846
non-targeting_00752	4663	6010	4760	5307	5434	4270	3806	5469	6540	3260
non-targeting_00753	3939	5496	7535	5394	11049	6408	10264	4750	2767	3854
non-targeting_00754	6521	8485	10476	6295	6629	3356	9301	3819	5870	1253
non-targeting_00755	1862	2755	2108	2553	455	2379	409	1625	95	2537
non-targeting_00756	3725	4607	4959	3705	1582	8133	2749	3592	799	7444
non-targeting_00757	3284	2862	3668	817	3005	5390	4741	363	1077	5754
non-targeting_00758	4771	5874	4989	12247	3250	2761	3570	13211	3001	1771
non-targeting_00759	4081	5191	7303	5193	4524	16350	8925	4509	1475	36310
non-targeting_00760	5631	7858	8878	3915	12170	4151	3248	2778	7104	4570
non-targeting_00761	4523	5963	3779	6024	6460	6208	2776	4246	5775	1703
non-targeting_00762	3593	3924	1109	1546	3459	3239	810	1184	2780	3616
non-targeting_00763	2977	3895	4947	1936	2125	5669	4368	735	631	1320
non-targeting_00764	5028	5823	5724	8655	19527	13865	7477	7448	22886	6589
non-targeting_00765	3954	5227	3675	1547	3720	1469	1443	737	4037	411
non-targeting_00766	5331	7038	9423	4305	4902	9141	7275	2520	3885	4611
non-targeting_00767	3696	4385	2443	6026	7664	38873	1108	6108	12316	58357
non-targeting_00768	3593	4120	4760	4284	1744	3245	3606	4063	1004	2009
non-targeting_00769	5677	6498	1579	8647	3694	3114	1505	11968	2824	915
non-targeting_00770	3183	3571	3388	6262	1110	2167	3049	3164	332	909
non-targeting_00771	4153	5391	7363	7096	12122	5349	2901	5543	27664	1670
non-targeting_00772	3004	4799	5588	3467	1367	2762	4424	2067	597	1190
non-targeting_00773	763	994	886	1276	276	443	252	244	103	132
non-targeting_00774	7057	9000	10853	7602	8924	23082	9562	9232	9042	27092
non-targeting_00775	4873	5563	4862	6041	1761	16565	5278	4817	688	8063
non-targeting_00776	5358	7357	2533	5847	9896	11321	1655	9955	8020	5032
non-targeting_00777	1198	1102	4197	815	208	343	2500	659	66	58
non-targeting_00778	4771	5368	2889	7711	6233	4172	1379	4528	4337	1064
non-targeting_00779	3365	4901	6467	3104	635	7811	3695	4895	246	9047
non-targeting_00780	4269	5501	3340	5794	3724	4061	1185	10316	2620	1151
non-targeting_00781	3419	4282	4477	2173	1647	1540	3606	765	540	512
non-targeting_00782	4609	6571	11585	3149	2416	5927	14555	1605	953	3680
non-targeting_00783	2847	3041	11088	3543	7572	3545	14019	3220	9543	713
non-targeting_00784	6086	8387	10370	3211	2633	14109	10187	2821	1001	27356
non-targeting_00785	4321	5241	5293	3656	1230	2311	5667	2928	2053	2698
non-targeting_00786	4100	4712	6618	1739	4247	2982	5795	908	2510	807
non-targeting_00787	5139	6835	7098	3648	5051	6264	7381	2990	6235	5150
non-targeting_00788	4165	6257	4736	2263	2822	2301	3268	1939	990	1066
non-targeting_00789	3653	4399	3677	11905	4655	11732	2430	19249	3414	5521
non-targeting_00790	2526	2723	5095	4581	1832	3776	4833	7577	920	1343
non-targeting_00791	4626	6088	6775	4754	6780	11910	6184	2879	10671	9081
non-targeting_00792	8936	10507	9345	7259	5176	9488	7121	4842	1666	4094
non-targeting_00793	3463	4461	4578	6291	11750	7409	5374	2128	28305	9278
non-targeting_00794	5098	8269	8570	8249	8054	10737	8936	6533	8540	18318
non-targeting_00795	6874	9219	4778	7021	6975	6467	3630	6200	2214	2899
non-targeting_00796	2128	3094	2426	5878	414	5763	1324	9408	101	9392
non-targeting_00797	4981	6226	4792	11735	6548	1568	3058	14026	10681	382
non-targeting_00798	3264	3432	2425	371	1311	504	2413	148	571	109
non-targeting_00799	3740	5344	1356	2573	1039	14400	647	5002	392	2583
non-targeting_00800	6067	8859	5206	6707	1591	6379	4312	4373	603	1694
non-targeting_00801	3027	3826	6398	4984	1652	8812	6434	3863	3834	6865
non-targeting_00802	4249	5456	5029	7856	3365	5094	7126	8456	4184	2973
non-targeting_00803	5384	6853	2603	13633	2262	8866	1994	13259	673	4369
non-targeting_00804	4703	5082	10196	4264	2548	3710	6450	2567	1509	1305
non-targeting_00805	3873	5264	3353	4725	8830	5140	1828	3986	7614	4688
non-targeting_00806	3038	3659	5334	1771	1821	6470	2982	1890	912	3350
non-targeting_00807	5456	6535	6702	6833	654	5068	6259	7842	410	11010
non-targeting_00808	4272	4400	2854	3433	6580	3672	1496	2655	8303	3319
non-targeting_00809	2336	2578	1663	2781	339	3587	982	4620	91	4658
non-targeting_00810	6331	7701	3730	2187	7564	3675	2867	449	5159	848
non-targeting_00811	1693	1699	554	346	8448	1814	577	231	23188	811
non-targeting_00812	5561	6671	8368	1978	7226	4345	6015	1542	5486	1206
non-targeting_00813	5248	7917	1365	7678	1561	3419	499	6849	811	2038
non-targeting_00814	3626	3900	3217	4210	7530	5119	3270	5580	3612	6331
non-targeting_00815	4015	5172	8794	4897	4775	5491	10754	4673	5054	2517
non-targeting_00816	3170	3942	1563	2688	2860	6241	775	3243	1116	6876
non-targeting_00817	2566	3161	1052	288	715	1503	407	25	822	280
non-targeting_00818	3340	4003	2088	1092	2946	1565	1417	124	2406	306
non-targeting_00819	3855	5854	3614	4850	605	1851	4297	2861	347	584
non-targeting_00820	5207	7133	7203	3822	7466	6163	6230	1981	9421	2128
non-targeting_00821	8210	9478	17239	8852	4643	5339	23312	6998	5378	1205
non-targeting_00822	4330	6149	4833	6479	10389	6156	5827	4515	40644	6154
non-targeting_00823	7080	8692	9901	6670	3022	7388	8165	5412	2595	6524
non-targeting_00824	4258	5601	3666	3976	9377	9581	2451	2524	7411	13892
non-targeting_00825	5635	7530	7886	3553	10751	4304	7947	1270	3310	1626
non-targeting_00826	6535	7743	4320	9444	5992	7994	3279	8514	5407	3139
non-targeting_00827	5458	7761	6855	5068	34933	7669	6691	3541	110991	5453
non-targeting_00828	6381	8308	4377	10868	2628	7798	4514	6147	1965	4475
non-targeting_00829	8351	10620	6929	15406	6495	18433	6330	29344	5220	34414
non-targeting_00830	6252	7009	7547	11835	4320	16175	4625	18989	5107	27461
non-targeting_00831	3919	4430	1771	1116	2296	698	1248	306	4768	447
non-targeting_00832	5443	5727	8301	4829	4949	10919	9508	3028	4708	5219
non-targeting_00833	2703	4001	2584	2937	3580	4542	1183	1553	1605	2042
non-targeting_00834	3924	4726	5376	4371	1278	1149	5470	12265	281	254
non-targeting_00835	6712	8991	5200	9536	6672	9351	2611	16013	7445	10676
non-targeting_00836	5024	6587	3436	10328	3138	9502	1328	16649	1206	2036
non-targeting_00837	5704	6933	8549	8516	7340	6975	4838	13358	3765	3113
non-targeting_00838	3909	5035	3113	2660	3862	2863	2716	2070	1575	1408
non-targeting_00839	4095	6065	6409	1210	3927	3289	6655	552	3538	1551
non-targeting_00840	5235	7120	6048	14447	9390	19096	8077	18966	8094	65097
non-targeting_00841	3535	4587	1388	7505	724	6629	835	10302	91	8163
non-targeting_00842	3526	4054	146	427	900	912	10	154	438	154
non-targeting_00843	3236	4052	1168	1776	1930	3176	618	373	5969	4805
non-targeting_00844	3528	3755	6399	5543	5183	1952	4602	7928	3771	1828
non-targeting_00845	5154	6671	4190	3661	6486	6348	3319	3227	10669	5626
non-targeting_00846	6908	7507	9674	3562	20283	9733	10937	1759	26602	4425
non-targeting_00847	3248	4505	3605	3568	5296	4469	2287	2689	2473	2330
non-targeting_00848	4066	5176	6488	4064	8482	3212	7512	3187	4669	1211
non-targeting_00849	3657	5328	2393	9193	3434	2841	774	9287	1223	560
non-targeting_00850	5265	7115	3084	1931	3100	5740	2188	926	4124	4767
non-targeting_00851	6458	8326	21188	10054	8061	5417	24546	11929	3953	8434
non-targeting_00852	1470	1664	371	2314	817	4742	134	2359	99	1615
non-targeting_00853	10205	14171	8740	22744	9269	7133	6993	36960	3652	1833
non-targeting_00854	1893	2742	3411	7006	501	1689	1617	4798	40	395
non-targeting_00855	1801	2472	1336	1513	212	1229	478	679	14	682
non-targeting_00856	4505	4517	12280	3264	1075	3373	16559	3559	875	4981
non-targeting_00857	7630	9107	12694	3786	5076	7955	11044	1961	2872	3868
non-targeting_00858	5581	7962	7079	6027	1353	8279	4691	4180	556	6667
non-targeting_00859	4648	6054	2236	5500	2037	11732	1221	2529	654	27806
non-targeting_00860	4810	5161	7504	4464	9411	4187	4893	2182	6685	4826
non-targeting_00861	5406	5678	2442	6799	6614	5088	977	3245	3621	4972
non-targeting_00862	733	1455	733	110	218	504	251	67	4	257
non-targeting_00863	6465	8370	5830	8814	10242	8284	6413	6723	12227	10779
non-targeting_00864	3033	3712	4063	1836	3444	3148	3053	1791	4024	980
non-targeting_00865	3411	4343	4326	1829	4708	4845	7716	2282	10147	1646
non-targeting_00866	6394	8458	8102	7279	5879	8962	8441	5922	4260	2871
non-targeting_00867	6507	10089	15512	4440	12164	4094	24255	4771	8061	1869
non-targeting_00868	2676	3208	721	2548	2208	4112	207	1256	677	1534
non-targeting_00869	4415	5540	2864	3842	7163	3206	2925	4851	4321	17642
non-targeting_00870	3677	4355	2252	1807	1972	3464	1771	1184	355	685
non-targeting_00871	5784	8124	7851	5384	12512	4772	6604	2496	20030	1264
non-targeting_00872	4984	6667	3495	9241	2072	38051	1354	12621	1529	142471
non-targeting_00873	4188	5295	4892	4873	9424	7438	3184	7655	8628	2850
non-targeting_00874	4901	6036	8857	3612	4139	2691	15220	2475	1989	516
non-targeting_00875	2628	3418	4795	1361	593	1636	5501	1386	84	524
non-targeting_00876	5088	6358	2123	5998	3403	3615	1825	3056	822	1881
non-targeting_00877	5186	6650	4687	4431	1674	5994	2293	5089	754	3419
non-targeting_00878	7192	9115	14004	7368	8739	10266	19184	9438	8060	7030
non-targeting_00879	3364	3879	1762	1049	2204	1297	942	128	1362	290
non-targeting_00880	4292	5696	1736	4051	4724	3717	2385	3010	10477	2214
non-targeting_00881	4140	5297	17044	3771	5271	9560	20276	1563	3479	3622
non-targeting_00882	3173	3431	4170	1752	3044	10769	3066	1186	3832	9152
non-targeting_00883	3303	3713	2157	1817	2747	1196	1637	645	946	279
non-targeting_00884	4017	5908	2426	7373	5165	4896	769	4568	2915	1951
non-targeting_00885	4095	5858	4767	9754	1364	20948	2309	14724	765	6238
non-targeting_00886	8601	10468	14168	7144	10635	6997	13035	7271	18886	3809
non-targeting_00887	4925	5178	8201	5818	2944	3311	6630	7829	2991	1760
non-targeting_00888	4053	5051	3028	2874	1831	5588	2899	2550	927	1583
non-targeting_00889	3795	4117	4466	1207	14486	3915	5717	670	25578	2878
non-targeting_00890	4010	4690	682	2946	3944	5125	246	2518	1441	2663
non-targeting_00891	6716	8011	6396	21094	6821	20385	3227	56629	5829	5806
non-targeting_00892	3128	4519	1296	5873	653	3569	964	14252	77	6694
non-targeting_00893	4635	5594	3981	8120	1739	3350	2383	5498	874	1915
non-targeting_00894	7748	9758	11849	10913	3609	12446	9216	14459	2272	13802
non-targeting_00895	3397	3504	9541	9250	10739	2018	9565	18129	17948	422
non-targeting_00896	6591	8251	4498	6152	1707	9346	2381	4084	1638	9533
non-targeting_00897	4906	5970	4651	2549	3505	14655	2138	1924	3023	14505
non-targeting_00898	4804	5770	2350	2608	6857	2470	1911	796	10545	1023
non-targeting_00899	3519	4052	3784	6051	4350	5176	3408	8560	2028	11865
non-targeting_00900	5009	6197	1083	4506	2276	6735	456	2796	2266	4821
non-targeting_00901	2164	3474	852	1001	2089	891	697	382	695	314
non-targeting_00902	6886	9547	10623	4059	16133	2051	11631	1926	17152	384
non-targeting_00903	5274	7228	9089	3109	3200	2506	7082	843	1577	541
non-targeting_00904	2773	4225	1818	7197	3001	1307	1816	9785	591	280
non-targeting_00905	3605	4123	2799	1083	4526	2281	2027	490	3126	1098
non-targeting_00906	2475	3730	5136	4657	540	2589	5425	4789	157	1154
non-targeting_00907	4281	6031	5297	7513	3475	2577	3565	1736	900	599
non-targeting_00908	4989	6358	5242	6381	6350	11173	3593	7704	10273	7927
non-targeting_00909	6654	8194	3562	11505	3260	12044	1754	7792	1838	15164
non-targeting_00910	2814	3669	897	6951	1960	12508	977	6430	873	19838
non-targeting_00911	4884	6611	5656	1913	8076	3373	8514	728	1823	1875
non-targeting_00912	4313	5844	2616	7816	3471	9231	1436	16713	3683	8592
non-targeting_00913	6766	8077	9605	9550	11914	12202	12228	8127	7750	12271
non-targeting_00914	6639	8028	6530	4710	8513	7697	4691	3981	6004	5051
non-targeting_00915	3327	4618	2717	4274	1139	1997	2670	6716	395	503
non-targeting_00916	5628	6901	7422	7439	2179	8262	3821	12834	1033	4184
non-targeting_00917	5153	6709	4044	3166	2988	3046	3209	1252	2424	1460
non-targeting_00918	4620	5009	5543	1376	3973	4611	5298	980	7904	5565
non-targeting_00919	6269	7821	5165	12024	6179	6484	4172	8660	2174	1270
non-targeting_00920	2578	2666	5315	2683	11155	724	10522	2400	19187	2058
non-targeting_00921	3142	4134	1858	7610	3332	9119	1139	9857	3763	3971
non-targeting_00922	5120	6542	6215	5834	3470	2911	6187	3343	2437	1868
non-targeting_00924	3749	4253	4457	3840	2318	2632	4332	3278	1199	1295
non-targeting_00925	3296	3839	1708	1813	775	3423	2032	1308	1119	1024
non-targeting_00926	6295	7686	7167	8124	6821	2285	6467	4091	2066	775
non-targeting_00927	3620	4019	9000	5428	10674	2575	7346	4085	21217	352
non-targeting_00928	3119	3788	2296	3026	5689	3659	1853	1875	6722	880
non-targeting_00929	1102	1364	3300	419	366	286	5880	50	22	60
non-targeting_00930	5115	6272	9330	2325	10610	6919	9870	1646	17203	2883
non-targeting_00931	3779	5038	2168	1667	3147	3243	1096	793	1872	872
non-targeting_00932	4650	6026	1774	6255	2892	1992	927	3203	1071	472
non-targeting_00933	3160	3524	7916	4103	1551	1261	7561	2653	654	1040
non-targeting_00934	7762	8560	4570	18815	4518	9963	2219	54244	1140	2031
non-targeting_00935	5484	7099	10590	7848	9520	9014	9798	6740	14671	3050
non-targeting_00936	5090	7567	6429	5616	8732	5968	8888	3048	7376	2480
non-targeting_00937	6461	8277	3127	9113	6728	4839	2710	6562	3370	2564
non-targeting_00938	5733	7148	2895	6232	2686	1216	3215	3065	2304	493
non-targeting_00939	8133	9065	6879	9285	6064	14278	5733	5701	3178	6570
non-targeting_00940	7373	8714	16324	5725	5839	5828	14813	4678	2965	2526
non-targeting_00941	6053	8172	5412	6736	15626	9265	3606	7026	18023	8532
non-targeting_00942	4385	5429	3510	4982	2917	4358	2118	3318	1558	7516
non-targeting_00943	5509	4818	5763	5017	10220	1666	5980	2508	8228	423
non-targeting_00944	6080	7758	3370	5594	5923	8653	2511	4159	9013	3567
non-targeting_00945	5156	6438	9703	8783	5102	4162	11172	8213	2889	1229
non-targeting_00946	3823	4868	2510	7290	3918	1075	1692	8431	1767	606
non-targeting_00947	3878	4169	2999	4885	1451	3850	1541	4338	1053	2076
non-targeting_00948	2569	3091	4069	2759	2559	1067	2467	1223	3749	31
non-targeting_00949	3424	4533	1999	7034	5716	4543	2091	3779	7125	1324
non-targeting_00950	5020	6504	6473	7146	2618	4330	4219	6763	1753	1494
non-targeting_00951	5083	6705	4163	6898	7946	2109	2030	4399	10060	1043
non-targeting_00952	6240	7029	6064	2837	7708	6018	4276	1631	6683	6203
non-targeting_00953	4311	6133	3855	2194	2160	3953	3603	955	1672	11762
non-targeting_00954	7050	8135	16855	2600	14427	4876	16707	1089	11668	2792
non-targeting_00955	3117	2999	2059	4775	1455	6318	1292	4673	799	4529
non-targeting_00956	4000	4483	12929	7105	2846	4340	12963	8467	3024	6332
non-targeting_00957	4182	5495	3681	2037	1872	5225	3387	1984	598	2752
non-targeting_00958	2494	3284	1229	4279	2500	5016	660	6532	2353	2425
non-targeting_00959	2439	2939	5244	1019	4724	628	3827	465	5745	99
non-targeting_00960	4398	6508	3960	3671	1603	4202	3547	2853	1375	3470
non-targeting_00961	7492	8639	5609	5680	14543	9504	5751	5482	19653	6012
non-targeting_00962	3609	4496	5140	3538	3772	3424	9630	1090	1197	1263
non-targeting_00963	2588	3240	1226	2937	1486	3077	842	4988	1083	2166
non-targeting_00964	4522	6277	4956	2318	1470	4902	4553	1144	595	2077
non-targeting_00965	6939	9098	12336	4876	6955	3706	12176	3227	5237	885
non-targeting_00966	5791	6663	7497	7221	3466	1953	6966	5255	3367	1115
non-targeting_00967	3489	3419	4954	2333	1173	2010	2641	1246	484	460
non-targeting_00968	4609	4895	8259	1763	3099	4445	8435	1178	1544	2728
non-targeting_00969	6259	8078	2701	10340	4310	5052	1580	24136	4288	1655
non-targeting_00970	6236	7518	8253	9770	11420	25768	7258	11988	14164	36397
non-targeting_00971	5499	7430	5528	10158	3674	33077	3362	13318	1644	17059
non-targeting_00972	5506	7858	6932	8064	3837	8272	4072	15042	3336	11135
non-targeting_00973	6620	8097	9131	3158	10492	4418	7742	1706	17844	2809
non-targeting_00974	2551	3460	3812	10317	2600	1447	2376	7912	1500	489
non-targeting_00975	2621	3418	2256	1567	1918	3133	714	1456	687	706
non-targeting_00976	5000	5768	7830	2601	4232	2100	6307	1305	2025	387
non-targeting_00977	4605	4651	8829	2176	3817	6016	5129	695	2442	5559
non-targeting_00978	5913	7864	2406	4854	4613	9430	2033	2995	3995	8514
non-targeting_00979	6581	8572	10402	2730	5446	3397	9703	2059	3747	1712
non-targeting_00980	5099	6800	11463	3037	2971	2756	14885	1172	1411	475
non-targeting_00981	3469	5303	819	3394	4111	4329	478	512	4036	2142
non-targeting_00982	2524	2872	3764	731	6049	4759	4950	139	12168	2988
non-targeting_00983	5901	7023	4261	8675	8215	4813	1921	12379	6016	2657
non-targeting_00984	5733	7228	5259	21252	4045	14898	3466	36500	1793	20665
non-targeting_00985	3861	4836	4272	3833	2193	12695	4399	3156	2691	5328
non-targeting_00986	3789	4680	2839	3464	4281	1491	2828	2525	1957	36
non-targeting_00987	3419	4586	7147	2909	3397	5348	5348	3028	1194	2358
non-targeting_00988	5491	7863	6332	6215	5896	17275	4539	6845	6580	19172
non-targeting_00989	6265	8024	5427	10641	7752	26769	4196	8757	6151	17960
non-targeting_00990	7038	9638	6591	7316	7566	15181	3202	7188	9503	11136
non-targeting_00991	3540	4648	1670	1280	3445	1294	1288	714	1228	289
non-targeting_00992	2156	3350	9532	1081	11552	10462	15981	493	19976	2060
