	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T2	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	gamma_T3	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T2	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	rho_T3	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T2	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3	tau_T3
ARHGEF2	P1P2	0.42608474008022357	0.10422027732162253	5	5	P1P2	0.45720940143576294	-0.01764053829487687	5	5	P1P2	0.8254864970223099	-0.0014671330789342966	5	5	P1P2	0.7566833480684749	0.05262111926318663	5	5	P1P2	0.9509801246029477	-0.0027015361312929136	5	5	P1P2	0.6562574136319432	-0.0030194126537117206	5	5	P1P2	0.9518830405585178	-0.06198886875281558	5	5	P1P2	0.7825723745508064	0.19444683780376235	5	5	P1P2	0.8450034132778248	0.1133711595719077	5	5	P1P2	0.9576344420148151	-0.04166828327010679	5.0	5.0	P1P2	0.9191814441685651	-0.015189626518141005	5.0	5.0	P1P2	0.8838087452663779	-0.023319662504424066	5.0	5.0	P1P2	0.7061343506274251	0.13071754034728797	5	5	P1P2	0.9314136293901475	0.021569723004239625	5	5	P1P2	0.6456307058613115	0.033243032767533154	5	5	P1P2	0.9320652445713453	0.1954799502378554	5	5	P1P2	0.8076607071758436	0.03087325083356963	5	5	P1P2	0.8184722279392039	0.10139606923103643	5	5
ARID1A	P1P2	0.1896929195578566	-0.165298553774355	5	5	P1P2	0.17596244098795177	-0.3331758343410329	5	5	P1P2	0.05255697189129812	-0.2149030372820245	5	5	P1P2	0.6193822080722553	-0.027766386270395484	5	5	P1P2	0.1032021520963796	-0.31801384502910496	5	5	P1P2	0.11216429875770774	-0.18551972829325267	5	5	P1P2	0.8466914931837507	0.06920762935847811	5	5	P1P2	0.2194016718578311	0.309338948532525	5	5	P1P2	0.3597289817662349	0.23310649463286573	5	5	P1P2	0.8326891489142948	-0.003479330394504145	5.0	5.0	P1P2	0.013675390130330808	0.5458395504920345	5.0	5.0	P1P2	0.08069385700326685	0.363737331180408	5.0	5.0	P1P2	0.4114643557567348	-0.2562626286781628	5	5	P1P2	0.3090473856644961	-0.06058176433098827	5	5	P1P2	0.1987020317388838	-0.199123863578787	5	5	P1P2	0.9229469731685902	0.06125561850113439	5	5	P1P2	0.4767854268609437	0.337300078163203	5	5	P1P2	0.665762210599437	0.08299555188680863	5	5
ARID1B	P1	0.2508151320274479	-0.2579533693486445	5	5	P1	0.23365550485652864	-0.17488310667057894	5	5	P2	0.36986302319613185	0.051862347429139144	5	5	P1	0.15004907109454016	-0.48096171732567505	5	5	P2	0.05500066252372501	0.20090025298043113	5	5	P2	0.20595511036985237	0.07673529207321418	5	5	P1	0.4763391259218377	-0.02234648878553523	5	5	P1	0.05832687697860651	-0.8650621237478754	5	5	P1	0.04221768207036351	-0.4139683010210766	5	5	P2	0.14343211015597998	0.26684753246879483	5.0	5.0	P1	0.0052526291453319	-0.5409182043644842	4.0	4.0	P1	0.03616762064285099	-0.3552000957436569	4.0	4.0	P1	0.3462887084118331	-0.7898078516893215	5	5	P1	0.05397118187558344	-0.6579895265287908	5	5	P1	0.07198741242028131	-0.6699018631915051	5	5	P1	0.09777170814002722	-0.8919913029881877	5	5	P1	0.06855685068341123	-0.8027583078480283	5	5	P1	0.03396286676068143	-0.7802157642513824	5	5
ARID2	P1P2	0.2275981596606883	-0.13002446405337958	5	5	P1P2	0.052656949087682085	-0.22637598033725312	5	5	P1P2	0.005624948635373164	-0.135840115831428	5	5	P1P2	0.9418446926923091	-0.06718049876912029	5	5	P1P2	0.038022675856078825	-0.19855963539912458	5	5	P1P2	0.10547564704904046	-0.16647494202384594	5	5	P1P2	0.24787187811189948	-0.38175200599591425	5	5	P1P2	0.9859320690316494	0.04122634713934245	5	5	P1P2	0.7543107101530064	-0.23622763259200238	5	5	P1P2	0.3425182541072842	-0.5444300646039715	5.0	5.0	P1P2	0.6655547522552896	-0.021167532613420487	5.0	5.0	P1P2	0.9218382259255284	-0.24120141205326548	5.0	5.0	P1P2	0.0856382170581089	-0.9518291263836801	5	5	P1P2	0.14455671721434254	-0.3028895622649979	5	5	P1P2	0.05088149541461025	-0.627359344324339	5	5	P1P2	0.0953060203645216	-0.5850824795357319	5	5	P1P2	0.2724003442631927	-0.3741539282044423	5	5	P1P2	0.1136535673828363	-0.4796182038700871	5	5
ARID3A	P1P2	0.007354439243264303	0.3386647533598399	5	5	P1P2	0.6432789090852464	-0.06834130836099161	5	5	P1P2	0.06313853584733317	0.15037835997867377	5	5	P1P2	0.03375625486405451	0.24809033237324288	5	5	P1P2	0.773570497791647	-0.029998765774347635	5	5	P1P2	0.3165131375592921	0.10325241553504437	5	5	P1P2	0.2797752408109323	-0.4130304221434844	5	5	P1P2	0.6183295245044964	-0.23146413942887725	5	5	P1P2	0.18546099330112353	-0.20162014511439127	5	5	P1P2	0.31598854423054024	-0.3327675690848238	5.0	5.0	P1P2	0.3950526734362443	-0.2885718197254589	5.0	5.0	P1P2	0.12814514437364607	-0.29916213262638525	5.0	5.0	P1P2	0.16900030527964183	0.15376132490707062	5	5	P1P2	0.26249963432701073	-0.20708118514941173	5	5	P1P2	0.5683404439274247	0.05579980415983347	5	5	P1P2	0.3446123710057344	0.18445691668645225	5	5	P1P2	0.23301256016302285	-0.28409379042327315	5	5	P1P2	0.8203837951091524	0.014567801032468556	5	5
ARID3B	P1P2	0.10959515530906198	-0.212810461577799	5	5	P1P2	0.09257204767664456	-0.1587707104072096	5	5	P1P2	0.030783747198311746	-0.17021172108089033	5	5	P1P2	0.09760575857049515	-0.2163675063404358	5	5	P1P2	0.09352969803743233	-0.154246047317676	5	5	P1P2	0.0373436278443089	-0.1853067768290559	5	5	P1P2	0.37107518306279597	0.05385094779781102	5	5	P1P2	0.18602374687673817	0.5633914451312015	5	5	P1P2	0.13556355356710229	0.3526758951506595	5	5	P1P2	0.4587965384312651	0.16484350365363523	5.0	5.0	P1P2	0.1143607510215031	0.5756466584924884	5.0	5.0	P1P2	0.034843889151612295	0.31731552780326794	5.0	5.0	P1P2	0.9699226644123441	-0.17659087142419994	5	5	P1P2	0.781110974503975	0.048727657957095626	5	5	P1P2	0.9366278014494643	-0.08994634408066333	5	5	P1P2	0.859468416208638	-0.26412813726384066	5	5	P1P2	0.4279930714902075	0.360286476206172	5	5	P1P2	0.6795196170737128	0.08391429849502008	5	5
ARID5A	P1P2	0.624014549757451	0.055304976778854154	5	5	P1P2	0.3844750149475096	-0.19771211843924982	5	5	P1P2	0.8736547480708955	-0.13579624458546447	5	5	P1P2	0.9444540883618041	0.025604383781151586	5	5	P1P2	0.30477874442028363	-0.18384314091655804	5	5	P1P2	0.716516543910656	-0.14278964776159617	5	5	P1P2	0.7078249596371315	0.08737845067907317	5	5	P1P2	0.030285898208764633	0.7021906681458353	5	5	P1P2	0.04469147018286156	0.37991513438433583	5	5	P1P2	0.34168129973534267	0.13074724332090737	5.0	5.0	P1P2	0.01884714932486949	0.47748350350315644	5.0	5.0	P1P2	0.021273616874088765	0.3136925165087893	5.0	5.0	P1P2	0.5025402031760322	0.2083408231468092	5	5	P1P2	0.5370902348923712	0.18030705652544163	5	5	P1P2	0.39760305992520983	0.1660845291001207	5	5	P1P2	0.5104076468700295	0.1810382880428735	5	5	P1P2	0.4366419028497823	0.24365458962585906	5	5	P1P2	0.4044981909037394	0.2547189744256406	5	5
ARID5B	ENST00000279873.7	0.06905643820908965	-0.35848715917680035	5	5	ENST00000279873.7	0.027573613227703395	-0.4234821492989107	5	5	ENST00000279873.7	0.010670651624324992	-0.36680885568995364	5	5	ENST00000279873.7	0.07121315755151426	-0.44443821723646354	5	5	ENST00000279873.7	0.018001045604493893	-0.44662352774818254	5	5	ENST00000279873.7	0.010130689426589427	-0.42610906752559324	5	5	ENST00000279873.7	0.25602761192735757	0.3403669234744549	5	5	ENST00000279873.7	0.2773724021003148	-0.628337215478873	5	5	ENST00000279873.7	0.5798279342874271	-0.19025933995308994	5	5	ENST00000279873.7	0.33876227585769836	0.3176707952209635	5.0	5.0	ENST00000279873.7	0.5737114972427224	-0.10056605929099376	5.0	5.0	ENST00000279873.7	0.7913582596417339	0.18617870663948213	5.0	5.0	ENST00000279873.7	0.3505022286222993	-0.1728761396452736	5	5	ENST00000279873.7	0.01306505071702844	-1.0358995686887522	5	5	ENST00000279873.7	0.05275708520535281	-0.7189832317600892	5	5	ENST00000279873.7	0.30555193618068643	-0.5062539780926246	5	5	ENST00000279873.7	0.07955127661917251	-0.779725874194031	5	5	ENST00000279873.7	0.07582741190773001	-0.8319479262556998	5	5
ARL6IP4	P1P2	0.7685553104269418	-0.05039338842201644	5	5	P1P2	0.39213830686592344	-0.01294661120553158	5	5	P1P2	0.44783836515576936	-0.028345172949373904	5	5	P1P2	0.6136129825402978	-0.1399204923050233	5	5	P1P2	0.6627860981430911	0.0604954598337675	5	5	P1P2	0.805122067894734	-0.03530604460983419	5	5	P1P2	0.7616206371285382	0.21687590152907607	5	5	P1P2	0.2680501932871624	0.40367731639894827	5	5	P1P2	0.4547673308667529	0.3298617100976881	5	5	P1P2	0.8384773705586327	0.246040575321864	5.0	5.0	P1P2	0.14268135363265158	0.34746070195870554	5.0	5.0	P1P2	0.15356123123791743	0.2713986350207322	5.0	5.0	P1P2	0.9001981426886523	0.24259336872332427	5	5	P1P2	0.25353121415818736	0.2330092894115868	5	5	P1P2	0.4999320433634389	0.23780132906745552	5	5	P1P2	0.8859395286372196	0.12062874049246675	5	5	P1P2	0.1427605827725275	0.43167219902289206	5	5	P1P2	0.3253043270312035	0.3382316067933971	5	5
ARNT	P1P2	0.2646000106698725	-0.12753410561986095	5	5	P1P2	0.9705762197593963	-0.04814628989303987	5	5	P1P2	0.624594644157724	-0.10340659443338641	5	5	P1P2	0.05689498049500719	-0.2951793564030847	5	5	P1P2	0.8581809249689839	0.018814794019808373	5	5	P1P2	0.41239852718934633	-0.1466668409781233	5	5	P1P2	0.5184715321413815	-0.1427415298269239	5	5	P1P2	0.07737648402618968	-0.709670099921722	5	5	P1P2	0.08004193064119504	-0.3943337039857899	5	5	P1P2	0.9085303495504379	-0.015168419053984963	5.0	5.0	P1P2	0.02067353945873155	-0.5643669261203363	5.0	5.0	P1P2	0.08907337400683225	-0.3201020128749578	5.0	5.0	P1P2	0.5268688306455763	-0.6171884281131528	5	5	P1P2	0.22602288948316052	-0.5698053286336097	5	5	P1P2	0.26812632234632516	-0.46480543830766824	5	5	P1P2	0.24946473406686964	-0.8059724034388007	5	5	P1P2	0.15191479457759852	-0.6459500733236468	5	5	P1P2	0.13213078598720576	-0.6605640414368282	5	5
ARNT2	P1P2	0.49941127475681013	0.04545414414604184	5	5	P1P2	0.5300858840863377	-0.0659784307063384	5	5	P1P2	0.9066902774160648	-0.002504065104433605	5	5	P1P2	0.3265153166540671	0.09997614465498954	5	5	P1P2	0.9079894669544029	0.00901031995328882	5	5	P1P2	0.4983706024261503	0.049911903632442134	5	5	P1P2	0.7133281435118356	0.06541200693557497	5	5	P1P2	0.0726824746027123	0.6030791913822756	5	5	P1P2	0.1315226982798812	0.3682777241446447	5	5	P1P2	0.5155412388127478	-0.13401477935248987	5.0	5.0	P1P2	0.5210121937943685	0.21931234841894917	5.0	5.0	P1P2	0.9996696742383435	-0.01249705778835187	5.0	5.0	P1P2	0.3505022286222993	0.18103567971406007	5	5	P1P2	0.062443591671995785	0.22486407735315642	5	5	P1P2	0.10477191645041152	0.2403531015210625	5	5	P1P2	0.8025854812974298	0.1185411756772865	5	5	P1P2	0.39760305992520983	0.3736746087199296	5	5	P1P2	0.5666742469344005	0.20680013251288323	5	5
ARNTL	P1P2	0.975151635912127	-0.0601293865272213	5	5	P1P2	0.3188951283581337	-0.11473072828713372	5	5	P1P2	0.6927795807256659	-0.07712200684994759	5	5	P1P2	0.9196928372835554	-0.07316767827501215	5	5	P1P2	0.21249528498110026	-0.2210603889623153	5	5	P1P2	0.5241955868656808	-0.15223669367280107	5	5	P1P2	0.4376075198840811	-0.2634460062370065	5	5	P1P2	0.7574942773362907	-0.10829434244008111	5	5	P1P2	0.4151598046724434	-0.16702694984862895	5	5	P1P2	0.8714335950809113	-0.29179576783069244	5.0	5.0	P1P2	0.7055700535715337	-0.024972542945654153	5.0	5.0	P1P2	0.48906464929821325	-0.10857979633409319	5.0	5.0	P1P2	0.5225949838651047	-0.604761259389421	5	5	P1P2	0.583440650209859	-0.25841586958831964	5	5	P1P2	0.33302332632250076	-0.343415958077017	5	5	P1P2	0.7374371565137192	-0.48622345040496495	5	5	P1P2	0.13639295196585172	-0.30986302366735585	5	5	P1P2	0.2431197645418922	-0.39541977036647485	5	5
ARNTL2	P1P2	0.49370188487240685	0.03364965110414173	5	5	P1P2	0.4552274485235096	0.021196779193509527	5	5	P1P2	0.442950411785607	0.05716315764903538	5	5	P1P2	0.13488928330251035	0.11902735380762601	5	5	P1P2	0.44148999475090345	0.10529341287569875	5	5	P1P2	0.11667879018663617	0.11216038334166238	5	5	P1P2	0.9120745158099766	0.05654763187329318	5	5	P1P2	0.7123951594406328	-0.06686314013656806	5	5	P1P2	0.7049300147374731	-0.07776515281338425	5	5	P1P2	0.46330379445388825	-0.06123191873618037	5.0	5.0	P1P2	0.868307700547145	0.1899824539026805	5.0	5.0	P1P2	0.7621677091833052	-0.049585615845239635	5.0	5.0	P1P2	0.8025854813830686	0.03841105922354874	5	5	P1P2	0.8197464868125941	0.10798850127330228	5	5	P1P2	0.6527073067538911	0.11637829772157872	5	5	P1P2	0.5561764192704408	0.15822728515439904	5	5	P1P2	0.5578276461721077	0.3830666240644606	5	5	P1P2	0.2982590776775115	0.20496415575264748	5	5
ASAP1	P1P2	0.29560178314591967	-0.06975312842746745	5	5	P1P2	0.9594688239207658	-0.03844597682983504	5	5	P1P2	0.5907771975261833	-0.057113211396545745	5	5	P1P2	0.30362139369188446	-0.1271839242724928	5	5	P1P2	0.2814536477803229	-0.08189634451958906	5	5	P1P2	0.22383060758975382	-0.10371369283142134	5	5	P1P2	0.2761387985109357	-0.12964379768862774	5	5	P1P2	0.0783443063101336	-0.6940801917203719	5	5	P1P2	0.08845173295300553	-0.50306730605345	5	5	P1P2	0.46029622007334237	-0.09391539757579571	5.0	5.0	P1P2	0.4977195161645821	-0.19556772193377955	5.0	5.0	P1P2	0.23853216465581706	-0.11961273163295642	5.0	5.0	P1P2	0.19024701899729624	-0.4467784703571338	5	5	P1P2	0.03233985078366856	-0.3506578379283252	5	5	P1P2	0.06968512435929906	-0.33802880885565	5	5	P1P2	0.34544989142252935	-0.42391326209278457	5	5	P1P2	0.11725299766360407	-0.5390486553057575	5	5	P1P2	0.11629721383197843	-0.3223965098030578	5	5
ASAP3	P1P2	0.6988383979375223	-0.023620149470566953	5	5	P1P2	0.549048781012546	-0.12667894732347515	5	5	P1P2	0.25558166995342824	-0.09149508094082988	5	5	P1P2	0.7798527770213008	0.024416421523801354	5	5	P1P2	0.7067435785960776	-0.05052803388043572	5	5	P1P2	0.9079894669949781	-0.01989204977917265	5	5	P1P2	0.7503855775141436	-0.04882339768818842	5	5	P1P2	0.8263536686414694	0.1021249707178568	5	5	P1P2	0.9803400755193878	0.10318525300165578	5	5	P1P2	0.7142971157496207	-0.21089706784812878	5.0	5.0	P1P2	0.9119819512999143	-0.02193861426037419	5.0	5.0	P1P2	0.9613669925657343	-0.03498508410553197	5.0	5.0	P1P2	0.8581809250311374	-0.07085838902933332	5	5	P1P2	0.49111830426826475	-0.15267809913049932	5	5	P1P2	0.6521163834510083	-0.14130391816622193	5	5	P1P2	0.8814102054426395	-0.10951278706744488	5	5	P1P2	0.9079894669949781	0.10833575682104181	5	5	P1P2	0.9424969842193166	-0.00755357019990847	5	5
ASCC1	P1P2	0.5512370929850432	0.026587782783420735	5	5	P1P2	0.5970179962672943	-0.14662632495731387	5	5	P1P2	0.761050718220799	-0.07216101588861938	5	5	P1P2	0.1180220555042294	0.1304376917031993	5	5	P1P2	0.21582106069488383	-0.21379611391758443	5	5	P1P2	0.8976031324447867	-0.04686397809937833	5	5	P1P2	0.27541539561745	0.18999756125984002	5	5	P1P2	0.3715818861912742	-0.2776327146249004	5	5	P1P2	0.6933736765151508	-0.05886919454607342	5	5	P1P2	0.23449104456955194	0.18479916081484027	5.0	5.0	P1P2	0.7988006848774319	-0.10134746549514417	5.0	5.0	P1P2	0.17806128745386585	-0.005745862175057866	5.0	5.0	P1P2	0.15097973674158158	0.3084336002813641	5	5	P1P2	0.03949076306555401	-0.35808078159527307	5	5	P1P2	0.5452295785830079	0.028148517309026566	5	5	P1P2	0.11032440377103168	0.46363571528960906	5	5	P1P2	0.11976690236798969	-0.4765194387595601	5	5	P1P2	0.4232315704528635	0.06864140957565147	5	5
ASCL2	P1P2	0.17543950393178254	0.10206220020440693	5	5	P1P2	0.9849586597480897	-0.06158736071157434	5	5	P1P2	0.36117755366716076	0.014562152125025832	5	5	P1P2	0.266711942022677	0.09815257171956954	5	5	P1P2	0.8165617392258588	0.04521768758566605	5	5	P1P2	0.3840271041533555	0.052574202328880514	5	5	P1P2	0.5318537760072448	0.003218243911212171	5	5	P1P2	0.6760582036262075	0.14816640499655517	5	5	P1P2	0.5079306457751724	0.06727848113060435	5	5	P1P2	0.6621687530592963	-0.0947783954643009	5.0	5.0	P1P2	0.85534196488899	-0.044727848674367805	5.0	5.0	P1P2	0.8176262738046133	-0.031114351950874822	5.0	5.0	P1P2	0.14705461399426964	0.15226964785681074	5	5	P1P2	0.8082956846535132	0.12719539080376266	5	5	P1P2	0.17622434498313178	0.09213502908556204	5	5	P1P2	0.2604108009275936	0.005266617976301624	5	5	P1P2	0.7829993447440378	0.050067452650019106	5	5	P1P2	0.31809983083469295	0.011378941024877243	5	5
ASCL5	P1P2	0.6015755101661313	0.006369694407007668	5	5	P1P2	0.5257986985997992	0.015283802638155292	5	5	P1P2	0.7836290862765991	0.05614136778949619	5	5	P1P2	0.3898748369648566	0.03290271217254741	5	5	P1P2	0.20713322696025693	0.04515721226836674	5	5	P1P2	0.27275860560617504	0.07821721803116266	5	5	P1P2	0.13099275726504334	-0.6397453814402188	5	5	P1P2	0.7926688719652533	0.3426407622369256	5	5	P1P2	0.4799270407558661	-0.17508908425183325	5	5	P1P2	0.35223729665518866	-0.5171695559152469	5.0	5.0	P1P2	0.4919841834185047	-0.03847272956444316	5.0	5.0	P1P2	0.08585242112916378	-0.27148403990451375	5.0	5.0	P1P2	0.11105748035705086	-0.7375899778111089	5	5	P1P2	0.22227402887912484	0.22500177030328583	5	5	P1P2	0.2677722451393927	-0.2105695882193499	5	5	P1P2	0.6485754393489456	-0.4739434033357606	5	5	P1P2	0.5594812543161188	0.3073797174265392	5	5	P1P2	0.6735246808222102	-0.10739459701358216	5	5
ASF1B	P1P2	0.1612639576718703	-0.14770394643997622	5	5	P1P2	0.6274986011401025	0.01910651283058037	5	5	P1P2	0.2535312143684636	-0.08513049857313386	5	5	P1P2	0.09273110695485984	-0.17678219653784713	5	5	P1P2	0.6462192101338717	-0.02010258957083999	5	5	P1P2	0.1366088137868635	-0.10129005129659219	5	5	P1P2	0.08869752172170427	0.31092294919334434	5	5	P1P2	0.4994446234085511	-0.15699716055750682	5	5	P1P2	0.7869704767630012	0.0018392490792531468	5	5	P1P2	0.041632059506650144	0.48766437742604585	5.0	5.0	P1P2	0.45433935413130855	-0.06765131705554507	5.0	5.0	P1P2	0.32998374990025436	0.15942324096074367	5.0	5.0	P1P2	0.5009744445069483	0.1479052969658757	5	5	P1P2	0.20071380600022115	-0.014195283710012663	5	5	P1P2	0.9477166680378095	-0.03388944262700435	5	5	P1P2	0.26460001045825343	0.27613864788963854	5	5	P1P2	0.2164297530450846	-0.02590910383125507	5	5	P1P2	0.9307620602073586	0.048782379690380163	5	5
ASH1L	P1P2	0.9477166680378095	-0.025804243847824534	5	5	P1P2	0.2531905884935767	0.14673371312340164	5	5	P1P2	0.2914581540321928	0.04951688455318901	5	5	P1P2	0.5639024681910179	-0.06295918788214991	5	5	P1P2	0.5430531133074702	0.09729848784227114	5	5	P1P2	0.8044877278191065	-0.0031626987267014315	5	5	P1P2	0.5142262668632305	-0.16680784771156296	5	5	P1P2	0.8758503814159191	0.03957069555839395	5	5	P1P2	0.6939801581793181	-0.08843756542342955	5	5	P1P2	0.7502405748322835	-0.13747562317108172	5.0	5.0	P1P2	0.3620140876517872	-0.15821324380748417	5.0	5.0	P1P2	0.446448280937185	-0.14468482591521134	5.0	5.0	P1P2	0.5295490163081311	-0.19820819395455844	5	5	P1P2	0.44539056641140484	0.2778868806709867	5	5	P1P2	0.8025854813830686	0.008789013905050927	5	5	P1P2	0.4686992002119119	-0.17005191742065842	5	5	P1P2	0.8459690383423748	0.00029796149019902424	5	5	P1P2	0.5947451453701882	-0.16346162664219957	5	5
ASH2L	P1P2	0.09320960217451763	-0.30882486787893726	5	5	P1P2	0.0012795696612952513	-0.4787509679878123	5	5	P1P2	0.0008853839990914546	-0.34092342995743596	5	5	P1P2	0.011157420862432503	-0.39198362079743027	5	5	P1P2	0.0005673636835444253	-0.8108393657764618	5	5	P1P2	0.0008906036952432223	-0.601411493286946	5	5	P1P2	0.5730230063810644	-0.12344895707313241	5	5	P1P2	0.7105618801361185	-0.08617432478988347	5	5	P1P2	0.8437176370682944	-0.08744456803381313	5	5	P1P2	0.5033828295857486	-0.093965676717133	5.0	5.0	P1P2	0.5954764975692983	0.36874976345886123	4.0	4.0	P1P2	0.6232607358772155	0.17826577311696712	4.0	4.0	P1P2	0.05700179287382893	-0.7881904768075437	5	5	P1P2	0.008107339937475819	-0.7874113433586546	5	5	P1P2	0.011827909421122152	-0.780422960711364	5	5	P1P2	0.029414235553530062	-1.0448487712058852	5	5	P1P2	0.0008128166203701877	-1.124189477628079	5	5	P1P2	0.001073486642516318	-1.0372406609157268	5	5
ASXL1	P1P2	0.8063911325407889	-0.02146931073673695	5	5	P1P2	0.3133553579467795	-0.19051311421740832	5	5	P1P2	0.6663580671906381	-0.13410251152205266	5	5	P1P2	0.3912319639292482	0.045174870528991044	5	5	P1P2	0.505679466259347	-0.19019957890189457	5	5	P1P2	0.9118884990201772	-0.09844115753901354	5	5	P1P2	0.06324367761903148	-0.3352577267529524	5	5	P1P2	0.44051894560186566	0.23205899503946395	5	5	P1P2	0.859173474548089	-0.09356360040234386	5	5	P1P2	0.07847130562627395	-0.46106608533823684	5.0	5.0	P1P2	0.81605123607481	-0.036941811806501725	5.0	5.0	P1P2	0.3361869818505452	-0.1688464319337385	5.0	5.0	P1P2	0.08225986299699338	-0.5457117732233518	5	5	P1P2	0.3594559327403076	-0.055243742553807186	5	5	P1P2	0.09417253552556434	-0.35903210167425503	5	5	P1P2	0.22823045328616454	-0.4989528981870021	5	5	P1P2	0.39486496668278537	-0.13719928857841027	5	5	P1P2	0.16849293154356904	-0.1617630960022645	5	5
ATF1	P1P2	0.09677938473341548	-0.1375303014843591	5	5	P1P2	0.5800689333164977	0.05394593019713808	5	5	P1P2	0.5327743641981741	-0.05286532008447623	5	5	P1P2	0.0580791187602968	-0.17086323444680543	5	5	P1P2	0.491634438659973	0.0954699164737524	5	5	P1P2	0.613037365926441	-0.05780052672718392	5	5	P1P2	0.2047948970182465	0.22398038230313452	5	5	P1P2	0.8372295040939033	0.10464828488383611	5	5	P1P2	0.3356968484984668	0.157758658418297	5	5	P1P2	0.24169919897189474	0.30704103903812685	5.0	5.0	P1P2	0.5895445651362762	0.15191025060265131	5.0	5.0	P1P2	0.14538021081722247	0.2746734690813652	5.0	5.0	P1P2	0.7374371566257301	0.07881950524743665	5	5	P1P2	0.40588575122493986	0.09942598140021237	5	5	P1P2	0.4906024612799783	0.049194761442365946	5	5	P1P2	0.751079574646994	0.13251369339026062	5	5	P1P2	0.13045509762087248	0.36612898032149244	5	5	P1P2	0.3249013138610848	0.12895861884545243	5	5
ATF7IP	P1	0.04299175969221872	-0.1951383809198716	5	5	P1	0.5683404439274247	-0.16130378850371443	5	5	P1	0.09612232251219135	-0.1777275260922735	5	5	P1	0.08068276394733549	-0.21582640818910773	5	5	P1	0.18557503142071752	-0.20321963778035693	5	5	P1	0.04812662853945729	-0.20422730546316323	5	5	P2	0.12084232200256072	0.4828717057849654	5	5	P1	0.24270498873743251	-0.4030836180521185	5	5	P1	0.16962438256355572	-0.23235539058195268	5	5	P2	0.09692053302869079	0.6122279450228818	5.0	5.0	P2	0.1583598913398272	-0.5229835934802608	5.0	5.0	P2	0.7596446589983363	0.027943658313485942	5.0	5.0	P1	0.06267453346561494	-0.6385887469535374	5	5	P1	0.050108651170241464	-0.5726224153084817	5	5	P1	0.006342380105850114	-0.4706181862847904	5	5	P1	0.3513488178040536	-0.17016473382554564	5	5	P1	0.03771959119702902	-0.5971696718204925	5	5	P1	0.03494140852297449	-0.40180935899390163	5	5
ATF7IP2	P1P2	0.015255633470160665	-0.40030041763804425	5	5	P1P2	0.02904995473136886	-0.32054500867098384	5	5	P1P2	0.0057536150000677575	-0.34493137463132345	5	5	P1P2	0.006648406510846467	-0.5977790302646856	5	5	P1P2	0.04953549684279081	-0.3120254152192578	5	5	P1P2	0.0056108138046419564	-0.4456431038928091	5	5	P1P2	0.08671595332635927	-0.5860221751932743	5	5	P1P2	0.5942661737228867	-0.39700087175195287	5	5	P1P2	0.23363127542380546	-0.43473603235476627	5	5	P1P2	0.6944436675781684	-0.1802080200853882	4.0	4.0	P1P2	0.23711693404281342	-0.3385035353009189	4.0	4.0	P1P2	0.31348654806311405	-0.18195388706298232	4.0	4.0	P1P2	0.010047066865588794	-1.626243853427721	5	5	P1P2	0.06658812107016888	-0.7205840451212001	5	5	P1P2	0.009730252182559561	-1.152965493744048	5	5	P1P2	0.041332038625097	-1.407716076749816	5	5	P1P2	0.02513211886193213	-0.9325088030184272	5	5	P1P2	0.014090742169017966	-1.1405185919760898	5	5
ATMIN	P1P2	0.5468647638941371	0.026472859754813793	5	5	P1P2	0.175700827352946	-0.12980975000507725	5	5	P1P2	0.695806562138827	-0.07252859486622282	5	5	P1P2	0.5661193687394659	0.011577427270618603	5	5	P1P2	0.18152362364294272	-0.3236582889697198	5	5	P1P2	0.6327402666274538	-0.14448547466590972	5	5	P1P2	0.6495307333629893	-0.4293402974592782	5	5	P1P2	0.6820649663948063	0.09902323496427977	5	5	P1P2	0.7705897463988846	-0.13304284038921477	5	5	P1P2	0.6765654772271557	-0.42350589995644805	5.0	5.0	P1P2	0.2358567080996452	0.3001867798160109	5.0	5.0	P1P2	0.9264418624921107	0.07045122558067678	5.0	5.0	P1P2	0.32732426860297126	-0.2350690241202463	5	5	P1P2	0.4988907941909052	-0.16366174575224685	5	5	P1P2	0.36855199191926247	-0.21089981645485598	5	5	P1P2	0.39304592176144715	-0.186927874537297	5	5	P1P2	0.5381719421822786	-0.1496953657993113	5	5	P1P2	0.48392308233745307	-0.19747128962782243	5	5
