	t0	t0	t1	t1	t2	t2	t3	t3
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
sgId								
ENSG00000181619_GPR135_MP_92026.4	1827	1922	1219	1736	983	1467	1332	1405
ENSG00000181619_GPR135_MP_92027.5	3234	2565	1998	2541	1563	2970	1565	2436
ENSG00000181619_GPR135_MP_92028.6	1161	1411	792	868	646	685	772	190
ENSG00000181619_GPR135_MP_92029.7	3400	2675	2102	1655	1971	1781	2776	2880
ENSG00000181619_GPR135_MP_92030.8	2006	1573	1278	1287	902	1408	661	1209
ENSG00000181619_GPR135_MP_92031.9	2630	2067	2701	2459	1492	1969	2371	1676
ENSG00000181619_GPR135_MP_92032.10	6929	6089	5996	5311	6672	5265	7476	4919
ENSG00000181754_AMIGO1_MP_93251.1	2324	2229	1434	1958	1020	1618	763	1023
ENSG00000181754_AMIGO1_MP_93252.2	3056	2329	2652	1224	2245	805	2267	730
ENSG00000181754_AMIGO1_MP_93253.3	1088	1017	784	604	494	374	82	551
ENSG00000181754_AMIGO1_MP_93254.4	1707	1576	930	1768	1081	1555	1166	2785
ENSG00000181754_AMIGO1_MP_93255.5	1070	1078	595	1057	655	1209	667	2253
ENSG00000181754_AMIGO1_MP_93256.6	1524	1428	1327	1074	1431	1062	1245	837
ENSG00000181754_AMIGO1_MP_93257.7	2607	2113	1421	2518	1025	2081	626	2467
ENSG00000181754_AMIGO1_MP_93258.8	2019	2192	2951	1425	3399	1502	2868	1028
ENSG00000181754_AMIGO1_MP_93259.9	3369	2651	3357	3321	2931	1986	3235	1254
ENSG00000181754_AMIGO1_MP_93260.10	3152	2788	4807	3057	6597	3005	9464	1777
ENSG00000181773_GPR3_MP_86153.1	3703	3044	2691	1992	2369	1611	2571	725
ENSG00000181773_GPR3_MP_86154.2	3493	3167	3131	2678	3247	1697	2569	827
ENSG00000181773_GPR3_MP_86155.3	3419	3062	3702	2426	3423	2059	3279	2278
ENSG00000181773_GPR3_MP_86156.4	1639	1310	1179	1110	1459	954	1404	460
ENSG00000181773_GPR3_MP_86157.5	1540	1277	1218	819	1379	1021	1625	491
ENSG00000181773_GPR3_MP_86158.6	2061	1955	2125	2937	1899	1560	1651	1661
ENSG00000181773_GPR3_MP_86159.7	3704	3247	3809	3228	4850	2834	5719	3292
ENSG00000181773_GPR3_MP_86160.8	3220	3397	2816	3785	3461	4241	3273	3211
ENSG00000181773_GPR3_MP_86161.9	3744	2842	2617	3393	1472	3134	922	2996
ENSG00000181773_GPR3_MP_86162.10	1773	1627	1586	1245	1330	1771	1208	1591
ENSG00000181804_SLC9A9_MP_138406.1	1361	1239	1359	721	1391	708	763	580
ENSG00000181804_SLC9A9_MP_138407.2	1142	834	2307	799	1233	1001	1343	702
ENSG00000181804_SLC9A9_MP_138408.3	870	862	867	1537	1405	1420	1877	1567
ENSG00000181804_SLC9A9_MP_138409.4	2226	2150	1558	1314	891	1789	726	2474
ENSG00000181804_SLC9A9_MP_138410.5	2146	1820	2051	899	2388	467	3408	142
ENSG00000181804_SLC9A9_MP_138411.6	2953	2558	2925	3423	3400	4218	3692	3808
ENSG00000181804_SLC9A9_MP_138412.7	1338	1192	851	520	471	98	163	56
ENSG00000181804_SLC9A9_MP_138413.8	1238	1334	965	833	667	690	263	371
ENSG00000181804_SLC9A9_MP_138414.9	2793	2323	1549	2157	1844	2192	3089	1736
ENSG00000181804_SLC9A9_MP_138415.10	539	240	61	88	111	13	24	21
ENSG00000181826_RELL1_MP_131079.1	2692	2388	4415	3368	3036	3114	4640	1507
ENSG00000181826_RELL1_MP_131080.2	3489	2819	2971	2403	2119	1758	3228	1974
ENSG00000181826_RELL1_MP_131081.3	3279	3068	5016	3435	7465	3655	7522	4094
ENSG00000181826_RELL1_MP_131082.4	1224	1320	1026	1035	570	2172	554	1949
ENSG00000181826_RELL1_MP_131083.5	3166	2466	2062	2743	3205	2747	3253	1975
ENSG00000181826_RELL1_MP_131084.6	1427	1305	2080	1498	2180	1695	2314	2559
ENSG00000181826_RELL1_MP_131085.7	4930	5116	8770	5127	6588	4936	7709	3401
ENSG00000181826_RELL1_MP_131086.8	1049	993	2010	1108	3423	1052	4616	980
ENSG00000181826_RELL1_MP_131087.9	1726	1978	577	2343	360	1690	194	900
ENSG00000181826_RELL1_MP_131088.10	752	828	733	1509	558	1341	260	392
ENSG00000181885_CLDN7_MP_168456.1	0	0	0	0	0	0	0	0
ENSG00000181885_CLDN7_MP_168457.2	0	0	0	0	0	0	0	0
ENSG00000181885_CLDN7_MP_168458.3	0	0	0	0	0	0	0	0
ENSG00000181885_CLDN7_MP_168459.4	1615	1414	845	907	580	758	131	253
ENSG00000181885_CLDN7_MP_168460.5	2906	3328	1491	2833	1245	1551	1024	1650
ENSG00000181885_CLDN7_MP_168461.6	1918	1603	929	1041	329	636	428	191
ENSG00000181885_CLDN7_MP_168462.7	0	0	0	0	0	0	0	0
ENSG00000181885_CLDN7_MP_168463.8	981	723	947	416	932	359	797	146
ENSG00000181885_CLDN7_MP_168464.9	2542	2471	1202	2719	1272	2096	1021	2258
ENSG00000181885_CLDN7_MP_168465.10	556	460	177	652	116	550	9	1091
ENSG00000182070_OR52A1_MP_202651.1	1748	1456	760	1644	661	1305	744	962
ENSG00000182070_OR52A1_MP_202652.2	1959	1834	1160	2995	1264	2206	881	2285
ENSG00000182070_OR52A1_MP_202653.3	2780	2138	2357	1726	1373	1737	1910	1206
ENSG00000182070_OR52A1_MP_202654.4	751	625	50	395	8	202	0	102
ENSG00000182070_OR52A1_MP_202655.5	519	464	461	706	254	507	42	265
ENSG00000182070_OR52A1_MP_202656.6	1000	951	557	1141	1127	842	679	889
ENSG00000182070_OR52A1_MP_202657.7	3527	2637	5067	2602	5480	2204	6094	2842
ENSG00000182070_OR52A1_MP_202658.8	3414	2938	3600	3286	3827	2674	4579	1380
ENSG00000182070_OR52A1_MP_202659.9	2528	2182	2721	2732	4150	4505	3838	5499
ENSG00000182070_OR52A1_MP_202660.10	4682	4428	4058	4677	3488	4640	3308	4484
ENSG00000182087_TMEM259_MP_161021.1	3844	2912	3962	2603	5133	1986	4996	1189
ENSG00000182087_TMEM259_MP_161022.2	3577	3209	2791	2609	2234	2660	2191	2206
ENSG00000182087_TMEM259_MP_161023.3	805	901	285	1375	291	1153	103	1275
ENSG00000182087_TMEM259_MP_161024.4	919	524	701	301	752	120	540	180
ENSG00000182087_TMEM259_MP_161025.5	1233	1241	709	1205	673	807	617	813
ENSG00000182087_TMEM259_MP_161026.6	3579	2808	2989	3166	1595	2147	2252	1495
ENSG00000182087_TMEM259_MP_161027.7	6607	5164	5834	5231	5130	3421	5752	3611
ENSG00000182087_TMEM259_MP_161028.8	3450	3074	3325	3056	3766	1832	3892	2433
ENSG00000182087_TMEM259_MP_161029.9	566	707	685	361	598	413	846	144
ENSG00000182087_TMEM259_MP_161030.10	3802	3508	3773	2583	3355	3019	4559	1722
ENSG00000182093_WRB_MP_183817.1	2111	1641	866	672	200	623	232	505
ENSG00000182093_WRB_MP_183818.2	2706	2244	1088	1402	555	1245	561	469
ENSG00000182093_WRB_MP_183819.3	557	531	624	160	423	37	701	10
ENSG00000182093_WRB_MP_183820.4	4972	4270	2125	3640	1718	2977	1264	2414
ENSG00000182093_WRB_MP_183821.5	1502	975	423	745	334	680	305	372
ENSG00000182093_WRB_MP_183822.6	1564	1484	431	1280	165	822	159	882
ENSG00000182093_WRB_MP_183823.7	7430	6671	3025	3464	866	1787	546	2407
ENSG00000182093_WRB_MP_183824.8	6045	4675	2103	1626	989	1409	762	1217
ENSG00000182093_WRB_MP_183825.9	1360	1026	686	342	416	232	427	115
ENSG00000182093_WRB_MP_183826.10	5134	3504	3592	1883	3301	1231	3532	510
ENSG00000182108_DEXI_MP_80430.1	2562	2061	3061	2535	3489	3243	5388	1345
ENSG00000182108_DEXI_MP_80431.2	1599	1998	2341	1987	1637	2087	1646	2867
ENSG00000182108_DEXI_MP_80432.3	2199	1364	1176	1741	1153	1352	2205	1178
ENSG00000182108_DEXI_MP_80433.4	2996	2404	2283	1896	2008	1323	2025	1587
ENSG00000182108_DEXI_MP_80434.5	3572	2830	2259	2767	3714	2339	4532	2015
ENSG00000182108_DEXI_MP_80435.6	2622	2684	1607	1967	1917	1475	1732	800
ENSG00000182108_DEXI_MP_80436.7	819	642	151	808	88	549	296	672
ENSG00000182108_DEXI_MP_80437.8	2406	2217	1470	1762	1924	1055	762	1082
ENSG00000182108_DEXI_MP_80438.9	1246	1033	886	521	410	400	431	380
ENSG00000182108_DEXI_MP_80439.10	1848	1569	538	1084	342	1394	16	1681
ENSG00000182220_ATP6AP2_MP_186726.1	4764	4226	4353	5566	3451	4563	3443	4493
ENSG00000182220_ATP6AP2_MP_186727.2	554	778	371	746	232	742	272	570
ENSG00000182220_ATP6AP2_MP_186728.3	2740	2545	2592	2571	1947	2042	1065	2316
ENSG00000182220_ATP6AP2_MP_186729.4	1155	1291	790	1364	501	695	749	375
ENSG00000182220_ATP6AP2_MP_186730.5	1183	1525	789	1753	774	1708	450	2710
ENSG00000182220_ATP6AP2_MP_186731.6	2197	1828	2188	2434	2035	1997	2557	2973
ENSG00000182220_ATP6AP2_MP_186732.7	2028	1485	1492	1239	1369	628	1308	1737
ENSG00000182220_ATP6AP2_MP_186733.8	903	658	364	645	260	279	160	266
ENSG00000182220_ATP6AP2_MP_186734.9	2453	1642	2529	2034	1165	2294	842	2023
ENSG00000182220_ATP6AP2_MP_186735.10	1763	1773	2696	3518	2526	6295	2557	6740
ENSG00000182264_IZUMO1_MP_96643.1	3058	2612	2669	3147	1324	3939	2515	4233
ENSG00000182264_IZUMO1_MP_96644.2	1315	1620	881	1311	293	1339	488	988
ENSG00000182264_IZUMO1_MP_96645.3	1983	1725	1598	1367	984	1205	952	810
ENSG00000182264_IZUMO1_MP_96646.4	5140	3711	4367	2660	5688	2516	6426	1881
ENSG00000182264_IZUMO1_MP_96647.5	3158	2781	2334	2730	1373	2257	2064	1240
ENSG00000182264_IZUMO1_MP_96648.6	3905	3526	2622	4787	3001	4360	1932	3741
ENSG00000182264_IZUMO1_MP_96649.7	3477	3657	3391	3271	3853	2287	5258	2227
ENSG00000182264_IZUMO1_MP_96650.8	1968	1755	1426	2567	1353	3781	2588	3606
ENSG00000182264_IZUMO1_MP_96651.9	4825	3506	3752	3322	2572	2305	1679	1362
ENSG00000182264_IZUMO1_MP_96652.10	1038	1049	1009	1092	873	1020	1129	573
ENSG00000182500_ORAI1_MP_20356.1	5603	4766	4279	4639	6472	3889	6013	3572
ENSG00000182500_ORAI1_MP_20357.2	2428	1634	2231	3019	2356	1644	1394	1623
ENSG00000182500_ORAI1_MP_20358.3	3929	3204	2276	4184	1641	4755	1601	3852
ENSG00000182500_ORAI1_MP_20359.4	641	612	684	389	387	112	86	111
ENSG00000182500_ORAI1_MP_20360.5	1649	1769	1328	779	1017	1362	554	526
ENSG00000182500_ORAI1_MP_20361.6	6675	4978	6565	4972	5159	3445	4592	3080
ENSG00000182500_ORAI1_MP_20362.7	8432	7577	6181	6727	3277	7401	2302	7229
ENSG00000182500_ORAI1_MP_20363.8	4104	3626	3387	3855	2289	3875	2284	4156
ENSG00000182500_ORAI1_MP_20364.9	2323	2425	1742	2444	885	2119	384	1514
ENSG00000182500_ORAI1_MP_20365.10	4665	4219	3034	3266	3477	2150	2783	3127
ENSG00000182600_C2orf82_MP_66235.1	5471	5501	5648	4856	4578	5704	4891	6099
ENSG00000182600_C2orf82_MP_66236.2	1711	1759	1802	1265	1585	735	692	1724
ENSG00000182600_C2orf82_MP_66237.3	5799	4722	5478	4041	6915	4463	7170	4499
ENSG00000182600_C2orf82_MP_66238.4	871	546	539	216	550	146	352	376
ENSG00000182600_C2orf82_MP_66239.5	1625	1271	1071	639	1030	421	1097	74
ENSG00000182600_C2orf82_MP_66240.6	5535	4784	4761	3836	3972	3166	3820	1824
ENSG00000182600_C2orf82_MP_66241.7	2864	2538	2056	3494	2803	2198	3179	2183
ENSG00000182600_C2orf82_MP_66242.8	3761	3467	1946	2893	1947	1848	1473	2411
ENSG00000182600_C2orf82_MP_66243.9	2483	2494	1791	1836	2704	2169	2097	1941
ENSG00000182600_C2orf82_MP_66244.10	2159	2014	1796	1620	797	1807	246	3901
ENSG00000182612_TSPAN10_MP_21964.1	1356	1431	1081	873	297	1061	41	1286
ENSG00000182612_TSPAN10_MP_21965.2	2600	1483	2337	1271	1996	566	1881	511
ENSG00000182612_TSPAN10_MP_21966.3	8900	8404	7733	6842	6842	8777	5848	8189
ENSG00000182612_TSPAN10_MP_21967.4	5607	4270	4462	4308	2958	3591	1930	2591
ENSG00000182612_TSPAN10_MP_21968.5	2531	1746	1508	1023	1180	1611	1981	1310
ENSG00000182612_TSPAN10_MP_21969.6	2918	2434	2449	2465	2442	1648	3566	819
ENSG00000182612_TSPAN10_MP_21970.7	3384	2473	2837	2225	3665	1025	3566	485
ENSG00000182612_TSPAN10_MP_21971.8	1464	987	438	588	325	355	255	235
ENSG00000182612_TSPAN10_MP_21972.9	214	255	168	276	420	132	710	151
ENSG00000182612_TSPAN10_MP_21973.10	2748	2091	2159	1502	2435	1584	3008	811
ENSG00000182685_BRICD5_MP_32893.1	2360	1838	1599	1978	1742	1767	2229	2481
ENSG00000182685_BRICD5_MP_32894.2	2953	2929	2120	3383	1592	2732	1831	2964
ENSG00000182685_BRICD5_MP_32895.3	2117	1542	1806	1376	1382	993	926	606
ENSG00000182685_BRICD5_MP_32896.4	1846	1832	1725	1632	1267	1547	763	1423
ENSG00000182685_BRICD5_MP_32897.5	2681	2469	3074	1785	3546	742	5464	454
ENSG00000182685_BRICD5_MP_32898.6	3632	3128	3819	2784	4005	1553	4116	880
ENSG00000182685_BRICD5_MP_32899.7	1512	1468	1594	1644	1566	2272	1670	2108
ENSG00000182685_BRICD5_MP_32900.8	1663	1131	1853	1654	1446	2180	1270	2039
ENSG00000182685_BRICD5_MP_32901.9	3007	2615	2674	2192	998	2105	655	2680
ENSG00000182685_BRICD5_MP_32902.10	749	706	330	775	497	804	39	259
ENSG00000182687_GALR2_MP_38204.1	3478	2957	2447	3794	2593	3215	2583	2740
ENSG00000182687_GALR2_MP_38205.2	3163	2729	3163	3708	2820	2424	2323	1750
ENSG00000182687_GALR2_MP_38206.3	2654	2680	1940	2072	1533	1733	1284	1315
ENSG00000182687_GALR2_MP_38207.4	2386	2145	2618	1588	2169	1154	2847	986
ENSG00000182687_GALR2_MP_38208.5	2004	2061	1287	2410	1929	2229	1990	4536
ENSG00000182687_GALR2_MP_38209.6	7014	6303	4942	5593	4436	4288	4282	2855
ENSG00000182687_GALR2_MP_38210.7	2275	2021	1402	2022	1383	4300	1222	4469
ENSG00000182687_GALR2_MP_38211.8	3120	2645	2620	2557	2256	3537	1120	2430
ENSG00000182687_GALR2_MP_38212.9	6703	5425	3713	6330	3768	5721	4890	4777
ENSG00000182687_GALR2_MP_38213.10	6600	5113	6958	4141	4409	3802	5413	2574
ENSG00000182747_SLC35D3_MP_204430.1	190	136	26	322	5	805	2	931
ENSG00000182747_SLC35D3_MP_204431.2	2374	2153	2151	1689	2555	930	2806	1057
ENSG00000182747_SLC35D3_MP_204432.3	2271	2050	2603	1574	2480	1262	3277	641
ENSG00000182747_SLC35D3_MP_204433.4	2549	1657	3483	2028	3249	1722	3508	1880
ENSG00000182747_SLC35D3_MP_204434.5	2022	1529	1799	1497	1310	2030	3198	1123
ENSG00000182747_SLC35D3_MP_204435.6	4722	4379	5383	4679	3981	4115	3469	3244
ENSG00000182747_SLC35D3_MP_204436.7	2615	1813	2254	2522	2146	1739	1305	1750
ENSG00000182747_SLC35D3_MP_204437.8	2493	2308	3018	1733	2387	3776	1898	4144
ENSG00000182747_SLC35D3_MP_204438.9	5516	4225	4254	4586	3743	4861	3719	3263
ENSG00000182747_SLC35D3_MP_204439.10	2451	2381	3014	2719	1320	2630	780	1468
ENSG00000182885_GPR97_MP_73793.1	2427	2406	1634	2868	2090	2565	1231	3104
ENSG00000182885_GPR97_MP_73794.2	4424	3117	5339	2458	11956	2240	18176	2313
ENSG00000182885_GPR97_MP_73795.3	2339	2509	2432	2003	2426	1237	6352	1965
ENSG00000182885_GPR97_MP_73796.4	5948	5108	5757	6021	6498	5612	9387	7117
ENSG00000182885_GPR97_MP_73797.5	2828	2193	2358	1472	2504	747	1935	544
ENSG00000182885_GPR97_MP_73798.6	5273	4623	5494	3929	5042	3562	5208	4163
ENSG00000182885_GPR97_MP_73799.7	1378	932	2323	1056	712	1103	107	880
ENSG00000182885_GPR97_MP_73800.8	3653	2998	2650	3284	1269	2643	2006	2226
ENSG00000182885_GPR97_MP_73801.9	3762	2774	2485	1827	1863	2037	1770	1638
ENSG00000182885_GPR97_MP_73802.10	4473	3433	4545	2826	4046	2103	3395	2227
ENSG00000182963_GJC1_MP_191289.1	1782	1326	1367	940	509	452	308	488
ENSG00000182963_GJC1_MP_191290.2	4919	4144	4132	5533	4731	4258	4874	3897
ENSG00000182963_GJC1_MP_191291.3	1550	1289	269	1333	528	679	225	235
ENSG00000182963_GJC1_MP_191292.4	768	835	699	754	979	706	1234	840
ENSG00000182963_GJC1_MP_191293.5	3411	2422	2544	2688	2416	3971	1426	2688
ENSG00000182963_GJC1_MP_191294.6	5110	3719	4899	2801	6806	2014	7819	1476
ENSG00000182963_GJC1_MP_191295.7	1805	1537	1790	1593	751	1525	443	1289
ENSG00000182963_GJC1_MP_191296.8	2132	1563	2655	1116	2854	816	3706	493
ENSG00000182963_GJC1_MP_191297.9	1318	1539	1477	3650	1649	3153	2620	3281
ENSG00000182963_GJC1_MP_191298.10	8480	7181	6259	8999	6797	9769	9903	7046
ENSG00000183019_C19orf59_MP_159904.1	1446	1800	2076	1390	2852	897	3632	877
ENSG00000183019_C19orf59_MP_159905.2	486	685	778	1612	291	1626	295	1472
ENSG00000183019_C19orf59_MP_159906.3	3369	3075	2218	2548	2939	2929	3550	2498
ENSG00000183019_C19orf59_MP_159907.4	823	242	456	348	394	506	449	233
ENSG00000183019_C19orf59_MP_159908.5	4191	3426	2809	2682	2636	2629	4394	2214
ENSG00000183019_C19orf59_MP_159909.6	787	412	287	500	223	328	203	86
ENSG00000183019_C19orf59_MP_159910.7	0	0	0	0	0	0	0	0
ENSG00000183019_C19orf59_MP_159911.8	1495	876	675	577	697	299	747	217
ENSG00000183019_C19orf59_MP_159912.9	0	0	0	0	0	0	0	0
ENSG00000183019_C19orf59_MP_159913.10	3626	2768	3594	2777	2656	2406	2880	1781
ENSG00000183034_OTOP2_MP_151931.1	1530	1577	1048	1209	1022	858	411	2132
ENSG00000183034_OTOP2_MP_151932.2	6137	5045	6106	5301	6192	4733	9552	5350
ENSG00000183034_OTOP2_MP_151933.3	2797	2072	2977	1912	4273	1650	4371	1196
ENSG00000183034_OTOP2_MP_151934.4	1909	1333	1678	1550	1283	2397	657	2107
ENSG00000183034_OTOP2_MP_151935.5	789	916	1086	738	940	465	725	266
ENSG00000183034_OTOP2_MP_151936.6	3771	3232	2098	3232	1666	3499	1145	3645
ENSG00000183034_OTOP2_MP_151937.7	2337	1777	2365	2112	4604	1116	10307	422
ENSG00000183034_OTOP2_MP_151938.8	3736	2982	1731	2695	2149	2050	1826	1955
ENSG00000183034_OTOP2_MP_151939.9	3256	2786	3208	3422	2291	4337	2006	3151
ENSG00000183034_OTOP2_MP_151940.10	2202	1800	1859	1185	1332	1038	2862	1093
ENSG00000183060_LYSMD4_MP_110928.1	2227	2097	1633	1637	1390	1106	1376	530
ENSG00000183060_LYSMD4_MP_110929.2	2343	1573	1371	1370	1307	1287	546	1883
ENSG00000183060_LYSMD4_MP_110930.3	2713	2083	2878	1120	2387	839	1607	1027
ENSG00000183060_LYSMD4_MP_110931.4	1863	1620	1239	1933	1804	1435	893	1967
ENSG00000183060_LYSMD4_MP_110932.5	3427	3086	3978	2753	3284	2433	6136	1506
ENSG00000183060_LYSMD4_MP_110933.6	1268	1005	980	307	476	103	166	95
ENSG00000183060_LYSMD4_MP_110934.7	1392	921	1926	975	603	877	628	1265
ENSG00000183060_LYSMD4_MP_110935.8	3189	2652	4080	2090	5647	1891	5676	1246
ENSG00000183060_LYSMD4_MP_110936.9	1451	1187	920	1577	833	794	341	623
ENSG00000183060_LYSMD4_MP_110937.10	4762	3921	5908	2382	5950	3663	7280	1159
ENSG00000183128_CALHM3_MP_64620.1	3655	3738	2507	3660	2206	3866	2455	3417
ENSG00000183128_CALHM3_MP_64621.2	2101	2202	1805	2542	2733	2488	3162	3798
ENSG00000183128_CALHM3_MP_64622.3	2619	2930	1984	1905	2803	2146	2071	1756
ENSG00000183128_CALHM3_MP_64623.4	3223	2684	2825	1667	1990	1740	1915	1684
ENSG00000183128_CALHM3_MP_64624.5	2491	1916	2800	2672	2768	1539	3189	890
ENSG00000183128_CALHM3_MP_64625.6	3219	2455	2767	1635	3209	2138	3633	1730
ENSG00000183128_CALHM3_MP_64626.7	1178	860	612	434	386	168	117	111
ENSG00000183128_CALHM3_MP_64627.8	868	775	646	485	610	431	223	445
ENSG00000183128_CALHM3_MP_64628.9	3599	3475	1967	2243	1740	2112	1910	1542
ENSG00000183128_CALHM3_MP_64629.10	1975	1959	1564	1392	1402	888	710	587
ENSG00000183134_PTGDR2_MP_170781.1	3388	3151	3149	3300	3510	3965	3297	3740
ENSG00000183134_PTGDR2_MP_170782.2	2180	2127	2306	1555	1600	1620	913	1137
ENSG00000183134_PTGDR2_MP_170783.3	2835	2416	1515	2195	3607	1733	4743	769
ENSG00000183134_PTGDR2_MP_170784.4	2425	2474	2056	1769	3063	1349	4297	964
ENSG00000183134_PTGDR2_MP_170785.5	2061	1479	2143	958	3513	890	5821	401
ENSG00000183134_PTGDR2_MP_170786.6	3816	3746	4407	4814	2888	5033	3478	5359
ENSG00000183134_PTGDR2_MP_170787.7	756	811	1533	480	1437	191	1998	79
ENSG00000183134_PTGDR2_MP_170788.8	1182	1070	1458	1066	921	568	459	557
ENSG00000183134_PTGDR2_MP_170789.9	5089	4023	2565	3755	2269	3048	1833	2362
ENSG00000183134_PTGDR2_MP_170790.10	2534	2217	1903	2417	2350	3268	2402	3744
ENSG00000183150_GPR19_MP_103133.1	1964	1790	2910	1289	2080	1050	934	1393
ENSG00000183150_GPR19_MP_103134.2	343	372	233	602	147	672	75	824
ENSG00000183150_GPR19_MP_103135.3	871	392	1055	416	665	246	324	587
ENSG00000183150_GPR19_MP_103136.4	880	596	1095	100	1309	73	1224	100
ENSG00000183150_GPR19_MP_103137.5	5610	5427	4330	4908	4657	4419	2977	3944
ENSG00000183150_GPR19_MP_103138.6	1054	852	1199	508	888	349	840	205
ENSG00000183150_GPR19_MP_103139.7	2014	1179	638	1236	592	1335	387	2063
ENSG00000183150_GPR19_MP_103140.8	2405	1868	1306	1095	868	829	364	541
ENSG00000183150_GPR19_MP_103141.9	6104	4191	4873	4252	5942	4054	7741	5434
ENSG00000183150_GPR19_MP_103142.10	2376	2114	1418	1177	1487	1219	1396	449
ENSG00000183153_GJD3_MP_102105.1	4128	3637	4000	2818	5194	2151	6445	1259
ENSG00000183153_GJD3_MP_102106.2	2754	1652	1161	1831	575	2618	564	2674
ENSG00000183153_GJD3_MP_102107.3	1125	1219	576	1479	545	1964	394	1842
ENSG00000183153_GJD3_MP_102108.4	2758	1784	1561	1105	1340	1096	979	628
ENSG00000183153_GJD3_MP_102109.5	1546	1162	829	864	470	520	131	279
ENSG00000183153_GJD3_MP_102110.6	785	703	706	276	703	167	639	54
ENSG00000183153_GJD3_MP_102111.7	1604	1435	1535	687	1941	518	2464	436
ENSG00000183153_GJD3_MP_102112.8	4055	3785	3788	2874	3699	3010	3369	1680
ENSG00000183153_GJD3_MP_102113.9	3249	3620	3434	3874	4206	2939	5305	3000
ENSG00000183153_GJD3_MP_102114.10	3081	2722	2509	2740	2131	1576	3101	1349
ENSG00000183255_PTTG1IP_MP_477.1	1675	1538	2256	2107	1654	2968	1312	2703
ENSG00000183255_PTTG1IP_MP_478.2	1339	1173	1111	1712	671	1991	409	2167
ENSG00000183255_PTTG1IP_MP_479.3	3447	3178	2764	3923	2643	3161	2540	2732
ENSG00000183255_PTTG1IP_MP_480.4	965	620	864	1072	1352	981	1166	1493
ENSG00000183255_PTTG1IP_MP_481.5	2047	1247	819	999	320	1524	204	2447
ENSG00000183255_PTTG1IP_MP_482.6	811	511	591	624	1566	550	580	506
ENSG00000183255_PTTG1IP_MP_483.7	1307	1158	1427	1321	803	1606	367	1543
ENSG00000183255_PTTG1IP_MP_484.8	2435	2468	2491	2698	2129	2848	3536	2208
ENSG00000183255_PTTG1IP_MP_485.9	2230	1627	1237	1565	986	1220	977	644
ENSG00000183255_PTTG1IP_MP_486.10	2006	1562	1904	1680	996	1982	1335	2078
ENSG00000183401_CCDC159_MP_11871.1	1122	1281	589	612	1232	318	2882	209
ENSG00000183401_CCDC159_MP_11872.2	1402	1074	834	1383	965	2977	854	2278
ENSG00000183401_CCDC159_MP_11873.3	3877	3359	3369	4098	2759	3176	2198	3252
ENSG00000183401_CCDC159_MP_11874.4	3548	2778	3777	3205	4705	3128	3213	2933
ENSG00000183401_CCDC159_MP_11875.5	1849	1690	1333	2696	1730	2431	1952	2393
ENSG00000183401_CCDC159_MP_11876.6	2880	2140	2436	1600	2588	1770	3022	814
ENSG00000183401_CCDC159_MP_11877.7	1655	1338	1889	1803	3676	2095	5889	2631
ENSG00000183401_CCDC159_MP_11878.8	4600	3624	5195	3625	4554	3063	4586	2999
ENSG00000183401_CCDC159_MP_11879.9	1432	1303	1798	1363	1702	1551	1314	1091
ENSG00000183401_CCDC159_MP_11880.10	1532	1258	1031	1338	1661	1485	2552	1653
ENSG00000183423_LRIT3_MP_141844.1	5522	4643	4974	4046	7127	4671	8392	3334
ENSG00000183423_LRIT3_MP_141845.2	2143	1784	2100	1432	1370	2463	1089	1726
ENSG00000183423_LRIT3_MP_141846.3	2091	1242	2247	1132	1102	612	1917	810
ENSG00000183423_LRIT3_MP_141847.4	925	1218	453	951	502	579	106	759
ENSG00000183423_LRIT3_MP_141848.5	4664	3750	3602	5114	3038	5068	3081	4055
ENSG00000183423_LRIT3_MP_141849.6	5859	5298	5012	6054	6679	4662	7149	6403
ENSG00000183423_LRIT3_MP_141850.7	7851	6907	7173	7326	10011	7019	9919	6331
ENSG00000183423_LRIT3_MP_141851.8	1937	1265	1760	829	2584	358	2685	1104
ENSG00000183423_LRIT3_MP_141852.9	4703	4440	4609	4663	3138	6181	2845	7295
ENSG00000183423_LRIT3_MP_141853.10	4946	4048	4743	3743	4003	3643	7276	2094
ENSG00000183695_MRGPRX2_MP_25795.1	1979	1695	1785	1372	2444	1322	2795	1618
ENSG00000183695_MRGPRX2_MP_25796.2	2291	1697	2023	1329	1148	1090	1055	981
ENSG00000183695_MRGPRX2_MP_25797.3	1563	1358	1110	826	837	906	701	659
ENSG00000183695_MRGPRX2_MP_25798.4	4285	3497	5172	3721	5030	4400	5401	4813
ENSG00000183695_MRGPRX2_MP_25799.5	1148	1132	882	1532	490	1348	553	2003
ENSG00000183695_MRGPRX2_MP_25800.6	4855	3952	3491	3771	3705	3788	5389	3781
ENSG00000183695_MRGPRX2_MP_25801.7	2634	1784	1978	1641	1414	2219	958	1440
ENSG00000183695_MRGPRX2_MP_25802.8	2517	2449	1875	2327	2108	2541	3166	2987
ENSG00000183695_MRGPRX2_MP_25803.9	1422	1101	1224	1076	1302	995	840	665
ENSG00000183695_MRGPRX2_MP_25804.10	3249	2655	2408	3094	3046	2906	2349	2155
ENSG00000183723_CMTM4_MP_62715.1	451	417	210	203	103	118	51	133
ENSG00000183723_CMTM4_MP_62716.2	4712	3647	4484	3469	4223	4991	7096	4175
