	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_10	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_20	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30	gamma_30
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	mageck_lfc	mwp_mageck_pvalue	sgRNA count_MW	sgRNA count_avg
gene																																																			
ARMCX2	ENSG00000184867	0.6928745309485198	0.0582892165388666	10.0	10.0	ENSG00000184867	0.20825967873455709	0.19184601840780593	10.0	10.0	ENSG00000184867	0.173837545105897	0.1289656425366614	0.5771133333333333	0.8578789216467753	10.0	10.0	ENSG00000184867	0.9024755703519152	0.08250046837717907	10.0	10.0	ENSG00000184867	0.6080319475169268	0.05220909259446749	10.0	10.0	ENSG00000184867	0.6189962010126377	0.046207771591428776	0.8533666666666667	0.5126773539472116	10.0	10.0	ENSG00000184867	0.5549713179830835	0.058462554920765186	10.0	10.0	ENSG00000184867	0.2707397011117968	0.04060691461481929	10.0	10.0	ENSG00000184867	0.186416368996566	0.02960375894518211	1.2537	0.3338319369859154	10.0	10.0
ARMCX3	ENSG00000102401	0.5750970710433867	0.1313325824746967	10.0	10.0	ENSG00000102401	0.11979605738690044	0.19842904985918872	9.0	9.0	ENSG00000102401	0.04366588182438895	0.16404496166552643	0.6020366666666667	0.13473867281194327	9.0	9.0	ENSG00000102401	0.06226062897277834	0.19115281203369716	10.0	10.0	ENSG00000102401	0.07380605713053602	0.16160988599169784	9.0	9.0	ENSG00000102401	0.013795822694264596	0.1346020489666379	0.8789399999999999	0.26638582989039505	9.0	9.0	ENSG00000102401	0.17222623548360783	0.027425937911665758	10.0	10.0	ENSG00000102401	0.15693034738888176	0.08551513966653833	9.0	9.0	ENSG00000102401	0.07496780222270738	0.02015869600270565	0.79015	0.46711910690640956	9.0	9.0
ARMCX6	ENSG00000198960	0.9072494011271749	0.02697120903579116	10.0	10.0	ENSG00000198960	0.9407726676905219	-0.04027707911305075	9.0	9.0	ENSG00000198960	0.8579209268921547	-0.03582047176728622	0.35112000000000004	0.593116987326783	9.0	9.0	ENSG00000198960	0.34989877935245284	-0.11604312255792965	10.0	10.0	ENSG00000198960	0.7722327797525116	-0.07670939280873164	9.0	9.0	ENSG00000198960	0.5245022547012178	-0.08163880376392228	-0.2979399999999999	0.16925581882693574	9.0	9.0	ENSG00000198960	0.07365379299141744	-0.22690289747292777	10.0	10.0	ENSG00000198960	0.3805358911562793	-0.16484934552778016	9.0	9.0	ENSG00000198960	0.028214217832435443	-0.14379211878423423	-0.44198999999999994	0.2223989031630884	9.0	9.0
ARSE	ENSG00000157399	0.9468356024183184	0.13859493168185386	10.0	10.0	ENSG00000157399	0.7109808857780671	-0.04412630315298558	10.0	10.0	ENSG00000157399	0.512699598167092	0.03946386223912151	0.3190133333333333	0.7868334716266088	10.0	10.0	ENSG00000157399	0.2631595290297004	0.08250667463280455	10.0	10.0	ENSG00000157399	0.5866466588932053	-0.06251671669579828	10.0	10.0	ENSG00000157399	0.5492140320988654	0.0350140747444722	0.8484133333333332	0.8784180845793564	10.0	10.0	ENSG00000157399	0.25247406849516096	-0.1813881761589706	10.0	10.0	ENSG00000157399	0.264390057436506	-0.07790603324665472	10.0	10.0	ENSG00000157399	0.13763711448542268	-0.13356159270619813	0.04167666666666662	0.7121093054482565	10.0	10.0
ARSK	ENSG00000164291	0.7069872340797871	0.04845354571159396	10.0	10.0	ENSG00000164291	0.0622606271198439	0.227678373063277	10.0	10.0	ENSG00000164291	0.43739226864821223	0.22003798804262142	0.8275433333333333	0.44954463380893595	10.0	10.0	ENSG00000164291	0.30812425206792804	0.08504148611303568	10.0	10.0	ENSG00000164291	0.3116201037052351	-0.14611241366134511	10.0	10.0	ENSG00000164291	0.6783154601444532	0.082749038283944	1.1199766666666666	0.5449301724384833	10.0	10.0	ENSG00000164291	0.3988694952086014	-0.006584201486166036	10.0	10.0	ENSG00000164291	0.833919083591935	-0.12170419941445428	10.0	10.0	ENSG00000164291	0.8707938023926023	-0.019361488911250568	1.2159	0.6504589892243366	10.0	10.0
ASIC1	ENSG00000110881	0.00203108889606449	-0.455405915359463	10.0	10.0	ENSG00000110881	0.3778004285125387	-0.28820130825959867	10.0	10.0	ENSG00000110881	0.011227543042327585	-0.36401537879248913	-1.1085733333333334	0.4969322956034191	10.0	10.0	ENSG00000110881	0.026950902890772285	-0.49283424748062926	10.0	10.0	ENSG00000110881	0.45111846368959474	-0.07890455795697529	10.0	10.0	ENSG00000110881	0.04469522619575841	-0.32107188501887235	-0.5561833333333334	0.9324005707257716	10.0	10.0	ENSG00000110881	0.14697007643313204	-0.24772575463712707	8.0	8.0	ENSG00000110881	0.4795545903658024	-0.07311922361214365	10.0	10.0	ENSG00000110881	0.19545413776819354	-0.09904147991081662	0.30314	0.8069792706936939	8.0	8.0
ATP11B	ENSG00000058063	0.2349112653898323	-0.15814591596157324	10.0	10.0	ENSG00000058063	0.04492956207207103	-0.29810464727440494	10.0	10.0	ENSG00000058063	0.040018656618210136	-0.2152695925073248	-0.5942266666666666	0.5267829441386699	10.0	10.0	ENSG00000058063	0.09276293048435164	-0.13962566683218738	10.0	10.0	ENSG00000058063	0.02297426134554995	-0.2869551958416607	10.0	10.0	ENSG00000058063	0.020109788019475397	-0.20290546274408613	-0.5711299999999999	0.6286877888726494	10.0	10.0	ENSG00000058063	0.600511289212735	-0.050188478367764466	10.0	10.0	ENSG00000058063	0.018375840363421787	-0.19263761805076265	10.0	10.0	ENSG00000058063	0.07552384834618099	-0.12842891860854422	-0.21020333333333333	0.7480779665957897	10.0	10.0
ATP11C	ENSG00000101974	0.48131978781300166	-0.14275567419883256	10.0	10.0	ENSG00000101974	0.7340659366764792	0.11384432441863261	10.0	10.0	ENSG00000101974	0.9139920667764314	-0.06660420899839668	0.5706466666666666	0.239325616958612	10.0	10.0	ENSG00000101974	0.7697036669808699	-0.057519732454238366	10.0	10.0	ENSG00000101974	0.2984743948379369	0.09119919045068392	10.0	10.0	ENSG00000101974	0.6837172275024914	0.18967838788310332	1.2077666666666669	0.20948819148052955	10.0	10.0	ENSG00000101974	0.4038563731339202	-0.07634798469262799	10.0	10.0	ENSG00000101974	0.12944295283668136	0.006369998104058583	10.0	10.0	ENSG00000101974	0.263036985233024	0.05013366379826994	1.4407333333333334	0.288838001896903	10.0	10.0
ATP13A2	ENSG00000159363	0.5261874830776265	-0.006433752046986235	10.0	10.0	ENSG00000159363	0.4041327015925974	-0.36775396173495895	10.0	10.0	ENSG00000159363	0.8548399833447775	-0.1500415479423233	-0.2223733333333334	0.6379802398286215	10.0	10.0	ENSG00000159363	0.9818529134490391	-0.2349535610331038	10.0	10.0	ENSG00000159363	0.8978287747663911	-0.21551506219096542	10.0	10.0	ENSG00000159363	0.7733082544554446	-0.23859228501607666	-0.3602633333333333	0.7196888123866279	10.0	10.0	ENSG00000159363	0.8040338279422408	0.04475804949103986	10.0	10.0	ENSG00000159363	0.23534467960228345	-0.27352295992438025	10.0	10.0	ENSG00000159363	0.19446308992626404	-0.11437029191404606	0.4314	0.4724648031870117	10.0	10.0
ATP1A4	ENSG00000132681	0.04730282245577059	-0.40986069153366533	10.0	10.0	ENSG00000132681	0.830922528174819	-0.01313908163396812	10.0	10.0	ENSG00000132681	0.07104038011649907	-0.2036664158301972	0.32935	0.22184983120505197	10.0	10.0	ENSG00000132681	0.0404291003276051	-0.34097937165072695	10.0	10.0	ENSG00000132681	0.6142052638142415	-0.01529200800489893	10.0	10.0	ENSG00000132681	0.0883828611924547	-0.1430737213056508	0.10037999999999997	0.4040137366172172	10.0	10.0	ENSG00000132681	0.11966471320133644	-0.30289175462634726	10.0	10.0	ENSG00000132681	0.9653770964348973	-0.04988835646421711	10.0	10.0	ENSG00000132681	0.17153064594937661	-0.15651303583344453	0.69636	0.869278611185125	10.0	10.0
ATP1B1	ENSG00000143153	0.047139548912957546	-0.27170651326459566	10.0	10.0	ENSG00000143153	0.004527746445455817	-0.2562092135603088	10.0	10.0	ENSG00000143153	0.00037749905057371253	-0.17112008450392271	-0.3948433333333334	0.8755601981274762	10.0	10.0	ENSG00000143153	0.05633184883967287	-0.3460559360210029	10.0	10.0	ENSG00000143153	0.0020030342803279222	-0.3093421414452927	10.0	10.0	ENSG00000143153	0.0002648980957119055	-0.22774453485439458	-0.8196	0.6948922001242086	10.0	10.0	ENSG00000143153	0.1767507218094041	-0.1375897755570093	9.0	9.0	ENSG00000143153	0.02797966148955441	-0.18831466284415743	10.0	10.0	ENSG00000143153	0.0049054417200206715	-0.1688830264384316	-0.7591533333333333	0.24048552753795316	9.0	9.0
ATP1B2	ENSG00000129244	0.12839163389536468	-0.27166521415386763	10.0	10.0	ENSG00000129244	0.37345114050061223	-0.21217802828790044	10.0	10.0	ENSG00000129244	0.07408041350580033	-0.20265043371033664	-0.32848666666666665	0.7218594958584671	10.0	10.0	ENSG00000129244	0.13047293058115914	-0.12740483017621723	10.0	10.0	ENSG00000129244	0.2937259629892378	-0.1392238065083886	10.0	10.0	ENSG00000129244	0.11815993077143737	-0.16299995016905347	-0.35114666666666666	0.8351705339806677	10.0	10.0	ENSG00000129244	0.21638205329037308	-0.1332027019575022	10.0	10.0	ENSG00000129244	0.40039348525150664	-0.13025511414322213	10.0	10.0	ENSG00000129244	0.10463446522068007	-0.09115929277987019	-0.15767	0.09877457718013483	10.0	10.0
ATP1B3	ENSG00000069849	0.031043874481774973	-0.4315057638263597	10.0	10.0	ENSG00000069849	0.18488294904416003	-0.11742675377708396	10.0	10.0	ENSG00000069849	0.011707461795175999	-0.287035388095264	-0.35175	0.6831454349529669	10.0	10.0	ENSG00000069849	0.04749786748589898	-0.31410837044330386	10.0	10.0	ENSG00000069849	0.4662436226256589	-0.08152610825424499	10.0	10.0	ENSG00000069849	0.005720836303815308	-0.048772273138765414	0.15436666666666665	0.9566364303348728	10.0	10.0	ENSG00000069849	0.05591314469960456	-0.27445249052904225	10.0	10.0	ENSG00000069849	0.985325498378576	-0.04103315084425536	10.0	10.0	ENSG00000069849	0.08209639610446759	-0.05955028468297887	0.29473333333333335	0.7283849343598932	10.0	10.0
ATP2B1	ENSG00000070961	0.013177944028170943	-0.2922651257327575	10.0	10.0	ENSG00000070961	0.30052503927242435	-0.09515556252669001	10.0	10.0	ENSG00000070961	0.007803883595600178	-0.15358777072651295	-0.36891	0.8408355366621688	10.0	10.0	ENSG00000070961	0.008025262754407389	-0.2890686193527235	10.0	10.0	ENSG00000070961	0.4091114620494154	-0.06099680222658666	10.0	10.0	ENSG00000070961	0.019182052215454142	-0.19704543822674256	-0.42191666666666666	0.7013307595420978	10.0	10.0	ENSG00000070961	0.11966471320133644	-0.22982737035527664	10.0	10.0	ENSG00000070961	0.4086881211755631	-0.09076253281685111	10.0	10.0	ENSG00000070961	0.08968554865112822	-0.1329346253343425	-0.8467366666666667	0.11616551388649406	10.0	10.0
ATP2B4	ENSG00000058668	0.848329645870786	-0.0667779304509632	10.0	10.0	ENSG00000058668	0.8103820372218976	-0.12935403919939722	10.0	10.0	ENSG00000058668	0.8779586349324602	-0.07764954954248483	0.052466666666666696	0.12770272113680864	10.0	10.0	ENSG00000058668	0.7573939225846674	-0.10423690046565275	10.0	10.0	ENSG00000058668	0.104738986827948	-0.049678341546823775	10.0	10.0	ENSG00000058668	0.4156133711168568	0.0005587187660438392	0.6721300000000001	0.2849011040051701	10.0	10.0	ENSG00000058668	0.7283043587830285	-0.005486072233019858	10.0	10.0	ENSG00000058668	0.39464789911802545	0.05271270454617868	10.0	10.0	ENSG00000058668	0.31999458220607335	0.006289359324053456	0.9360566666666669	0.9589470545893055	10.0	10.0
ATP6AP2	ENSG00000182220	0.6564753240942158	-0.06331070184887812	10.0	10.0	ENSG00000182220	0.10505341767865672	0.179551194143158	10.0	10.0	ENSG00000182220	0.6791303345553981	0.06501661224558608	0.56284	0.9670368287104115	10.0	10.0	ENSG00000182220	0.076397252487335	-0.208196655598857	10.0	10.0	ENSG00000182220	0.9141068415240889	-0.022567855755609146	10.0	10.0	ENSG00000182220	0.18214933976638947	-0.04960810518807456	-0.11860333333333328	0.48054613344939556	10.0	10.0	ENSG00000182220	0.06991514937833199	-0.17169167339663158	10.0	10.0	ENSG00000182220	0.14337684149135688	0.06964764304550146	10.0	10.0	ENSG00000182220	0.5984915537700982	-0.037241145089968515	1.1669066666666668	0.6556877934805322	10.0	10.0
ATP8B3	ENSG00000130270	0.06407148574959536	-0.22693098988648575	10.0	10.0	ENSG00000130270	0.32370086522655317	-0.014103668243680664	10.0	10.0	ENSG00000130270	0.07722595915768943	-0.1478848800140722	-0.23007	0.47425416031538925	10.0	10.0	ENSG00000130270	0.2319840636500642	-0.23079972265512297	10.0	10.0	ENSG00000130270	0.6255940704479925	-0.18555836694553743	10.0	10.0	ENSG00000130270	0.6558107926689747	-0.19156190168727183	0.16078666666666672	0.13663915409023478	10.0	10.0	ENSG00000130270	0.4711014864275117	-0.17001242211856507	10.0	10.0	ENSG00000130270	0.9255576601346165	0.0433328861610702	10.0	10.0	ENSG00000130270	0.82079539686369	-0.10903666859512991	0.7156866666666667	0.45652903760401586	10.0	10.0
ATP8B4	ENSG00000104043	0.027155969859813632	-0.30441524231052286	10.0	10.0	ENSG00000104043	0.40165697990492666	0.07489484464980077	10.0	10.0	ENSG00000104043	0.1852676476591133	-0.07371700682321927	-0.08311333333333332	0.12340837291015012	10.0	10.0	ENSG00000104043	0.2130736964842217	-0.09042933187427515	10.0	10.0	ENSG00000104043	0.7629818450262738	0.027399768944736308	10.0	10.0	ENSG00000104043	0.21721223297541026	-0.025096075366034226	0.37708666666666674	0.7272959783587369	10.0	10.0	ENSG00000104043	0.23980690777904967	-0.08316044048257248	10.0	10.0	ENSG00000104043	0.7467122662060022	-0.035348469929040206	10.0	10.0	ENSG00000104043	0.24090975691454808	-0.10987535761201865	0.4396	0.9381661777588676	10.0	10.0
ATP9A	ENSG00000054793	0.039983087081386176	-0.1601843320971884	10.0	10.0	ENSG00000054793	0.11964532535493778	-0.19450856295046828	10.0	10.0	ENSG00000054793	0.012565192784384133	-0.15318955877574428	-0.38754	0.13211240586710668	10.0	10.0	ENSG00000054793	0.5285092788390535	-0.1298681662995078	10.0	10.0	ENSG00000054793	0.09830689708835541	-0.3531754424738869	10.0	10.0	ENSG00000054793	0.21393587247235524	-0.2517497433316641	-1.0248566666666665	0.9785993299890837	10.0	10.0	ENSG00000054793	0.3705251854056757	-0.14362774230515798	10.0	10.0	ENSG00000054793	0.9863787209596775	-0.05656801230752904	9.0	9.0	ENSG00000054793	0.5323863467493275	-0.08619672460624854	0.28703000000000006	0.2954806203304453	9.0	9.0
ATRN	ENSG00000088812	0.7179124120636312	0.030301036533804476	10.0	10.0	ENSG00000088812	0.008380810513509557	-0.29493949187329216	10.0	10.0	ENSG00000088812	0.324493339053493	-0.2198552719721697	0.056456666666666676	0.291482874368135	10.0	10.0	ENSG00000088812	0.8412371974379458	-0.22643186006353178	10.0	10.0	ENSG00000088812	0.17534777630309062	-0.16594136660552475	10.0	10.0	ENSG00000088812	0.3061762596947327	-0.18447462381808044	0.04757000000000002	0.7745910916904262	10.0	10.0	ENSG00000088812	0.6154136630768658	0.03338886329815385	9.0	9.0	ENSG00000088812	0.25591388145951033	-0.10375626635417723	9.0	9.0	ENSG00000088812	0.2149319811779209	-0.08919609679764139	0.17607666666666663	0.656735592975349	9.0	9.0
B3GNT2	ENSG00000170340	0.27330869342351893	-0.11305103575698622	10.0	10.0	ENSG00000170340	0.9106154122785172	-0.06765700861916715	10.0	10.0	ENSG00000170340	0.4558209605579562	-0.14117019350241658	-0.21476666666666666	0.5861149400441334	10.0	10.0	ENSG00000170340	0.04882762715831335	-0.31746669562602	10.0	10.0	ENSG00000170340	0.03873909928887671	0.0655270720337394	10.0	10.0	ENSG00000170340	0.9324834633373865	-0.18196475107080726	0.22127	0.5851177859137524	10.0	10.0	ENSG00000170340	0.5242938792539238	-0.060618181061656846	9.0	9.0	ENSG00000170340	0.07906377460900547	0.03175682217709594	10.0	10.0	ENSG00000170340	0.7379943689236744	-0.03294273262875269	0.9729999999999999	0.4841618670649017	9.0	9.0
B3GNT4	ENSG00000176383	0.25758704738148186	-0.11438184107167627	10.0	10.0	ENSG00000176383	0.13693760441319153	-0.13935740151022954	10.0	10.0	ENSG00000176383	0.08150268742399035	-0.10511080250133037	-0.10071666666666668	0.22075460193790697	10.0	10.0	ENSG00000176383	0.5745851167572629	-0.04346449092799798	10.0	10.0	ENSG00000176383	0.37030757305753814	-0.09998951786078532	10.0	10.0	ENSG00000176383	0.39237932660595476	-0.07172700439439166	-0.26701	0.527730313017742	10.0	10.0	ENSG00000176383	0.07982132939234927	-0.1390755066686162	10.0	10.0	ENSG00000176383	0.07633980245119948	-0.1882884563492023	10.0	10.0	ENSG00000176383	0.03286213542359278	-0.1608538885596756	-0.5182866666666667	0.7790365613322877	10.0	10.0
B3GNT5	ENSG00000176597	0.8771270845527844	-0.276261350675388	10.0	10.0	ENSG00000176597	0.016066420072465698	-0.13870936151863056	10.0	10.0	ENSG00000176597	0.24659428137990103	-0.16254521089339444	0.3672866666666666	0.6379802398286215	10.0	10.0	ENSG00000176597	0.936254964067902	-0.056955321853659015	10.0	10.0	ENSG00000176597	0.036447935975018185	-0.1716895594676716	10.0	10.0	ENSG00000176597	0.3475796249221136	-0.1509895721245131	0.5816433333333334	0.27842060107733546	10.0	10.0	ENSG00000176597	0.8040338279422408	-0.06997812293366969	10.0	10.0	ENSG00000176597	0.005944507035934508	-0.1484138166184743	10.0	10.0	ENSG00000176597	0.179579647865295	-0.12122778189459164	0.2699266666666667	0.79800890450094	10.0	10.0
B4GALT7	ENSG00000027847	0.24250409930326144	-0.19588065857104206	10.0	10.0	ENSG00000027847	0.6402188571354526	-0.2593037362686173	10.0	10.0	ENSG00000027847	0.1823593086946873	-0.18273239405688965	-0.11071333333333332	0.9185781479581967	10.0	10.0	ENSG00000027847	0.04849229120250336	-0.3097411264771463	10.0	10.0	ENSG00000027847	0.4725525210131667	-0.04962026819602349	10.0	10.0	ENSG00000027847	0.4644465962772182	-0.14892101651890935	0.5054966666666666	0.6473299243329722	10.0	10.0	ENSG00000027847	0.08398432835015857	-0.29231321206592253	10.0	10.0	ENSG00000027847	0.8178758926973029	-0.2028622050023887	10.0	10.0	ENSG00000027847	0.26367103127431046	-0.21704091761084907	-0.19513666666666665	0.9843824193214914	10.0	10.0
BAI2	ENSG00000121753	0.4291500078690391	-0.05066491062578859	10.0	10.0	ENSG00000121753	0.9199295406747844	-0.02427669257449139	10.0	10.0	ENSG00000121753	0.5241205785686062	-0.023279030591840125	0.03762333333333332	0.6442070801203809	10.0	10.0	ENSG00000121753	0.09860586168817244	-0.1934624410667234	10.0	10.0	ENSG00000121753	0.4384400175127352	-0.2055751729745592	10.0	10.0	ENSG00000121753	0.06626944457046827	-0.1533891556201243	-0.2968666666666666	0.7568843539826584	10.0	10.0	ENSG00000121753	0.10399072156544481	-0.1853503087976487	10.0	10.0	ENSG00000121753	0.06795558830021231	-0.17899017985713006	10.0	10.0	ENSG00000121753	0.01213884754238279	-0.1308997526810547	-0.4183066666666666	0.7196888123866279	10.0	10.0
BAMBI	ENSG00000095739	0.6522441226676943	0.11971963506319101	10.0	10.0	ENSG00000095739	0.022240537259153308	-0.17523474166268574	9.0	9.0	ENSG00000095739	0.6955259438834703	-0.08525383549118815	0.21691666666666667	0.9924800552230312	9.0	9.0	ENSG00000095739	0.9222598414609181	-0.07746287096704926	10.0	10.0	ENSG00000095739	0.453749260011869	-0.08729434591174885	9.0	9.0	ENSG00000095739	0.8918312984391943	-0.11180743788323573	0.7060733333333333	0.24106696571981634	9.0	9.0	ENSG00000095739	0.9744462566462383	-0.04557235732388515	9.0	9.0	ENSG00000095739	0.11917160105240736	-0.14410458607793525	9.0	9.0	ENSG00000095739	0.3270715119731563	-0.12223852462795703	0.008586666666666668	0.9289428886832772	9.0	9.0
BCAM	ENSG00000187244	0.747694206700521	0.07901587980339482	10.0	10.0	ENSG00000187244	0.18198296116466084	-0.2929104543040754	10.0	10.0	ENSG00000187244	0.698608106868055	-0.1882159410129863	0.37362333333333336	0.20427205504415513	10.0	10.0	ENSG00000187244	0.4954633898743833	-0.13668029102709914	10.0	10.0	ENSG00000187244	0.49918339888977015	-0.1774496412850086	10.0	10.0	ENSG00000187244	0.8302506367290607	-0.11347531681194611	0.6039133333333334	0.5192353779602504	10.0	10.0	ENSG00000187244	0.6242326204137539	-0.06435137810709818	9.0	9.0	ENSG00000187244	0.5448528774473773	-0.16196506269165206	10.0	10.0	ENSG00000187244	0.8921946859573819	-0.05063114028762553	1.02648	0.9208802910401447	9.0	9.0
BEST2	ENSG00000039987	0.11198041161446001	-0.1957580489098779	10.0	10.0	ENSG00000039987	0.5745851140475107	-0.06742112966113743	10.0	10.0	ENSG00000039987	0.10148388259422181	-0.1182854129991839	-0.17473666666666662	0.025121890242167915	10.0	10.0	ENSG00000039987	0.06434810854717884	-0.17331466625016403	10.0	10.0	ENSG00000039987	0.9385895186691567	-0.04827477635786421	10.0	10.0	ENSG00000039987	0.23297917431318282	-0.1416442816415189	0.04206666666666666	0.3768180572284969	10.0	10.0	ENSG00000039987	0.042939668638745716	-0.20075128214325358	10.0	10.0	ENSG00000039987	0.11087161767885785	0.03967277079358354	10.0	10.0	ENSG00000039987	0.39263845774764394	-0.08478795247824467	0.61845	0.0848300126023589	10.0	10.0
BEST4	ENSG00000142959	0.9620116503917774	-0.02987474771619822	10.0	10.0	ENSG00000142959	0.6308007055786637	-0.04515211596147812	10.0	10.0	ENSG00000142959	0.89188126806742	-0.10062233047256498	0.0983466666666667	0.5126773539472116	10.0	10.0	ENSG00000142959	0.4371402512164969	-0.0642017030822296	10.0	10.0	ENSG00000142959	0.9701495081130631	-0.22302574153052854	10.0	10.0	ENSG00000142959	0.5790751059402648	-0.09649801064359505	-0.011123333333333355	0.869278611185125	10.0	10.0	ENSG00000142959	0.7619349769211263	-0.118573318972152	10.0	10.0	ENSG00000142959	0.30962075603255756	-0.06149740448728499	10.0	10.0	ENSG00000142959	0.6234819004360864	-0.033995976589195544	-0.17073333333333332	0.7590909429121012	10.0	10.0
BLCAP	ENSG00000166619	0.1160043313416058	-0.3030379334836925	10.0	10.0	ENSG00000166619	0.481646202165787	-0.1382827673619795	10.0	10.0	ENSG00000166619	0.11102151798870132	-0.1380580430771152	-0.37595	0.2153365983441784	10.0	10.0	ENSG00000166619	0.14977321720500247	-0.10260645795312591	10.0	10.0	ENSG00000166619	0.7741945496383541	-0.13138646188638628	10.0	10.0	ENSG00000166619	0.09230486775783951	-0.07685213300586535	-0.24981666666666666	0.12661838928211813	10.0	10.0	ENSG00000166619	0.8641462413435506	-0.07950089930006426	10.0	10.0	ENSG00000166619	0.3761235128295516	-0.17641920756901994	10.0	10.0	ENSG00000166619	0.5780202875344743	-0.08705274739870067	-0.13092333333333328	0.7491769958817647	10.0	10.0
BRI3	ENSG00000164713	0.07814489291280687	0.14796601700799714	10.0	10.0	ENSG00000164713	0.028190981405591543	0.17973068144304313	10.0	10.0	ENSG00000164713	0.006901010620894426	0.14082710883519983	0.5189866666666666	0.19263486122152074	10.0	10.0	ENSG00000164713	0.2694718100300896	0.1360401243080633	10.0	10.0	ENSG00000164713	0.3710919208382043	0.07547226947625858	10.0	10.0	ENSG00000164713	0.1369091251401035	0.06214288480352429	0.7280066666666666	0.934706405030381	10.0	10.0	ENSG00000164713	0.5411556178540424	0.02172411968257044	10.0	10.0	ENSG00000164713	0.22170102665875957	0.014734150424815856	10.0	10.0	ENSG00000164713	0.18102874026276616	0.00936042117046674	0.8006733333333335	0.40075458322070345	10.0	10.0
BRICD5	ENSG00000182685	0.736617203411662	-0.01899454132922425	10.0	10.0	ENSG00000182685	0.9689794792185593	-0.018444240477494208	10.0	10.0	ENSG00000182685	0.9701094837588491	0.026555916689092834	0.31850333333333336	0.031470413022218396	10.0	10.0	ENSG00000182685	0.6204060402702025	-0.07314040545946512	10.0	10.0	ENSG00000182685	0.70007897423698	-0.09335309766732418	10.0	10.0	ENSG00000182685	0.3385797665562763	0.0217171934096842	0.26417666666666667	0.09469724812351826	10.0	10.0	ENSG00000182685	0.3337460582596825	-0.17173658138168268	10.0	10.0	ENSG00000182685	0.828181062383728	-0.08778665606601015	10.0	10.0	ENSG00000182685	0.2567543926732676	-0.15842918243207	0.7102466666666666	0.8374355262723193	10.0	10.0
BST2	ENSG00000130303	0.7688829372842827	-0.0673736463196045	10.0	10.0	ENSG00000130303	0.48991124716598844	-0.5670592105527757	10.0	10.0	ENSG00000130303	0.18969427256561555	-0.2040745507760482	-0.4079299999999999	0.10894045016064233	10.0	10.0	ENSG00000130303	0.8665623388501786	0.06060557751332194	10.0	10.0	ENSG00000130303	0.6692206699535332	-0.11438026836885973	9.0	9.0	ENSG00000130303	0.6327225734586981	-0.07734113433036001	0.36629666666666666	0.20530765028357834	9.0	9.0	ENSG00000130303	0.682827567019094	0.10646076276094284	9.0	9.0	ENSG00000130303	0.3856149822152267	-0.202484057754906	9.0	9.0	ENSG00000130303	0.7615167503756743	-0.013926478039140988	-0.36061000000000004	0.11549351351571968	8.0	8.0
